FMUL FE_TOWARDZERO 29
331533932 415423756 77982657 
418725238 384271366 134274887 
62617480 288818380 268435456 
351531592 466227504 149038322 
470237222 191371798 529608750 
404136526 73462868 345523058 
477151402 411648886 220126624 
119205218 12134402 0 
166413408 112886758 147296034 
28354574 449635242 346169502 
342658494 496713540 170475190 
157464872 243604782 266338303 
515903612 124640782 508425646 
70958484 370305918 309216964 
122980388 41529764 32463631 
209832432 328479186 406265024 
323208968 153813682 344987254 
394660274 243776696 506412068 
34323248 212269668 114639992 
83832804 35930048 0 
432167986 31118276 331295356 
291991996 30843032 268435456 
361519064 47260716 276958289 
482433626 306001334 119524406 
363874378 199190996 430954239 
41766250 495199596 404922211 
186183884 198744450 252861253 
288687086 141957084 298635028 
60883306 200977310 129794962 
526839906 316527848 174431910 
97231180 296439952 268435456 
533985814 248151770 534773759 
35842874 58584366 0 
257131270 298635526 423891536 
247925886 522663140 534773759 
287938230 305564612 0 
177280936 344213970 389524445 
209185750 163751342 240946203 
132398202 318334658 318799882 
319616026 116041310 303819288 
365308306 315274452 11726390 
470744454 171925134 510559996 
344570342 295681214 0 
226889314 218454426 266338303 
257819316 422631772 534773759 
28840784 135125506 31992983 
363322376 454053328 148646648 
61727926 335987950 268435456 
527386382 349626324 208177484 
243557230 338239316 449757956 
227625794 231189542 266338303 
119881032 67517530 55344897 
16887582 45898408 0 
68675316 143353222 80078809 
505719456 381405842 218251609 
423876816 468978714 224021984 
398956766 139551798 406658580 
223337484 496480088 534773759 
317416802 296180884 0 
464998324 333087108 129142825 
301136732 19703920 268435456 
95295800 134428204 97696159 
367714148 266338303 501931875 
55376316 513432830 436798379 
305080100 255510252 428559879 
153010436 191586380 212502554 
451544158 321548786 104315736 
507261228 385686076 223967114 
237751516 406468638 512219151 
287313540 198739756 353935568 
151553534 522856402 534773759 
259475296 280473672 407902616 
358219802 355411224 44743088 
126191616 32281580 26495101 
234927168 442916972 534773759 
249353924 311009504 428315267 
143155494 46668622 57842659 
41152390 145124048 54417866 
224260052 284394402 376560256 
149928604 320736390 338576926 
497008292 413712624 241735505 
102534954 292466762 268435456 
443631736 51202190 362995411 
460164692 484819220 266338303 
334200908 487401626 152920988 
452689246 442385770 226091512 
155666634 128005010 151568991 
360203648 59741268 287954292 
471389324 146963224 486358128 
194610534 435668366 498212913 
356942076 279486626 0 
56627584 367443352 291951303 
142200854 208652246 218835284 
326761376 325854098 0 
58901936 230685360 157467341 
226636266 215772192 266338303 
291926744 101082062 268435456 
83288234 80823614 32128865 
311490260 341739846 0 
339686144 191667840 399249300 
371285088 98170966 337407856 
262988672 484914132 534773759 
65524774 189710872 123351690 
375768038 88302790 331990321 
338881810 497343988 167422957 
24025458 448785216 340691542 
84534928 175705168 128276839 
471680540 365114984 167884398 
182532806 398216352 448699844 
76532190 49732616 0 
134939554 371216574 374042666 
232529668 393647772 494094246 
420855624 73293088 362045314 
8342396 482142178 358366232 
452826554 318829306 102721879 
168394406 222501448 258835609 
430078060 338299054 99436391 
296505922 78485882 268435456 
444467448 161785576 474187475 
24706116 280026638 268435456 
37237056 369764368 275055486 
313231352 44644050 268435456 
149819218 330907516 348730197 
125923476 55850818 49713326 
88389102 22447956 0 
77573236 206039094 151499805 
134832118 136948744 139845985 
160147436 335938208 364108541 
400734680 192845580 461501950 
522447564 89062838 479510089 
475055748 356700048 162860875 
341814994 232723818 442418533 
158389324 490603844 516903342 
200100558 315711712 383971796 
149826370 382569316 400612088 
139790956 354369096 362047968 
526856908 148332868 534773759 
63476516 124163420 55634972 
314806958 42705666 268435456 
193633052 106195290 167961641 
484217164 439482604 254757584 
422960652 419140602 173155647 
299921226 84300958 268435456 
131627110 150970046 150479509 
235892380 144402866 248252493 
89704136 318698268 276289597 
457819104 357863294 146951369 
162367370 121341874 151673211 
56269488 80021498 4319419 
170710558 357234318 396112508 
499331388 54096352 421473519 
99064284 214906822 182087424 
219628200 105375954 193099173 
86440274 470536204 425024617 
213617524 432574998 514178835 
440325538 431224582 202572995 
287258146 519191268 137469044 
503143274 126925608 497989628 
2333874 199224174 69439807 
237805936 475565816 534773759 
24005124 194817828 86762512 
417568502 128344526 413839370 
487559878 126267238 481919757 
100549968 363226288 331701023 
497587342 373154712 201801190 
281104236 249032958 398080861 
374394174 153599708 396139829 
176958200 266338303 266338303 
440388310 139943608 448213177 
472327362 472092576 266338303 
165345480 515248882 534773759 
148311406 281303538 297699801 
172433958 303558510 344077247 
164289098 30193112 62644137 
35761400 66565424 0 
183855172 224735210 266338303 
472025084 102311564 442346449 
180496020 399783402 448247866 
233066026 319004672 419982084 
495325636 70328842 433746866 
305091112 361304214 0 
263516110 144618302 266338303 
280691062 172360668 321064044 
523738460 391175432 246052375 
139544074 246100570 253837778 
310129736 72050334 268435456 
49852768 456637754 374431757 
349669202 97564260 315245501 
8376786 246240446 122500104 
385023670 385998696 102103728 
136817888 239476770 244270369 
325057486 27153052 268435456 
491121586 517430196 266338303 
524130088 495311760 266338303 
213864172 489021442 534773759 
290605682 204575534 363263142 
402748722 161855376 432500590 
335160438 222671016 425868689 
335308402 56652260 268435456 
270977852 461192370 63250047 
382373008 399605052 113305312 
184974782 377307152 430233184 
195248098 448988016 512135592 
201537850 264598326 266338303 
346108148 453895248 131045798 
98348612 364184052 330449450 
149314086 297897942 315111770 
405740414 354929650 91919804 
345527544 355695072 32329467 
16652188 487326156 371896825 
21189988 225525676 114712847 
62334976 315845250 268435456 
421128834 264610232 534773759 
144500564 307871358 320271181 
350852022 75427324 294183347 
40439398 513677740 422041194 
175686618 363953986 407627474 
258309886 202564390 266338303 
11268416 121267536 0 
62674366 340559034 271185938 
259773950 354116466 481789503 
302139572 321246962 0 
401219810 198303934 467719453 
329399138 172567558 369888045 
447515190 80650822 396391493 
159405018 428965294 456261469 
94219258 460759010 422880043 
159914184 30790520 58833154 
58552014 534768968 461200598 
426768900 461341772 219127112 
188515838 211061550 266338303 
218753686 81003128 167907383 
8482774 503274260 379656620 
52111588 501512848 421640267 
199147112 224727408 266338303 
42224712 167018406 77302976 
218626542 238401864 266338303 
130021980 356220950 354122455 
408024648 88188438 364153162 
454300572 423074872 208486391 
174861668 3995322 46798044 
103637240 29981566 0 
69441076 52044716 0 
247554306 435772386 534773759 
471999272 275837826 78919809 
349111622 109755744 327077168 
525403486 391959938 248420497 
109906228 332708578 310713084 
380152534 359621558 71055778 
419005374 406504788 156553401 
159322470 50550056 77779310 
374697038 505763698 211703606 
182115638 196969204 246977353 
67063544 39116724 0 
192792318 300012234 360752658 
166016092 434537578 468502560 
14805138 144746136 27433241 
335124650 307901448 0 
211053732 167917938 246944138 
24161086 125376422 17525374 
261466044 263678666 266338303 
313935332 345137966 0 
442095238 74325618 384413107 
126131124 107074572 101102374 
232687826 172742586 266338303 
152647134 154135920 174774222 
335050452 406668688 72748705 
186845546 404271970 459150561 
469117416 38099682 375339592 
123122872 346583888 337810308 
355443006 484521122 171011231 
217549114 383211622 468715171 
524709112 486183102 266338303 
126935386 51295096 46377738 
233786066 311473076 413400295 
508316076 490383232 266338303 
525128234 314837828 171080758 
507251728 176513490 534773759 
374224720 119450318 361578733 
389366802 298062382 18614999 
117804888 436689306 422457310 
400339802 167111622 435364900 
301531790 160417256 329944618 
474679392 455900964 261871229 
435691768 65388950 369171670 
395390036 22033202 285542548 
51350486 427450672 346775277 
11684624 153648482 33530595 
93974262 204192356 166171974 
266338303 8654278 142872005 
311626538 342411266 0 
225772090 387241112 481018340 
325480396 105175812 298599639 
108113726 152981206 128999159 
199826158 400305266 468100554 
485061230 108716304 461775220 
183506412 264425728 266338303 
320207604 60275038 268435456 
123583620 129182118 120674918 
260476332 279879848 408431926 
61201502 310616910 268435456 
369142628 520607314 220769199 
261733596 183262550 266338303 
160963950 43211188 72156698 
448461720 397111290 176687164 
54289726 195132346 117387756 
89050676 248075644 205288763 
512520822 116870032 497444567 
165007886 528919760 534773759 
142571190 241948304 252409990 
47536046 107404750 23094509 
321651872 100617354 290162993 
338183728 192410546 398669227 
372587772 177696800 418258349 
28370120 532023682 428427340 
390166094 76721244 334822677 
223569548 496890276 534773759 
215841116 522288900 534773759 
308617876 254524662 431145407 
487336280 60801298 416021995 
64298054 123087202 55374386 
56315330 352784314 277098996 
246999528 333102862 448019936 
143861736 368751728 380562532 
25884472 532404798 426258027 
339651568 90054410 297587957 
125115096 246498782 239657606 
502305194 117143964 487400082 
54252488 500024246 422234076 
24598398 47121870 0 
229545112 95609334 193267852 
490821958 524394378 266338303 
104915852 427594020 400441298 
392030612 424988802 148051837 
228317484 148142666 244388558 
219026776 207234642 266338303 
529344202 353369640 214031306 
400593704 486042360 217673321 
526212542 277976012 135235964 
146250666 387047652 401299093 
246711462 92172784 206781951 
247189230 306148550 421219538 
225496424 11493138 105127767 
359688578 408663262 99428884 
159377698 454394770 481652851 
251595264 467262426 534773759 
440623604 276882916 48521253 
134779620 61968676 64936180 
255968510 318260804 442196707 
330888066 129158988 328021684 
494424782 246106288 534773759 
398000792 299861860 28874536 
462861360 350894870 144971968 
24571764 489547518 382166692 
511369120 264251386 534773759 
381700234 282923688 0 
193127170 517838688 534773759 
476471218 207177880 534773759 
230021072 167899716 265887280 
255685724 113962544 237582611 
380290888 298159444 9581401 
347837778 447910224 126817264 
155363852 24921296 48276656 
91342602 234534754 193833730 
116900836 189270048 174252418 
289854408 173730458 331595329 
150828472 8025958 26748247 
378394028 139920992 386361392 
453478914 372013576 156693642 
424494708 491248150 246964844 
468898016 322239272 122294560 
239262284 122937264 230195082 
75160396 250165070 193324888 
37625826 17226536 0 
529925908 496449692 266338303 
214112582 58210026 140355701 
127491956 380388494 375893780 
336642752 13544910 268435456 
42494934 346438530 268435456 
303527104 449097206 83857617 
321269170 12837852 268435456 
185759826 164791026 218617155 
281587836 80387686 268435456 
344251060 404632102 79941823 
516011442 491819014 266338303 
532886434 161887604 534773759 
201941994 303312088 373407278 
315329364 18128746 268435456 
55111274 104152932 27397626 
366363842 152663422 386971869 
462709514 31101636 361755107 
61692858 404447366 334107896 
509680706 196600568 534773759 
101108796 408221784 377494653 
475505690 351421124 158052927 
31293942 461011042 360198520 
119764362 95185788 82917560 
367425466 90059174 325411283 
434793150 5230976 308241017 
78016670 209963252 155909265 
56521350 115365072 39786504 
39962614 446405080 354347797 
303722194 151374296 323125338 
98006854 88349098 54432426 
49765274 302625714 268435456 
345528526 337968462 14717175 
371301578 276354780 0 
275684176 58508762 268435456 
192558766 143554338 204096425 
179461020 353200904 400800929 
111224728 44427306 23545426 
333931040 29710334 268435456 
130992108 488555016 487448448 
261696266 158004186 266338303 
529358086 306922940 167598043 
304076160 522241352 157331332 
56204970 287554680 268435456 
415209378 165082954 448175527 
287473594 327093858 0 
175262634 336185744 379639519 
441537310 7373114 317022702 
496218516 102108198 466331556 
12233568 37597816 0 
206167222 162673170 237032750 
482976890 130507270 481509380 
371741716 154622258 394453109 
479666692 210648360 534773759 
151401378 314377804 333737208 
58890046 197139816 123909895 
216987764 339422322 424373673 
534773759 399554882 265337153 
228681164 186601540 266338303 
73594222 25262892 0 
110972860 468786332 447679604 
122784260 98788118 89573465 
197419026 200194318 265624693 
54840928 325318784 268435456 
356970560 486718886 174736904 
324016184 189943358 382062007 
248946236 142123988 259020356 
36028938 77791132 0 
343493520 448097884 122672479 
76517208 406402988 350913801 
18989914 412051570 298976543 
77635258 495123912 440642392 
152502858 87011534 107543973 
409727176 62105092 339965402 
400725542 112697242 381427345 
135944408 230614960 234445130 
55722458 274414884 268435456 
279100062 157131532 304181848 
208350054 405212398 481603157 
76287820 334209236 278663678 
382173928 74774028 325104195 
296019184 19797894 268435456 
55633684 287998318 268435456 
222986180 179056680 266338303 
288880582 252394418 409325229 
241709664 343454200 453221339 
106044726 530783016 504822394 
456062840 393753588 180960937 
17478862 420584274 306256402 
362499960 111371336 341888100 
196223020 9695374 73969162 
140842422 298216180 307004858 
261780970 480188582 534773759 
354774340 67956672 290754214 
392284492 288879904 12260553 
293667794 524101594 148838501 
133076754 12424444 13423729 
491882708 410105512 233208353 
353390310 334610550 19238317 
353079674 337408656 21571167 
279133292 518489204 128680828 
184443234 527690564 534773759 
196578174 318881784 383423761 
525435106 183343538 534773759 
327436522 109272242 304617691 
100751284 307367280 276047625 
486132620 117357310 471377420 
364114266 426070676 121410842 
37841766 375993100 281741034 
239704836 440317712 534773759 
485771912 194106718 534773759 
430475064 322154844 83934224 
455826962 283695414 70736885 
349344416 173538968 390872879 
351304272 367243800 49681300 
258268232 228195126 266338303 
457177360 439804830 227990954 
395453990 444872106 171491076 
412612178 359953068 103668839 
286760956 428219890 46211332 
8730426 337902768 268435456 
281570438 157465302 306962259 
406400498 243513390 517985115 
471211118 69796652 409119973 
159438410 109925502 137266187 
78256928 173915698 120102651 
122357590 104540296 94881283 
11573976 414278260 293962066 
172771566 291126334 331893702 
302628224 427234506 61074536 
365814662 98517394 332225275 
143500420 505916680 517510989 
461746848 234181190 534773759 
260494940 259445074 266338303 
362635996 71606480 302195162 
347376880 227026288 442562259 
196777046 41809524 106477302 
458905610 239866608 534773759 
360317566 402310202 93668382 
112076556 304474536 284601892 
51908844 416427562 336328105 
130863090 304413404 303286588 
437562538 221744920 527284775 
261975460 411919884 534773759 
299198064 521981974 152223144 
362754186 124284996 354938158 
496045266 111946456 476174758 
250152990 254585750 266338303 
134161560 459445660 461512459 
435820956 69463296 373333288 
313261954 424093150 68539255 
523165666 185688650 534773759 
479921094 376572682 187573536 
19821174 187072024 74964721 
341407122 99178830 308617087 
91640318 168556016 128274388 
157618752 373977576 399584233 
507342206 19916736 395180760 
275602918 450833358 57460603 
534773759 501540716 266338303 
231407902 157686132 257110920 
179672018 56851708 104557296 
348459722 74640694 291176493 
429016196 261673522 534773759 
314700690 193290696 375892319 
289139118 34087414 268435456 
43358164 233424074 144898573 
231476706 344756558 444422945 
48729398 489291958 406055479 
157598394 473679810 499275328 
61779572 27516414 0 
303948684 499830338 134833352 
449835330 67016704 384754580 
235689740 427940314 531556256 
389257148 502745706 223122018 
97276942 462450678 427920534 
18838698 102029926 0 
61001024 162000854 90926843 
207392468 510912086 534773759 
438728646 340126828 109942450 
206671422 266076388 266338303 
508519964 404228154 243892080 
71589578 245575636 185073161 
370504022 108792340 347218603 
10949910 141326248 20336417 
86523052 40478788 0 
7066780 132837352 8048550 
47247736 502894642 418121044 
108744678 297801226 274430143 
266338303 309719096 443936823 
328641792 218932694 415638684 
157621274 357932234 383659102 
253624582 32888846 154413609 
22986062 123514670 14384435 
96214248 191631866 155804865 
505837874 373681266 210606184 
508069638 294581010 133920240 
101090264 181687534 150928503 
502774878 367871790 201813615 
124484940 96266522 88695773 
107928752 102955138 78853735 
472718118 13589136 354508739 
319931134 8187892 268435456 
20304514 125881436 14101050 
382399620 123189272 373646768 
402989900 155719804 426674313 
211511318 248972184 266338303 
527835400 321176698 180236673 
262967018 147891376 266338303 
145289658 499708666 513041676 
467683442 289518176 88211113 
105063048 498017972 471057718 
226382372 517550940 534773759 
115554598 297633392 281140341 
242976244 124215688 235184214 
104185616 359577100 331823668 
92027006 120681542 80644264 
25824008 517657432 411477205 
284368306 260663550 413209313 
119082054 27835524 14962613 
281268442 118115988 268435456 
415647292 72215454 355921045 
330404372 104690302 303011816 
461443728 346762316 139239097 
309328056 231551854 409067886 
434286892 445717234 211106945 
364282540 35371086 268435456 
63253634 331078096 268435456 
516337116 457976882 266338303 
3159334 188078550 59281432 
375836378 492719378 199608094 
257644750 213026112 266338303 
241295026 3081364 112313325 
26899536 508160894 403065241 
227703806 50957676 146851581 
322661220 469481198 123171030 
447830908 429944710 208799616 
228412564 120272702 216622172 
376471482 345950806 53450000 
515656834 476984332 266338303 
437475550 201896928 507553755 
448731526 67947200 384575857 
508546034 125812512 502242174 
513447016 499977374 266338303 
156669872 512818370 534773759 
324892386 484669498 140644474 
286520934 131988996 286414102 
183939470 294253086 346282151 
468609498 510477368 266338303 
167523778 532523302 534773759 
65942584 454430394 388433584 
231373940 336245722 435728929 
451471838 308439258 90963594 
469533436 154341884 491800929 
54592310 89769130 12294299 
370473828 223990304 462413272 
355791352 154827416 378560691 
486835774 322868876 140752886 
399567998 385662198 116289064 
74361402 2781860 0 
413700680 138232526 419878342 
525506132 227859820 534773759 
318572070 106640278 293106394 
71555172 186352970 125916707 
344660650 135661688 348415027 
491817732 157098984 516841403 
454562568 465658182 251297300 
523656312 146828150 534773759 
518990162 443517662 266338303 
249142122 349238428 466358460 
524864426 83571592 476429465 
256477808 132456538 256913936 
166458330 518666634 534773759 
351879934 515743888 198648706 
246076210 67642516 181778674 
323488772 455809474 110489697 
463861626 416007978 211022040 
523146542 25197942 416238544 
77433898 179884166 125215533 
483527038 409421872 224226417 
115844866 433588176 417511160 
136473758 146943332 151307324 
23916498 431342644 323338332 
72767254 243958110 184817405 
78250084 395094890 341483910 
316734362 483319128 131091921 
412283334 86542292 367018810 
509756566 323872028 164701643 
159378476 222621304 249881350 
152775230 309827636 330523905 
533971528 222523354 534773759 
201114396 528019104 534773759 
31764326 292142208 268435456 
9657642 360345902 268435456 
57171696 343711608 268435456 
7159664 145600696 20991371 
23458864 359769326 268435456 
40266568 128355818 36587975 
154532656 77519222 99943105 
371091226 361043364 63187124 
219456334 22457132 109901458 
533675328 176458802 534773759 
164460308 152111212 184735014 
176020202 533602144 534773759 
338088564 305824402 0 
201029558 313464054 382451555 
254031532 206445740 266338303 
141185342 414922036 424093202 
355790858 418620024 105559466 
294878110 187115016 350157784 
160660208 470057440 498776893 
403622026 75061342 346680115 
483804840 122539898 474405282 
244631004 390074506 502587682 
340096170 408208074 79544723 
406468382 104309888 378707199 
232367380 126535530 226920433 
176272176 405930158 450144434 
216203998 160271682 244438677 
285392978 155183772 308458676 
71492790 106207216 45701460 
92569146 58574750 19085857 
195348860 342072568 405336274 
106691784 173697006 148291199 
137780426 89829526 95541781 
407786202 380239162 119326906 
61590532 102525174 32069399 
188395952 289593586 346024630 
98021492 298329580 268435456 
205623038 512235794 534773759 
231788858 505855962 534773759 
180575626 120477256 169031121 
60760654 53706642 0 
403924288 192557874 464436446 
346075252 277958884 0 
95668042 219808162 183430637 
96121738 406494542 370524925 
150962982 233198100 252053330 
400504908 24888446 293276158 
388210914 467359362 186714232 
135425814 283650480 287263887 
436893184 475964680 243896269 
243996024 405537724 517685900 
62375270 248946846 179280517 
86019396 410667986 364596523 
436275858 192418626 496625249 
397900250 158859694 424709139 
288485026 325610658 0 
213150884 140657616 221782662 
201629904 68902776 138541795 
477088554 68179130 413407141 
244480194 155205780 266338303 
528856250 456776714 266338303 
257951604 329795620 455627141 
519700100 248630212 534773759 
46835912 249294236 164098553 
180839736 122425616 171327534 
63745266 6892942 0 
80723366 80348876 29274893 
106491694 9676406 0 
72644252 319121214 268435456 
138938320 384429032 391409950 
272983364 41841584 268435456 
397079676 439880666 168140256 
106572518 526324786 500782229 
185319544 24125818 77653820 
105858378 335524720 309267645 
240172672 28061584 136423217 
85418072 241478692 194999879 
88933180 330796672 287773440 
106241176 404928706 379166983 
415170048 157520034 440598850 
229064394 474563592 534773759 
