FSUB FE_TOWARDZERO 28
129934728 21617890 129934727 
31973890 30662442 31779383 
117537456 123307688 257525112 
254347236 165809418 254347235 
112443852 91821708 112443851 
79804566 183733386 79804566 
80615670 266057368 131839640 
216074754 164485416 216074753 
153882188 218360332 84142603 
129296282 29647184 129296281 
112518016 81350200 112518015 
59879300 142217228 59879300 
10051102 36377714 170595441 
11575634 245187470 110969742 
111425778 251725346 117507813 
243857528 176268876 243857527 
228825788 18173950 228825788 
1303628 255976102 121758374 
166415118 41004230 175221963 
44239776 107199014 241416741 
67197906 164665998 67197906 
156312184 34421452 168639180 
169466020 171944526 37686467 
254550248 76019140 254550248 
228031774 94508236 228979731 
73714410 228238402 94020674 
109664536 25826136 109664535 
90566044 217180620 90566083 
69500894 100072036 234289763 
194767894 138287172 194767893 
24071720 35091366 169309093 
77112162 88306206 222523933 
244937116 23415198 244937116 
195055562 13131278 195055562 
150024798 174371124 40153395 
86190816 109375280 243593007 
74297438 222887320 88669592 
100393800 39142556 100393799 
1631908 77012804 211230531 
21742126 19244048 21714189 
161719370 185910176 51692447 
6031818 24526384 158744111 
179363900 169383100 179363898 
183970762 23210056 183970762 
111547532 182997770 111547532 
101275092 59416578 101275091 
29638888 75252354 209470081 
112809024 62114704 112809023 
121693446 170874894 121693446 
34049586 1616512 34049585 
248433266 158507316 248433265 
130704138 193932598 130704138 
92866864 81463342 92866863 
137034622 33273208 167490936 
214010662 148627640 214010661 
183645286 62392504 196610232 
206486376 37046012 206486376 
208977698 159297420 208977697 
142763354 265033254 130815525 
188239980 48739986 188240482 
52024340 259758454 125540726 
176389286 119665158 253882886 
73661042 153897608 73661042 
250812456 245690730 250811627 
61609448 233580812 99363084 
240372916 119599216 253816944 
223079300 27439156 223079300 
129220592 115823318 129220591 
7928214 84140800 218358527 
240176094 248075848 113858102 
206454748 149086770 206454747 
8448708 150030270 15812577 
230493508 115080946 249298674 
8879904 41376818 175594545 
176498324 77177994 211395722 
191991284 164977952 191991283 
61321258 177031340 61321258 
227772342 188227422 227772341 
265938152 27707798 265938152 
242725806 124995958 259213686 
64534214 207225698 73007978 
46083528 201038542 66820814 
235822780 117946762 252164490 
194229942 5762014 194229942 
161959444 8292680 161959444 
26389158 146328776 26389158 
83444934 154701602 83444934 
64117126 160808208 64117126 
30600922 36329630 170547008 
241625562 264811730 130594001 
188380258 193097974 58878907 
52779838 243310136 109092408 
50095218 18971160 50095217 
71370088 263601802 129384074 
121741406 260020662 125807862 
19119954 56912470 191130197 
249701074 157392774 249701073 
240171796 206633296 240171795 
199454828 62278474 199469465 
114827480 162456238 114827480 
237049918 1764562 237049918 
64643282 34929656 64643281 
166601132 238410864 104193135 
141721102 167168920 32951191 
223063288 57681766 223063288 
218613500 166615938 218613499 
145852482 232498288 98280559 
107167520 207556086 107167520 
254598530 242791350 254598529 
149809724 230683714 96465985 
245511260 210531234 245511259 
56117736 64297134 198514845 
3934056 174111716 39893988 
54311050 37198860 54311049 
145392470 163162012 28944283 
244450306 204135462 244450305 
179478200 201843686 67625957 
165233530 230277162 96059433 
130063664 67259156 130063663 
99502110 175732432 99502110 
149137156 7853666 149137219 
181168086 247883016 113665287 
24402534 206012078 71794350 
14705900 105746020 239963747 
14735376 221223282 87005554 
126013692 164671964 126013692 
181452752 128174418 262392146 
65105602 189007202 65105602 
181391944 145364088 181391943 
266801606 48947196 266801606 
259499992 143444040 259499991 
213676786 7882360 213676786 
144045518 88505998 222723726 
931500 199708198 65490470 
17727082 236442000 102224272 
223552532 194854350 223552531 
210558144 137496380 210558143 
252418768 173080464 252418767 
195792452 60696850 196024456 
115018910 220883868 115018910 
25408154 167353542 33135837 
56090230 54285580 55989204 
185419602 76248650 210466378 
228799516 137579518 228799515 
244259524 175951854 244259523 
226781262 55674730 226781262 
266014566 186761874 266014565 
75921872 169431912 75921872 
206492382 89708452 223926180 
245480830 198631942 245480829 
115374452 120781814 254998999 
72585378 186968552 72585378 
211221058 224505224 90287495 
120276420 11973956 120276419 
223184212 147316304 223184211 
19539798 121618714 255836441 
3077798 212406656 78188928 
173466224 265667616 131449887 
19152662 99866248 234083975 
157669588 266846534 132628805 
207198172 128600728 262818456 
190001076 10587764 190001076 
254366602 9264276 254366602 
266029430 26653246 266029430 
1236014 22366702 156584429 
13722006 93111846 227329573 
261812624 117952986 261812625 
160189344 84071036 218288764 
25817442 230356432 96138704 
20749036 131627714 265845441 
44309992 117154934 251372661 
207009820 110947050 245164778 
212453038 192686506 212453037 
235731984 243184486 108966706 
123695134 5477556 123695133 
171613334 243676430 109458701 
73145980 78047864 212264040 
15732896 214339180 80121452 
126764116 3783546 126764115 
235680144 16323270 235680144 
203932486 226097222 91879493 
113805384 154883754 113805384 
36699354 148883940 36699354 
226525972 115474150 249691878 
92637718 222877982 92642248 
202470984 40700042 202470984 
186280378 107917858 242135586 
184423756 98776136 232993864 
227606974 239211736 104994007 
225849598 35373654 225849598 
148434050 253440476 119222747 
126016412 585186 126016411 
32567914 242493282 108275554 
150122934 13550796 150153180 
267288650 118079334 267288650 
82463152 68982462 82463151 
193199900 137178810 193199899 
163111462 148831368 163111461 
209050718 203452874 209050177 
9590128 67931290 202149017 
218043192 144474666 218043191 
134861980 11107924 145325652 
187719832 220550138 86332409 
20345168 12272834 20345145 
8105508 240168532 105950804 
149886662 119946528 254164256 
209454462 256022502 121804773 
210313642 135952916 210313641 
175449018 89402782 223620510 
244443902 85386838 244443902 
112167012 50126464 112167011 
87504060 229088398 94870730 
185582554 77345614 211563342 
58816164 251489662 117271934 
114939176 188362202 114939176 
22585454 4469070 22585453 
57046994 213411394 79193666 
72152786 243696642 109478914 
197582252 190541040 197582160 
78688132 127789884 262007611 
206339996 257317464 123099735 
250274672 105310664 250274672 
246698182 218722588 246698181 
48599870 138507298 48599870 
90139950 83115188 90139852 
194977416 201194984 66977014 
83326332 33433776 83326331 
126698238 228333568 126698238 
154230990 187283484 53065755 
168945210 83311266 217528994 
219676706 143749934 219676705 
71238776 122249308 256467035 
15177054 243667472 109449744 
239773202 140315874 239773201 
61456646 140578702 61456646 
81812200 260158084 125940356 
49752394 153641732 49752394 
44372152 262396940 128179212 
229762768 234280068 100059805 
239691718 203498892 239691717 
30049316 11055374 30049315 
184612324 226071062 91853333 
181286670 203389832 69172103 
211982520 165446050 211982519 
49723176 52799418 187002077 
188064042 29075468 188064042 
12518070 256076944 121859216 
80046530 38969432 80046529 
111938872 255198574 120980852 
11286728 38324508 172542235 
139537574 207819232 73601503 
90297226 225966146 91829906 
266660658 62100000 266660658 
89860502 72421802 89860501 
151117476 33325670 167543398 
231762500 205703604 231762499 
17362758 124855636 259073363 
257707154 6052240 257707154 
99260090 214400128 99260090 
137751836 154412364 20194635 
160151528 2748802 160151528 
5471112 214908088 80690360 
19431420 49279630 183497357 
4475448 11990840 146208518 
248476038 224903778 248476037 
193890952 263856492 129638763 
13503496 205562010 71344282 
114510456 222806086 114510456 
173696608 262835206 128617477 
45325372 267784320 133566592 
142062314 207707012 73489283 
265215110 227963460 265215109 
88924762 101434322 235652049 
11964072 196941288 62723560 
168737700 163400000 168736849 
175361686 163570070 175361685 
207673720 139303078 207673719 
41137248 79345410 213563137 
28989054 183444060 49226332 
173452830 214224712 80006983 
5089220 18870828 153088555 
119726688 66787718 119726687 
266269618 101726404 266269618 
210729880 260593418 126375689 
30439678 102372526 236590253 
143303754 124484244 258701972 
137927678 17416456 151634184 
45405830 181190398 47077838 
158581554 139055964 158581553 
80488916 149716186 80488916 
79762490 192362242 79762490 
254124424 25111060 254124424 
102577396 128893138 263110865 
237522352 229344880 237522340 
79704008 205239782 79704013 
81801430 119894642 254112369 
158939308 195966990 61749261 
132535608 266580942 132973699 
57346124 129565330 263783057 
168944850 138002966 168944849 
240392442 101469206 240394016 
244746070 131834290 266052018 
131183456 29919384 131183455 
215186614 166630522 215186613 
173726654 256833810 122616081 
64299632 95409288 229627015 
37577040 1794208 37577039 
44706074 179339424 45454637 
49968130 38302434 49968129 
46119454 149526462 46119454 
216327906 228519036 94301307 
186400448 1589210 186400448 
156120646 88918628 223136356 
40217706 120834192 255051919 
227009852 99686112 233903903 
216296926 184709884 216296925 
91752724 101939988 236157714 
137349272 186733040 52515311 
44205670 104438106 238655833 
220536858 159737680 220536857 
53818566 171313282 53818566 
239414172 105834342 240303770 
185690452 60252732 194470469 
267368694 111404578 267368694 
13858760 1684446 13858759 
128049118 129307502 263363446 
242368482 208829802 242368481 
48307578 22351984 48307577 
181437276 173698056 181437255 
196334014 39088058 196334014 
83536872 185533002 83536872 
40029868 65507212 199724939 
148976538 176760382 42542653 
164184162 72353840 206571568 
215817612 69492838 215817612 
149017204 153026848 18804091 
189771240 103075926 237293654 
237532296 42512586 237532296 
71517466 110855142 245072869 
17025198 164050300 29832572 
121438430 37467562 121438429 
256121444 201842526 256121443 
51886336 74534880 208752607 
54887508 216724062 82506334 
53374512 115037232 249254959 
82678242 151945870 82678242 
218440264 187161844 218440263 
172391452 58569956 192787684 
7011596 199356546 65138818 
90273784 224344178 90737176 
65399738 139133638 65399738 
98280610 86892410 98280609 
62869644 161527536 62869644 
54852310 8330794 54852309 
188165690 190740564 56491746 
65845228 45470784 65845227 
100823084 122243694 256461421 
210459680 140507800 210459679 
67223278 254354360 120136632 
220203724 95204730 229422462 
162807558 187679484 53461755 
45939000 2057618 45938999 
57411928 42547996 57411927 
198987336 80070012 214287740 
258677744 92504210 258677744 
219992958 210615974 219992954 
49034764 174422910 49034770 
261695008 27993308 261695008 
106049418 30957672 106049417 
149187694 164921050 30703321 
111573258 102671018 111573250 
16760452 116770152 250987879 
99782990 252209158 117991430 
106355976 144708384 106355976 
18042764 210666810 76449082 
262228878 107657286 262228878 
127015094 178669522 127015094 
105233604 170471612 105233604 
47733034 211634856 77417128 
119649304 235273210 119649304 
255937988 107745270 255937988 
111773550 56745930 111773549 
17035524 27081930 161299656 
224225694 257999426 123781697 
149346838 30540152 164757880 
182297462 135457098 182297461 
257341880 179416858 257341879 
28966574 265289648 131071920 
166340566 257083752 122866023 
156323094 32945642 167163370 
71451314 37231036 71451313 
181059138 4855918 181059138 
204499400 194426476 204499399 
103266490 7706234 103266489 
108734672 160441834 108734672 
210038920 233260742 99043013 
36358174 238552266 104334538 
176422604 11182882 176422604 
141196456 258561876 124344147 
212551490 124012018 258229746 
48219692 132645920 266863647 
214405262 211954254 214363625 
14425470 32263140 166480867 
230948978 74527344 230948978 
254763714 3456868 254763714 
232519510 66149468 232519510 
65504180 140045450 65504180 
36988792 266689182 132471454 
169358020 183829878 49612149 
144106814 129149090 263366818 
160766580 47711378 181929106 
85090110 118384548 252602275 
46027564 216679226 82461498 
173253398 169396988 173248896 
4220960 16761352 150979079 
26664070 58559046 192776773 
70611370 115347854 249565581 
18555612 164839480 30621752 
34104948 97940742 232158469 
225172638 81961818 225172643 
196193088 265681078 131463349 
171901942 233264794 99047065 
261604068 250543146 261604067 
233385810 131822650 266040378 
143574780 164619398 30401669 
163410698 176438888 42221159 
64107522 73254450 207472172 
107436822 225179888 107436822 
110367260 77656116 110367259 
139990792 70991748 205209476 
206053192 89305476 223523204 
192585624 38096878 192585624 
257278710 118224214 257280240 
235192578 89685476 235192578 
197629556 184227036 197629555 
143966996 29614204 163831932 
264634274 201605144 264634273 
189483146 72111954 206329682 
185970416 226925458 92707729 
115358062 136422570 115358062 
72241788 78329514 212547012 
212514376 41804396 212514376 
172066904 161987678 172066903 
124016462 106274772 124016461 
24265442 206880714 72662986 
28708796 85864762 220082489 
121735128 14568758 121735127 
23838916 86236644 220454371 
197660122 193902240 197656134 
61191906 122814432 257032159 
144752422 177551590 43333861 
6891912 218232436 84014708 
105557062 10736432 105557061 
186858774 96992524 231210252 
171737834 38027696 172573074 
252104892 60745640 252104892 
16748192 159411318 25193597 
260822022 39362724 260822022 
53828944 233732412 99514684 
205028546 163010162 205028545 
91876588 37631056 91876587 
182707016 52233468 186457282 
14674816 110202826 244420553 
215308822 175799704 215308821 
174726292 22340972 174726292 
208059126 10367228 208059126 
56122950 172061866 56122950 
110266610 230570296 110266610 
88489100 152161530 88489100 
83507438 227608834 93391107 
233773200 86325080 233773200 
52384804 254274580 120056852 
244547948 94850252 244547948 
217811926 169258268 217811925 
166257006 240975810 106758081 
28807736 109790796 244008523 
64606326 97756606 231974333 
174851092 14763508 174851092 
206530132 128244668 262462396 
180658884 36533896 180658885 
3772924 4859766 138905070 
10652668 62636120 196853847 
99266348 141117756 99266348 
131653976 184071616 131653976 
75246792 62441830 75246791 
161504080 51959220 186176948 
153287298 19428094 154005567 
225774288 132461248 266678976 
132510254 253127210 132510254 
161398478 39252498 173470226 
36915774 261939394 127721666 
85262206 81717946 85254568 
64804582 58075142 64804468 
162407468 192089586 57871857 
138835132 53094912 187312640 
190110744 168263718 190110743 
131419942 232759926 131419942 
53610644 231371518 97153790 
171426750 58920476 193138204 
188772622 6565004 188772622 
89183378 129068206 263285933 
61014188 53623380 61014147 
222007600 21702880 222007600 
53089444 214462052 80244324 
201078690 106642904 240860632 
250705598 69846414 250705598 
94033560 143827680 94033560 
70877750 4242796 70877749 
205440932 257344198 123126469 
45900068 107795938 242013665 
98811164 215625384 98811164 
1724902 222747812 88530084 
182240578 140382064 182240577 
183462158 192689894 58472162 
145888300 261200286 126982557 
189107316 39194978 189107316 
193000030 187719024 192999494 
116409496 206728842 116409496 
232130808 184066476 232130807 
139855972 89520544 223738272 
162597352 173253924 39036195 
15337196 178031546 43813818 
144889016 160802256 26584527 
11968812 40196700 174414427 
217730504 252220264 118002535 
19973006 198850572 64632844 
129910130 56487038 129910129 
70787480 74397488 208606889 
95923808 84153522 95923807 
223412030 232741026 98523293 
25547668 212993810 78776082 
58541062 218116152 83898424 
121301300 68434646 121301299 
104981608 118778944 252996671 
186128702 132685138 266902866 
24634936 103131924 237349651 
35814586 10180546 35814585 
156939686 205985486 71767757 
55466004 204999714 70781986 
228037106 105874094 240091822 
174903660 264461018 130243289 
96363748 197900288 96363748 
233784482 216731738 233784481 
158520316 48887872 183105600 
1740022 126713714 260931441 
33542294 249601178 115383450 
183896340 4637418 183896340 
24858264 69067312 203285039 
88123176 112229374 246447101 
220612590 2804726 220612590 
180804888 247426818 113209089 
156412794 129499062 263716790 
152996948 101269192 235486920 
165354068 95906710 230124438 
28339812 55294248 189511975 
207372230 130233412 264451140 
111580360 236983300 111580368 
91117220 43751174 91117219 
41123426 130985426 265203153 
174486828 168445504 174486499 
249394176 224544644 249394175 
53443106 154188844 53443106 
223860118 103782544 238000272 
1692454 151238140 17020412 
248494000 127164772 261382500 
101887208 251897356 117679628 
86932026 155201640 86932026 
87269710 201762000 87269710 
190043330 219511534 85293805 
190923152 143826416 190923151 
39938676 137938194 39938676 
107707450 50881704 107707449 
174408898 224753266 90535537 
15125788 171392714 37174986 
184713374 19160888 184713374 
153724138 165626350 31408621 
233059172 156166600 233059171 
164582988 215291318 81073589 
231956266 93928462 231960994 
189425770 32597792 189425770 
94593794 6961314 94593793 
202773860 165266492 202773859 
140721310 198005008 63787279 
26718410 92800204 227017931 
233911208 150975012 233911207 
184222406 133305188 267522916 
236621922 184686276 236621921 
103306088 120651226 254868953 
264287666 204411628 264287665 
74164666 260541876 126324148 
128030296 60696062 128030295 
116822466 181707944 116822466 
171465726 109680630 243898358 
175260720 51494888 185712616 
37120528 29371622 37120495 
19836048 152638318 19953845 
42548990 28327126 42548989 
195659760 22066938 195659760 
168196556 95541770 229759498 
197575650 216724586 82506857 
92986982 218905072 92986994 
70299612 193044352 70299612 
258815250 34758970 258815250 
30405680 188958240 54740512 
61687960 10871500 61687959 
245768114 164129316 245768113 
45882224 240616958 106399230 
206315372 58702906 206315372 
205832622 67962772 205839293 
265645832 170285914 265645831 
213065234 216344674 82115561 
212479708 267461264 133243535 
62965216 114540804 248758531 
199736254 23858968 199736254 
166825562 212434088 78216359 
152345990 15637130 152375898 
102980050 130081208 264298935 
119112754 266698794 132481066 
105757228 232678438 105757285 
220302898 77461760 220302904 
37865420 198272592 64054864 
127190048 173440722 127190048 
103460782 45710874 103460781 
248827734 114096274 249144783 
140593342 104689708 238907436 
82937816 77989234 82936918 
132410572 128330530 132406944 
104182988 55906392 104182987 
101268900 3092614 101268899 
79058456 27746560 79058455 
87218180 64892088 87218179 
66375118 211610784 77393056 
108901728 93676546 108901727 
126948424 168269738 126948424 
236638656 2805232 236638656 
109678940 168807676 109678940 
35013852 194967302 60749574 
204514846 18524852 204514846 
157752096 168361738 34144009 
105716102 153333584 105716102 
146596172 244530570 110312841 
25919264 40071860 174289587 
123707740 177446872 123707740 
164502680 213640918 79423189 
260518570 188869060 260518569 
107656546 25908264 107656545 
170498022 185392886 51175157 
200592444 163216052 200592443 
