FADD FE_TOWARDZERO 28
238389518 244258626 244259059 
213936050 221876580 221876596 
72343388 177744894 72343387 
180134618 238667638 238667638 
166186956 31519330 165526228 
80848302 171649200 80848301 
224776270 192941058 224776270 
130492180 147522712 130492179 
151794992 136583274 151794992 
39855134 208054468 208054467 
74400844 46733332 74400844 
24496176 39576328 39576328 
195985368 195926920 196480432 
24850406 83459394 83459394 
129914712 222071668 129914711 
33698522 193530038 193530037 
265618392 176722400 265618392 
162818662 42963644 42963643 
60858868 242481698 242481697 
21373924 227954780 227954779 
131736414 13893708 131736414 
92496352 29292000 92496352 
58001050 216506240 216506239 
119244646 191936590 119244645 
15034786 71124226 71124226 
147814152 54212052 54212051 
238177548 108950662 108949343 
261902446 40656624 261902445 
194385662 14687012 194385661 
180756292 245933936 245933936 
9349886 2217830 9349964 
15692320 213247584 213247583 
141849538 127594860 127594859 
236744866 170336534 236744866 
192019798 61419232 61414117 
156414616 206382730 206382730 
41150866 180064782 180063257 
120057984 120994136 121182908 
97242954 201084682 97242953 
108949986 128397848 128397848 
38112010 3498492 38112010 
207848956 168508468 207848956 
121991156 210310358 121991155 
936822 170240562 170240561 
217257908 134818228 217257908 
12158990 4728536 12159022 
265915364 94689238 265915363 
23345140 184182520 184182519 
46997934 102133892 102133892 
178046116 89363150 89363149 
19720088 201064642 201064641 
94007166 104930756 104930756 
166715976 160148080 166716162 
95099180 228718000 94649512 
43167478 200175656 200175655 
141926010 140438712 142048273 
146281098 8346934 146277164 
41038228 87649514 87649514 
24607018 202652358 202652357 
229544948 2091784 229544947 
87433326 93821074 93821300 
140659376 262650596 262650596 
256620858 77759410 256620857 
5557298 227754596 227754595 
104842372 225828938 104842371 
237119882 34477434 237119881 
24318280 264232756 264232755 
90778144 192904116 90778143 
254019612 252762394 254164578 
200690436 106999932 106999931 
180817926 92874472 92874471 
55501804 267576032 267576031 
176045882 18482422 176045881 
159933848 199728928 199728928 
22638564 184395130 184395129 
176398610 218340548 218340548 
129816070 227451346 129816069 
190140092 131180788 131180787 
6097554 211797360 211797359 
20832376 196832270 196832269 
22407612 258051254 258051253 
243993706 108670542 243826902 
8589426 99456406 99456406 
6663342 38097752 38097752 
102708194 54339716 102708194 
21458874 246344164 246344163 
264691744 215265046 264691744 
79283770 170337944 79283769 
213964956 129090468 129090467 
178385024 164762704 178385024 
146483706 57165872 57165871 
16837228 110539400 110539400 
28457290 32749662 32752279 
39906656 62149060 62149060 
162424694 52682794 52682793 
167629346 229931544 229931544 
251656676 231735664 251656676 
27413254 162018066 161232444 
20147730 41552120 41552120 
253713756 130140536 130140535 
72017052 162327584 72017051 
7017308 213951790 213951789 
142935464 143546196 143813908 
139124012 35241802 35241801 
51164204 214361380 214361379 
209675510 17829994 209675509 
79422702 79150212 79815064 
248757084 93624056 248757083 
176750052 121723470 121723469 
38308162 125367858 125367858 
9835146 129525838 129525838 
155404412 136896144 155404412 
252108270 247588032 252110802 
151193274 172608892 172608892 
255805696 203853352 255805696 
46761358 123100094 123100094 
117593770 63116510 117593770 
113220136 13380354 113220136 
183660450 108476520 108476519 
169702138 5182818 169702137 
27647662 39134342 39134342 
64538602 67023978 67059944 
222752746 52400930 222752745 
49071000 227573258 227573257 
214960346 3253694 214960345 
261283542 245520174 261283542 
4532304 58785686 58785686 
264283498 130154060 128632592 
8648212 264702396 264702395 
68927714 249394366 249394365 
179162776 206056412 206056412 
225982478 140602966 225982478 
15303812 75082182 75082182 
89541636 254910402 254910401 
90787678 147149186 90787677 
14678704 97527724 97527724 
163222520 214525298 214525298 
72769004 44840334 72769004 
2995298 44177034 44177034 
167536858 257388510 257388510 
10973334 57217582 57217582 
228083448 116581672 116581671 
4490648 232027410 232027409 
130025776 239100482 130025775 
194427228 48315814 194427227 
10102434 21424120 21424120 
136180676 102817660 102817659 
143427872 257586336 257586336 
207340212 61780958 207340211 
129362864 23217180 129362864 
160262730 228950116 228950116 
84488224 178588822 84488223 
73932528 20824324 73932528 
24429948 112528614 112528614 
113046392 29295462 113046392 
26616666 45975580 45975580 
245727710 42588456 245727709 
70342236 147145912 70342235 
119743164 150343118 119743163 
58024772 263141080 263141079 
118639554 105076744 118639554 
150288984 113770518 113770517 
262354036 193450048 262354036 
75854360 185381352 75854359 
167077510 241504254 241504254 
196894054 69750478 69750428 
32073830 193151104 193151103 
47166772 19606884 47166772 
152355436 56963380 56963379 
90674948 43889586 90674948 
21309934 32498278 32498278 
61493918 26068704 61493918 
53737014 61367454 61367477 
243180930 126312384 126312383 
136148826 101541874 101541873 
46125738 70635300 70635300 
2783608 235953936 235953935 
96902148 101796366 101797301 
97341692 44789638 97341692 
266203444 36614582 266203443 
202998916 11301226 202998915 
20162282 21111682 21302588 
188760328 221190396 221190396 
55706224 179628918 55706223 
25711716 265687724 265687723 
19241362 263753878 263753877 
163810228 244201784 244201784 
259885276 83046638 259885275 
187436038 240983040 240983040 
4086256 55464386 55464386 
85450658 152355812 85450657 
29855150 251789960 251789959 
145910364 81807598 81807597 
239460552 149813576 239460552 
191416876 34081422 191416875 
254747330 194568438 254747330 
218401698 140075836 218401698 
42390746 131885058 131885058 
72567614 11935750 72567614 
77015066 170538052 77015065 
261336836 114229680 261336835 
12925208 32762088 32762088 
32155666 231962436 231962435 
30561510 132782716 132782716 
106524302 46715238 106524302 
156954796 87661230 87661229 
215375346 247052650 247052650 
155920046 115653476 115653475 
188581990 175443794 188581990 
83156612 46440202 83156612 
101687394 3636458 101687394 
132437412 87206312 132437412 
192701838 59822890 59673840 
210201230 79999790 79995843 
97552424 47604886 97552424 
216075688 125456580 125456579 
61771130 10815264 61771130 
26367726 182780440 182780439 
110454784 102170092 110454798 
68517854 126722904 126722904 
242553928 165762810 242553928 
105552962 239711400 103709088 
229695690 250567162 250567162 
175632234 55666478 55666477 
24194676 109304130 109304130 
224717146 168762526 224717146 
235480224 41312898 235480223 
138269716 166914284 166914284 
229512282 140276748 229512282 
94576638 165617894 94576637 
7557300 138973920 7539741 
257953746 29177290 257953745 
27487126 131711832 131711832 
188614910 267203792 267203792 
197981972 212877960 212877960 
46493970 22195994 46493970 
64686696 132222522 132222522 
94644388 151612256 94644387 
63208882 79946322 79946322 
236735130 238084714 238185405 
180175220 243607910 243607910 
223622880 101046100 101046099 
34811960 157227234 34811959 
58938272 103124758 103124758 
72861952 111396952 111396952 
9115750 100744744 100744744 
198171742 34123766 198171741 
141430680 117236704 117236703 
8327454 118679346 118679346 
227517258 96770932 96762925 
187737594 175210952 187737594 
172948756 225516866 225516866 
197246734 78214998 78214997 
220790766 154037434 220790766 
115732482 61855994 115732482 
57943496 167783116 57943495 
115127646 101642672 115127646 
264313336 186248114 264313336 
245176730 96436502 245176729 
108790248 245796030 245771438 
89147806 76658538 89147806 
266327038 32831242 266327037 
224388848 9882718 224388847 
246369260 184930164 246369260 
257851134 37975824 257851133 
145356852 29729152 29729151 
58392858 16302020 58392858 
23040730 97238968 97238968 
153595104 202719754 202719754 
38732856 203522882 203522881 
31393012 108375128 108375128 
242303056 241925858 242679745 
176936506 175284890 177023629 
149159782 265554314 265554314 
29210956 47474006 47474006 
185687976 48578016 185674416 
267703044 27150492 267703043 
162474946 87546932 87546931 
2953686 119812096 119812096 
78802834 240917636 240917635 
40812658 133348678 133348678 
34322158 71455166 71455166 
117599312 173110208 117599311 
97013350 138542884 97013349 
7028454 155737774 155737773 
40499822 48828094 48828103 
151563836 164296866 164296866 
203104230 63282074 203103794 
14094518 133014392 133014392 
138874128 262883388 262883388 
216341342 139620290 216341342 
90132158 196668662 90132157 
260349886 38983218 260349885 
228051116 64752186 228051115 
192534238 229952984 229952984 
237548186 67386424 237548185 
144565054 81895234 81895233 
185272592 219821454 219821454 
159493276 66019198 66019197 
233652114 93749892 233651649 
102286860 247541804 247541803 
93055890 145072458 93055889 
182565418 101067916 101067915 
114477284 162731130 114477283 
173005320 145542008 173005320 
110007756 107162664 110030637 
137369610 66231670 66231669 
171283092 178637570 178637624 
232602458 117295750 117295749 
237246998 205820678 237246998 
130384390 163281166 130384389 
179822156 198837830 198837830 
144751792 66886348 66886347 
94579628 25150788 94579628 
72574664 140690800 72574663 
187591802 15721610 187591801 
244750484 122680824 122680823 
242289406 155302290 242289406 
84058156 199133272 84058155 
146362368 50410460 50410459 
23145182 241022620 241022619 
29088780 51276858 51276858 
148612518 130530428 130530427 
1216206 162153032 162153031 
241102988 40489744 241102987 
251040466 259137314 259137328 
240670110 198002204 240670110 
219697246 88016000 87981946 
16614386 237876592 237876591 
87027590 249424982 249424981 
13163226 17035342 17039875 
115472200 121873774 121873933 
255646642 111543532 255646640 
165335276 47338318 47338317 
139767888 26942964 26942963 
87257714 81663742 87258164 
125300552 227836324 125300551 
265250834 253193824 265250834 
168236612 246480062 246480062 
40868958 127652150 127652150 
132471746 84644150 132471746 
260708720 201928466 260708720 
136718548 158665734 158665734 
90233758 234590638 234590636 
90113316 243473028 243473027 
179825330 148431534 179825330 
160176778 167699346 167699394 
173995182 107050406 107050405 
144913486 73136432 73136431 
123860362 129143862 129144499 
84159454 264046052 264046051 
119164026 123486584 123489220 
130924230 186405260 130924229 
266644994 121875312 266644993 
230837046 125962592 125962591 
208742990 26174444 208742989 
260758730 204940664 260758730 
112761032 76616894 112761032 
187267130 264624046 264624046 
32218856 251616450 251616449 
141994790 47449118 47449117 
115204448 149953654 115204447 
157867542 211600114 211600114 
24166090 51367658 51367658 
62754752 121280206 121280206 
196095058 99038770 99038769 
100347084 182267014 100347083 
176981478 203166950 203166950 
101561226 141724448 101561225 
7212044 46802532 46802532 
222370022 212040248 222370022 
97235548 54919446 97235548 
65833086 3416530 65833086 
139143692 67741196 67741195 
99506206 105071768 105072227 
66928250 145545788 66928249 
141572820 85374874 85374873 
12030820 230638750 230638749 
29805468 185402754 185402753 
183498244 84236848 84236847 
95242952 82131022 95242952 
85391372 43973998 85391372 
234740488 70908286 234740487 
109868412 73269308 109868412 
216880088 136021846 216880088 
82333124 78393954 82336246 
77638060 91138962 91138962 
239377726 170897948 239377726 
235262056 104555390 104548317 
1355034 94322522 94322522 
224498824 139133532 224498824 
189732082 39608794 189732081 
154315304 71355188 71355187 
245008778 259088388 259088388 
60942890 64976156 64981232 
10490134 77457484 77457484 
144301252 182887160 182887160 
181179354 43011824 181175100 
198666820 68644866 68640919 
211435104 208296470 211445704 
232612162 113887118 113887117 
8627756 1395486 8627809 
174014254 256209382 256209382 
214520192 37330404 214520191 
242684432 117620336 117620332 
86229112 262688210 262688209 
244178398 107056568 244158832 
121316344 159421708 121316343 
83293686 100940030 100940030 
145354922 107894582 107894581 
135470348 228118608 228118608 
241518808 225280530 241518808 
257445594 158195012 257445594 
158549484 140066620 158549484 
267784764 203663284 267784764 
97680266 106358868 106358878 
146651518 158879516 158879516 
153119212 18743782 151734216 
181415392 32893994 181415391 
58986666 213053534 213053533 
129960112 117391078 129960112 
29863574 246672968 246672967 
86007102 88971152 88988281 
221669076 138138142 221669076 
62566484 141096642 62566483 
244822824 232974700 244822824 
159817344 222972732 222972732 
166024474 225995090 225995090 
185859188 122828148 122828147 
108012628 133366324 133366324 
211240722 192913232 211240722 
47806784 209007262 209007261 
98790708 204867626 98790707 
30041436 34618776 34620106 
151606842 11404710 151606617 
138364068 169145656 169145656 
6015804 53878410 53878410 
201357166 89161114 89161113 
121962928 43156810 121962928 
189640346 172584572 189640346 
217352774 161995230 217352774 
163250184 128737058 128737057 
242286422 60654946 242286421 
66919958 11363682 66919958 
73854098 136344396 73854097 
189142958 21783836 189142957 
133432328 199018802 133432327 
125580370 142819640 125580369 
189859170 18090258 189859169 
181090780 33592720 181090779 
213217756 63630566 213217755 
98753654 53035936 98753654 
73991640 182009684 73991639 
13140404 167741220 167741219 
177003230 230745292 230745292 
262245096 1170406 262245095 
2610878 209233560 209233559 
197973220 166950170 197973220 
21849952 40878394 40878394 
144355500 248771346 248771346 
35252352 68638720 68638720 
44474520 238479612 238479611 
198380148 21958732 198380147 
249100040 207245550 249100040 
157092398 215364478 215364478 
113572912 27168494 113572912 
80670322 142642094 80670321 
252192228 130404646 130404645 
201203352 158831872 201203352 
205980558 87416424 87416423 
233528664 69745684 233528663 
21769630 97677408 97677408 
49303562 167368990 49303561 
234714508 89706028 234714507 
221022682 218873182 221070767 
94322706 48537384 94322706 
241763026 68703408 241763025 
119062948 242591152 119062947 
203428186 154767772 203428186 
42369752 174373938 42317588 
96452510 137934270 96452509 
125581370 146707296 125581369 
156698254 212866646 212866646 
203560708 165191114 203560708 
217981254 83589474 216702864 
242804260 200641750 242804260 
114553736 80807068 114553736 
164029018 229165024 229165024 
140927968 35516124 35516123 
13785584 226849954 226849953 
157020146 102833808 102833807 
187738764 219377412 219377412 
25689080 58744616 58744616 
163012058 39125326 39125325 
90478148 225190690 224636928 
15869056 79525862 79525862 
31703392 236597044 236597043 
262731272 14526964 262731271 
79554074 55193620 79554074 
153808260 116306214 116306213 
46419532 207769172 207769171 
95561628 202709224 95561627 
202462766 49605328 202462765 
29957304 161427668 29941748 
170657518 106532676 106532675 
62140956 46440702 62140956 
29569806 239157032 239157031 
38947882 95149928 95149928 
223530892 36382996 223530891 
103190218 103257684 103748239 
147518194 19517090 19516914 
69896424 238229716 238229715 
55026346 21357320 55026346 
102724990 28423994 102724990 
204031796 45885674 204031795 
71589974 214318050 214318037 
74109566 113099848 113099848 
227454050 14278030 227454049 
151958630 187588154 187588154 
220209342 263983844 263983844 
2945894 23587074 23587074 
161749252 96399744 96399743 
121306194 99641848 121306194 
202934488 187487474 202934488 
144900800 165807074 165807074 
213985990 247831240 247831240 
94059568 9536414 94059568 
87472988 24337918 87472988 
231621134 245669252 245669252 
21276282 245014388 245014387 
138156584 192598928 192598928 
110850468 161147872 110850467 
5625960 92683866 92683866 
162221154 179508030 179508030 
65324470 260917280 260917279 
252903402 94449768 252903401 
209820220 263472316 263472316 
18044226 167622554 167622553 
203219274 208331948 208332772 
46016250 256428480 256428479 
55766342 209878932 209878931 
204717690 69593450 204489759 
209019350 19656210 209019349 
113273344 223852208 113273343 
237689958 137581478 237689958 
230238788 99315770 99306384 
143515938 14594524 14593635 
114297114 212059516 114297113 
183710994 76356194 76356193 
93769572 146700922 93769571 
202613576 68693820 67728992 
42403890 33718074 42403900 
104058624 166794616 104058623 
249714840 257144464 257144505 
99907450 203665098 99907449 
195481558 149236378 195481558 
210146350 259055634 259055634 
38782138 46352396 46352427 
165326852 79488744 79488743 
152467722 160266992 160267020 
160585056 9809452 160585055 
14872280 215204922 215204921 
32138120 198561954 198561953 
103331634 14305418 103331634 
48789304 86625292 86625292 
15404252 65821766 65821766 
218304356 139928722 218304356 
133031852 62391086 133031852 
34396178 155167100 34396177 
101117996 68470506 101117996 
267512018 79685456 267512017 
13320990 128027622 128027622 
182841948 158789630 182841948 
241031178 168917506 241031178 
41333014 104731648 104731648 
168132346 141654494 168132346 
148004900 263332704 263332704 
262292048 74891132 262292047 
261245046 82225024 261245045 
193240574 25115108 193240573 
115348208 105981452 115348210 
256308616 59923328 256308615 
240410396 81084584 240410395 
88825932 26497770 88825932 
250611224 226125348 250611224 
48050022 78260206 78260206 
6997368 184249884 184249883 
148900032 194242996 194242996 
137625440 118716690 118716689 
126454102 229052962 126454101 
19444606 164371406 164371405 
213516326 100347058 100347057 
238442878 55210614 238442877 
114957856 209379524 114957855 
132963262 28496452 132963262 
81357588 27526526 81357588 
136305900 117088156 117088155 
159018566 229941446 229941446 
108410188 166018560 108410187 
231114124 153803582 231114124 
34600588 209189164 209189163 
132121368 227477254 132121367 
38865032 24252366 38865032 
211391402 52106074 211391401 
190186526 189786288 190512187 
70831746 185072096 70831745 
114984906 2492748 114984906 
67470128 1693562 67470128 
26286596 155347868 26285929 
176422746 193640010 193640010 
197956250 195021858 197972426 
105045834 94378250 105045834 
62522960 3091480 62522960 
264544620 147447456 264544620 
25218750 179114478 179114477 
144678578 25581090 25581089 
192711102 25808402 192711101 
267298562 177786010 267298562 
129771412 228127378 129771411 
222252990 83207180 222251243 
242124830 128221624 128221623 
109873344 69506206 109873344 
50680426 217659164 217659163 
157091752 122784020 122784019 
264533718 74179532 264533717 
210339076 108620302 108620301 
73771296 79996614 79996832 
144280908 59125222 59125221 
11160048 38314876 38314876 
257591720 65408300 257591719 
85938412 20795546 85938412 
229509592 217011906 229509592 
91804996 101476634 101476636 
257191294 158215418 257191294 
173271724 128441588 128441587 
248829656 173698652 248829656 
3439270 72288710 72288710 
230329710 78579656 230329709 
1332256 2808778 2909774 
194648942 62855960 62814561 
23936140 165687346 165687319 
244426988 249134518 249135754 
118657480 231575380 118657479 
57924108 155237538 57924107 
150232806 15883114 148901360 
244857076 36534828 244857075 
20684396 89628620 89628620 
161213402 173260344 173260344 
143054282 36578650 36578649 
71258670 59012270 71258670 
101815398 145860152 101815397 
234709448 232238088 234741544 
120879688 253463168 120785144 
56382542 19322566 56382542 
25282928 24281748 25455125 
188308074 143502504 188308074 
163493130 219337256 219337256 
53244910 188692650 188488622 
204656764 77987720 77987676 
9092932 138741858 9091263 
246720008 191604894 246720008 
2704804 58228628 58228628 
102737136 92787452 102737137 
19558162 202775964 202775963 
51079322 114970940 114970940 
191728464 56396888 191522874 
258054694 164017692 258054694 
25121794 156968246 25076142 
122978992 67823220 122978992 
22354798 234817946 234817945 
34793894 6932080 34793894 
5695658 147208768 147208708 
149038686 195533744 195533744 
219474764 151645456 219474764 
50436540 216473866 216473865 
161199168 158180496 161213138 
19333208 221970580 221970579 
210059632 228286104 228286104 
55439216 124549634 124549634 
84592146 73707472 84592146 
17840266 148671392 17833842 
19825092 18841166 20000939 
113816548 16889774 113816548 
193692860 245946302 245946302 
133091532 201421826 133091531 
60496318 181457968 60496317 
155475878 212291388 212291388 
128688082 233344522 128688081 
109638740 62159956 109638740 
155890432 42664546 42664545 
118369800 115023858 118381191 
7782962 80366842 80366842 
154482264 248193570 248193570 
93779726 120407904 120407904 
