FADD FE_TOWARDZERO 22
1313468 288180 1313468 
132786 542092 542100 
3094846 3503198 3503209 
4137292 3081502 4137292 
1533984 334688 1533984 
2554846 2604908 2621027 
225838 3721666 3721665 
588730 770958 771964 
2531318 3871600 3871600 
757366 1136882 1136899 
963698 304652 963698 
2253480 2294722 2309228 
3234760 171068 3234759 
3646908 3439364 3647410 
126478 1680900 1680900 
2720302 4161535 4161535 
2901680 1615434 1615433 
1558808 1243430 1558870 
1426884 1095700 1426930 
1765396 267488 1765396 
1208850 3194054 1202809 
2379974 4104014 4104014 
158400 2462916 2462446 
1767632 3023606 1767631 
3725976 1777262 1775513 
2689222 4035578 4035578 
549598 4032190 4032189 
672372 3252556 3252554 
1603970 1470032 1606707 
2435548 1819452 1819451 
3965270 2513808 3965270 
1172814 1673202 1673202 
478826 3953738 3953737 
3888166 2571568 3888166 
2866304 2191496 2866304 
966992 2615566 966988 
1447706 173698 1447706 
3991894 3034102 3991894 
4017614 3716918 4017705 
940594 3189330 3187584 
1426070 380480 1426070 
2960742 2781548 2961707 
2152006 2300636 2302350 
4062104 3931916 4064708 
2397850 2893824 2893825 
4028324 3238878 4028324 
290706 3250698 3250697 
921946 4008458 4008457 
1469342 1372828 1475832 
312010 3463140 3463139 
1637002 205760 1637002 
937164 3149934 3146657 
1904530 3046394 1904529 
1316526 1512476 1513078 
3937968 2029070 2027864 
690098 803570 807912 
3048532 3326910 3327042 
2655652 1566984 1566983 
3116154 1474096 1474091 
262094 3328760 3328759 
758250 3825528 3825527 
1247268 1263584 1288194 
1490320 1949474 1949476 
3414316 4161535 4161535 
2884268 363902 2884263 
3691310 3667248 3712739 
243210 2193960 241208 
3585474 3695718 3701534 
1052448 1562322 1562323 
748472 1244968 1244969 
4137636 2701812 4137636 
2295834 1191982 1191981 
2555696 3408410 3408410 
482138 3019458 3019454 
1523828 718008 1523828 
2934564 1643196 1643195 
3781530 1487544 3780815 
3866492 2536460 3866492 
3696962 3736024 3750952 
1077782 859044 1078404 
879738 2009730 2009730 
2238454 3607746 3607746 
1224166 1546128 1546171 
3645852 2807954 3645852 
3544392 2589410 3544392 
2468722 1267332 1267331 
1215010 798424 1215015 
1973660 3182936 1973659 
1400862 2506818 1400861 
2795106 2817818 2839230 
75090 1446286 1446286 
2706372 539072 2694484 
286412 1633238 1633238 
3872416 2589238 3872416 
481056 3655954 3655953 
968356 2010242 2010242 
1020630 2208704 1020629 
1527916 1159550 1527938 
2678488 4047320 4047320 
1652426 1574474 1661020 
3888344 484698 3888343 
370258 240374 372993 
4020020 2229538 4020020 
593068 819472 819753 
4048898 4131966 4138366 
479594 2458302 475410 
465356 1229020 1229020 
967742 1708692 1708692 
1930662 2345788 1930661 
3735116 226484 3735115 
229048 134486 233734 
2669206 1193030 1193029 
1555562 3894492 3894115 
1964070 1250780 1964070 
1214006 453484 1214006 
436826 3470340 3470339 
1803554 4044638 4042507 
3215682 209444 3215681 
1186376 1335608 1338076 
2532106 814324 814303 
797904 2711690 797005 
2377266 3593390 3593390 
2064383 1053472 2064383 
691838 1334972 1334972 
1355118 3162510 1355021 
3489020 4044860 4044860 
3042890 1331984 1331969 
2845926 508186 2845539 
1613620 2383808 1613619 
3588008 2797010 3588008 
1107120 411312 1107120 
2191268 828730 828729 
614448 2845586 2841999 
2385358 504376 503916 
3421508 1574756 1574574 
1427408 3243100 1427281 
3390610 572912 3390609 
1737140 462682 1737140 
2915038 587294 2914545 
2148948 3979554 3979554 
2636698 2827674 2828424 
1631764 1831414 1832334 
2839860 3788718 3788718 
1262590 4012550 4012549 
1918116 4015376 3725312 
1993274 2764584 1993273 
1301552 254986 1301552 
2816854 334236 2816834 
1978746 1267414 1978746 
2536214 2058114 2058113 
3444114 1377978 1343428 
283632 207540 294557 
2876144 265076 2876142 
2637040 780076 779698 
1298246 2205720 1298245 
3208298 2016768 2016767 
2536962 79294 2536939 
3794406 1107014 3794405 
922242 61012 922242 
2772106 2198922 2772106 
2678868 2741690 2754279 
663712 2531910 663387 
2556696 3283852 3283852 
794592 2552140 794561 
1246182 1271614 1291666 
1468814 1195872 1469005 
86072 3378022 3378021 
2537090 1081850 1081849 
549772 1416422 1416422 
1629112 53438 1629112 
1133192 3756942 3756941 
2807388 2033820 2033819 
3182464 3559762 3559779 
467752 1880860 1880860 
616342 1286320 1286320 
2607258 1493874 1493873 
2822080 4161535 4161535 
2689338 64026 2689337 
745464 1650630 1650630 
3023958 3710600 3710600 
962562 152048 962562 
1071674 2643666 1071673 
3281190 1802486 1802485 
718178 2723626 709015 
3563650 2347950 3563650 
1295970 2792912 1295969 
2929454 1221332 1221320 
1891470 2047128 2048892 
3201628 1331234 1330797 
3629000 3058758 3629000 
609260 3831660 3831659 
1179208 1486942 1487005 
1386866 2398290 1386865 
3648948 3910724 3910897 
987576 2632616 987573 
2457642 1419428 1419427 
1570200 1274818 1570321 
3056834 1379548 1379542 
3027850 3232436 3233154 
228518 4010714 4010713 
1588586 629324 1588586 
2905338 1429944 1429943 
3743172 2806346 3743172 
2234814 4153402 4153402 
647860 2721616 603848 
2212142 2300406 2306587 
1590674 4088790 4088777 
2162118 1856928 1856927 
3903694 4037554 4039870 
1900548 2770792 1900547 
58536 2340392 2339477 
3439758 1106038 3439309 
3654044 38728 3654043 
2929020 1480636 1480635 
3102174 420614 3102173 
2321072 3254722 3254722 
2647158 2412558 2647574 
1338662 865158 1338664 
1163788 702026 1163790 
48436 1087322 1087322 
3990496 1443736 3990491 
411334 1133588 1133588 
845390 550336 845504 
1174042 1203894 1223137 
3669750 3397844 3669966 
368778 3560202 3560201 
3632778 2868890 3632778 
3968882 3935004 3986688 
3773010 3296826 3773011 
660658 1892172 1892172 
2785732 2618048 2786703 
2560196 2131006 2560200 
3766810 3077040 3766810 
2621740 3893242 3893242 
1324558 710146 1324558 
821206 3453344 3453343 
1364258 2760504 1364257 
3567542 845852 3567541 
3642016 4143922 4143923 
568966 2175550 568964 
650680 171822 650682 
4025076 687882 4025075 
1658130 1043434 1658130 
2449844 1191160 1191159 
3852196 514356 3852195 
908220 2698128 908134 
2300366 2191492 2304214 
3870444 758778 3870443 
2546168 2693586 2695329 
287990 1908140 1908140 
1283184 2765412 1283183 
2409902 867846 867845 
3179176 681062 3179168 
1423018 926224 1423019 
848598 4130412 4130411 
3873598 808246 3873597 
4062870 1235098 4062869 
1101696 2873560 1101641 
128384 4036598 4036597 
1887042 1374290 1887042 
1834348 2398920 1834347 
2450862 2838548 2838562 
1847640 1225624 1847640 
3693022 2739678 3693022 
1614140 2177260 1614139 
3466696 4120736 4120736 
2216018 3223926 3223926 
375060 3429732 3429731 
2861110 4050734 4050734 
1834198 2975194 1834197 
1748838 3949296 3943683 
1253244 765664 1253245 
3701204 3299954 3701217 
716404 3207780 3207765 
764306 414654 764332 
4021946 2465848 4021946 
573996 1580280 1580280 
151140 2602244 2602218 
2276210 2955380 2955380 
1587622 129824 1587622 
1011294 3644420 3644419 
1453324 3616550 3605475 
497456 2972654 2972635 
256590 750816 750817 
864894 1588368 1588368 
1803456 2865224 1803455 
2601582 471148 2569328 
1103220 3184158 1047896 
167768 1728376 1728376 
4124192 2064383 2033903 
2051640 2742062 2051639 
1925682 1744610 1926953 
2057144 3809126 2057104 
1653310 3374560 1653294 
3267304 2940296 3267359 
2775004 2307948 2775006 
765812 1505098 1505098 
654374 3741536 3741535 
1598188 2312468 1598187 
166672 3536656 3536655 
1857328 1610320 1857620 
788436 3267390 3267373 
465998 1152820 1152820 
2529154 3280662 3280662 
279310 1544832 1544832 
3257038 3042540 3257511 
3273970 3436092 3438051 
1774564 1509068 1774698 
3093298 3690768 3690768 
2527172 4084714 4084714 
3078050 1491812 1491811 
968506 3348594 3348494 
1059066 4161535 4161534
393488 2862672 2862655 
2407202 2064383 2064382
3535086 3784800 3785040 
3646560 1227508 3646513 
3398548 1834020 1834019 
2456630 1646738 1646737 
1882264 3048268 1882263 
1470358 959874 1470359 
3340880 387678 3340879 
258534 3449128 3449127 
949020 1536042 1536042 
766366 2915514 2892779 
3573846 3627800 3641249 
1540470 1953966 1953974 
3257714 2991874 3257881 
2313372 3356342 3356342 
378446 3374552 3374551 
2421372 2439372 2464005 
2861784 2763934 2867307 
2712512 3214644 3214644 
4054070 3500706 4054070 
3433394 3484384 3498956 
542112 3199874 3199873 
1752278 540548 1752278 
1565554 109788 1565554 
1634652 3029516 1634651 
739380 870610 873813 
2596858 696856 696216 
3574152 1880224 1880215 
1015790 3304738 3303714 
1315404 642368 1315404 
1130442 4161535 4161534 
393546 3647226 3647225 
2725792 3606378 3606378 
280168 3872044 3872043 
290262 2699358 2699298 
3164996 2064383 2064382
308998 3798396 3798395 
3636898 1561654 1518026 
1014190 859628 1016262 
1032876 426210 1032876 
3581878 883608 3581877 
664878 778606 783891 
2529224 4082578 4082578 
1813624 1330144 1813625 
1329758 1403036 1412505 
777914 3294958 3294951 
2425342 3419610 3419610 
214602 3088498 3088497 
2776266 3498788 3498788 
668442 3985196 3985195 
1949142 4097940 4075581 
3033050 2177638 3033050 
1548852 1333808 1549288 
3263800 3129632 3266890 
1522434 1230228 1522532 
1192202 2842356 1192198 
1341288 3097008 1341239 
3369284 3547054 3547987 
157396 4130948 4130947 
2644184 3964310 3964310 
1569756 2841864 1569755 
1880520 1658852 1880935 
486862 3493482 3493481 
3873366 3616226 3873539 
3837918 1243032 3837917 
391366 2937470 2937466 
3777944 1762722 1752124 
1180342 4061076 4061075 
4015256 2200340 4015256 
345332 2290978 343370 
410458 2344130 408883 
2238138 2764788 2764788 
2021230 2752660 2021229 
3676740 3051960 3676740 
796554 2064383 2064383 
315892 816006 816007 
3962788 1457788 3962776 
2491868 2407142 2497848 
212304 3264992 3264991 
1136470 1414486 1414593 
1450350 566230 1450350 
3096336 381434 3096335 
2486938 1366724 1366723 
3288568 3534910 3535257 
1695478 1792082 1799216 
393720 3131256 3131255 
3058824 3803580 3803580 
807362 1624186 1624186 
4055076 169578 4055075 
277818 1458740 1458740 
1164282 1251194 1257465 
849970 3606532 3606531 
1725074 255182 1725074 
2705334 1038908 1038901 
96764 1085010 1085010 
2961678 3506854 3506854 
3374386 1898354 1898353 
1361016 125164 1361016 
2626468 2658764 2677662 
1117194 3117436 1110965 
2240796 3208302 3208302 
3249706 2304160 3249706 
1755516 2232800 1755515 
2540916 209132 2540562 
3310984 1802228 1802227 
3881096 3489672 3881107 
1742482 339806 1742482 
1954448 3030376 1954447 
2969552 3091272 3094597 
3544158 3767166 3767759 
2394378 1930212 1930211 
3286086 505156 3286085 
1382612 3643154 3641931 
2178092 149548 137505 
1823456 2841282 1823455 
2903202 2960256 2973352 
1778120 286304 1778120 
341642 3794744 3794743 
1133434 3964134 3964133 
3850840 636072 3850839 
2870106 1699548 1699547 
3806786 1415528 3806709 
2064383 3541048 2064382
1274896 4049582 4049581 
345556 91964 345787 
2897190 1136494 1136448 
2306084 2599380 2599468 
4161535 1253592 4161534 
2831274 2249648 2831274 
2647078 1646724 1646723 
283540 2017878 2017878 
2674166 739494 737846 
3651240 3139142 3651240 
641434 1478676 1478676 
2055702 3757882 2055688 
869058 3497302 3497301 
2373634 896844 896843 
1595346 4148536 4148532 
1462502 1563496 1570180 
88864 228990 230936 
1808034 3693076 1807597 
1932454 2532094 1932453 
3713650 875384 3713649 
2438646 3474182 3474182 
3575714 649164 3575713 
1775294 1217484 1775294 
1476372 1171584 1476428 
2689370 3897052 3897052 
3550974 306118 3550973 
4156108 1254050 4156107 
696672 107676 696672 
3779054 615402 3779053 
1249250 3491024 3488721 
2230280 3035212 3035212 
3412980 2182068 3412980 
3691712 866464 3691711 
220314 2938762 2938761 
1651558 1062526 1651558 
2003204 3632964 2003202 
3731824 309122 3731823 
867722 1621038 1621038 
875694 3853582 3853581 
557226 1331162 1331162 
970592 3496680 3496673 
1519584 1226038 1519674 
2178686 704648 704647 
791302 3975238 3975237 
1126878 2598802 1126877 
2571846 1822034 1822033 
2957822 2026140 2026139 
1076536 1798242 1798242 
1971954 1577356 1971963 
4148118 189800 4148117 
1942784 1714994 1943126 
1222128 620590 1222128 
2138468 1722376 1722375 
3106446 3929078 3929078 
94944 4090062 4090061 
2884142 759698 2840980 
2638720 371928 2637337 
1289408 3118506 1289258 
3569806 4038788 4038789 
4107992 1713764 4107908 
1552940 955944 1552940 
2403778 1811854 1811853 
3460144 3184034 3460293 
3624808 1848278 1848226 
3727300 954918 3727299 
1470834 4143872 4143871 
2515268 3547850 3547850 
1201098 2794014 1201096 
755404 1460144 1460144 
746506 1926994 1926994 
1435230 4033388 4033387 
114956 2784048 2784047 
2606830 2674358 2687032 
1931368 2572634 1931367 
2670926 2751638 2758260 
2341252 1990128 1990127 
2634570 1015542 1015539 
874006 3541194 3541193 
2014114 2690362 2014113 
405996 66862 406029 
1341956 836434 1341957 
1370954 434850 1370954 
3074494 3300720 3301187 
127612 122338 157743 
3597060 613410 3597059 
2140192 1578706 1578705 
2925478 4003586 4003586 
1772988 324542 1772988 
269964 672334 672343 
2631892 3568980 3568980 
138832 2270206 2238892 
3488784 913700 3488782 
3135850 548014 3135848 
3724368 1374694 3724118 
3022668 3258002 3258320 
4046912 3691860 4046938 
1496244 1651030 1652731 
238080 1592734 1592734 
3103974 2271598 3103974 
828532 209298 828532 
1878452 1242656 1878452 
1528452 2401802 1528451 
1521662 169638 1521662 
490038 1702402 1702402 
94996 1492294 1492294 
2420520 3232038 3232038 
441886 2784286 2783905 
635070 212590 635075 
477140 3796708 3796707 
2555240 382252 2541597 
2646632 913884 913855 
214502 1176008 1176008 
2733388 1690828 1690827 
2507350 3694460 3694460 
2062564 2583532 2062563 
497222 2972966 2972947 
3723338 2137656 3723338 
648536 3729334 3729333 
561276 1883658 1883658 
1531784 3198684 1531777 
3046780 2971080 3053943 
2592896 1576014 1576013 
3827864 517182 3827863 
267738 2523054 2520656 
3968196 1778208 3961088 
845416 2056862 2056862 
2549764 3439254 3439254 
288176 2064383 2064383 
2176874 2426738 2426921 
163994 4076312 4076311 
689684 1889806 1889806 
2348210 3321398 3321398 
566322 975588 975598 
3783500 2703786 3783500 
3969224 2740716 3969224 
2953072 3883620 3883620 
2704116 2781022 2789389 
3380564 3139642 3380796 
2443002 4067284 4067284 
3902564 3533250 3902578 
3772616 794230 3772615 
3393606 3174902 3394089 
971696 3735146 3735145 
1432614 3273756 1432369 
2652512 841270 841145 
3116832 4080976 4080976 
1239050 216788 1239050 
2688496 2807248 2811534 
816934 3006732 2998823 
2552454 1181894 1181893 
3408638 3878272 3878274 
2627466 3165044 3165044 
2823852 1410424 1410423 
2358268 3543368 3543368 
1612560 375786 1612560 
2175484 2056902 2056901 
1462766 847558 1462766 
1335854 2330532 1335853 
62606 1833964 1833964 
3856444 3933350 3940269 
3926102 1879436 1861357 
305814 1192850 1192850 
582188 94962 582189 
2539288 450836 362480 
1385016 3470166 1319476 
2322844 1735032 1735031 
2630246 2404484 2630599 
2354490 2767828 2767835 
933168 824564 937934 
1383952 1368466 1410924 
462444 3882112 3882111 
3101710 70266 3101709 
1374832 1161912 1375578 
3858590 1444130 3858521 
186554 1017074 1017074 
3839554 3276726 3839554 
417892 3729698 3729697 
2132664 1155380 1155379 
2772360 1414158 1414157 
3434762 2745838 3434762 
3894330 3007124 3894330 
4141340 3580360 4141340 
4095680 2302728 4095680 
1531738 1436470 1539264 
4122846 2300840 4122846 
2183524 3131842 3131842 
3280292 334006 3280291 
2500382 1201574 1201573 
2172630 3109666 3109666 
1718866 414156 1718866 
1898960 405520 1898960 
3588562 199126 3588561 
2309636 1609568 1609567 
2534150 911546 911543 
2840746 3997644 3997644 
2711784 515412 2704701 
2704562 1236716 1236715 
4161535 970514 4161534 
2341282 3785840 3785840 
3944478 454112 3944477 
2860252 1284750 1284749 
314318 3592260 3592259 
1857646 2160574 1857645 
1743960 2726220 1743959 
3106284 2052434 2052433 
1005810 2670946 1005803 
769170 3838368 3838367 
4107858 4081098 4130971 
2518810 1075018 1075017 
2790840 1229814 1229813 
692886 3389258 3389257 
3655086 1030798 3655085 
1107662 1332570 1333031 
1289554 356678 1289554 
1743676 1352050 1743686 
3240528 2387564 3240528 
3956936 2249658 3956936 
3323356 2374504 3323356 
3251918 789128 3251900 
800852 1045274 1045642 
359302 1769670 1769670 
693338 93730 693338 
1370730 3663704 3662766 
3753786 2861218 3753786 
2414752 2230106 2415834 
279140 1549796 1549796 
1513680 1481976 1533772 
4106740 3001194 4106740 
782602 2566790 782516 
968690 2782952 968566 
213794 3770784 3770783 
1107000 3032264 1105425 
1629954 2646318 1629953 
1872752 723752 1872752 
1197542 1879798 1879798 
1543156 843464 1543156 
2678822 1700890 1700889 
2264744 1653270 1653269 
717772 1920864 1920864 
2592648 329168 2591577 
3028374 3629038 3629038 
87970 2676690 2676688 
1310384 642672 1310384 
2655704 3414368 3414368 
3526416 603622 3526415 
3709754 3736102 3755971 
2767978 3357196 3357196 
1512180 2315364 1512179 
3623086 2652520 3623086 
2881314 2330614 2881314 
864374 522246 864405 
1211966 2429830 1211965 
198098 610204 610212 
2537430 461984 410324 
2164820 2248442 2257167 
1663892 419476 1663892 
589028 3172240 3172238 
2552504 273782 2551116 
1165910 2422802 1165909 
543152 3339036 3339035 
720094 1114830 1114837 
4161535 2366142 4161535 
4148130 1644224 4148120 
587238 715334 719268 
4082566 1638222 4082534 
3138734 2855478 3138880 
2261296 2042698 2042697 
2798912 1245958 1245957 
629038 1112114 1112116 
1879066 1722190 1880660 
1342752 2955756 1342749 
3422570 614680 3422569 
629458 4003676 4003675 
1483180 4135044 4135043 
579448 2815640 2812192 
1380738 1358986 1404871 
900508 1820202 1820202 
3314400 1686594 1686591 
3939234 3934884 3969827 
229546 395906 396935 
678344 150664 678344 
1964304 2830160 1964303 
555566 1472050 1472050 
579760 1614488 1614488 
3340120 3972100 3972100 
3759270 108676 3759269 
1333664 776744 1333664 
2387654 1098542 1098541 
1360780 381580 1360780 
4021658 232866 4021657 
203014 3314286 3314285 
776698 197326 776698 
3309244 73192 3309243 
2020344 139080 2020344 
1436100 3292918 1435718 
113178 201188 207143 
795588 227544 795588 
1044796 291986 1044796 
1186364 3548356 3548201 
2684330 396058 2683217 
2054176 956190 2054176 
1455314 3104874 1455310 
2400246 1861330 1861329 
1596210 2885104 1596209 
1923310 3180186 1923309 
3124316 1630348 1630347 
3089762 132432 3089761 
2245418 2937956 2937956 
635910 312848 635959 
3513820 1649954 1649638 
373412 1828770 1828770 
3311266 2427692 3311266 
1650786 636006 1650786 
1408468 315364 1408468 
2855686 3112156 3112450 
1688390 2583420 1688389 
2561772 617730 615315 
2581324 2563076 2604968 
122232 2420252 2419366 
2448068 3059050 3059050 
1923198 1246346 1923198 
1285442 2223604 1285441 
319134 3037974 3037973 
280014 2258482 276074 
468088 310086 469586 
3139530 4112314 4112314 
1664442 2649208 1664441 
3076050 1625180 1625179 
1761284 3472240 1761268 
2362228 943864 943863 
2432782 703726 703706 
1959668 2865052 1959667 
2359462 70464 2358450 
3786218 278618 3786217 
645176 1274836 1274836 
3665402 465906 3665401 
644470 1252418 1252418 
1870558 2737354 1870557 
2053216 3716356 2053210 
1553194 3820864 3819430 
3755822 2467512 3755822 
3067536 1589564 1589563 
3942622 1271576 3942621 
