FMUL FE_TOWARDZERO 22
510180 2929404 2428020 
1433632 4050692 4161535 
935360 3743942 3668065 
305088 109930 0 
4134356 2459496 1384063 
3492136 2291544 574042 
2170950 3880918 845360 
1959906 1394018 2064383 
2697288 2703772 196233 
733964 2892330 2613973 
2752316 3319366 861638 
1936600 2397362 3318685 
3476462 3898168 2064383 
2064383 2589480 3638055 
1507082 2939704 3431013 
3355002 3343258 1488504 
526916 1463344 976180 
716120 1232790 934005 
332460 1682582 1000899 
2557004 2622012 0 
2604894 3023962 423350 
4108518 3098632 2001465 
3051824 3506114 1347852 
1238720 1940006 2064383 
3077890 2331590 200341 
579118 2704626 2270405 
2486542 2490338 0 
3600408 3883418 2064383 
3721638 4107160 2064383 
2786174 1827312 3598362 
2937026 2356506 83934 
3276342 3655776 1722105 
1352832 1201680 1542541 
177922 1994066 1157543 
2029086 2640686 3654486 
2733724 1021226 2741453 
565940 1483092 1035537 
1771948 4048720 4161535 
1169596 1176248 1330557 
2937420 1982796 3907273 
3254332 2459686 504561 
3253196 2708134 755399 
912932 2985990 2885113 
1460358 1776878 2064383 
1367734 1425858 1779855 
1687940 3348432 4023684 
2687490 4008696 1486246 
3129496 3648856 1573480 
806278 2352130 2144012 
1455302 189090 630793 
565078 1464042 1017283 
1059358 2244472 2293368 
3981472 87456 3055805 
1812042 1182568 1979675 
550388 4161535 3696115 
3483046 1928568 4161535 
3168056 3892722 1851728 
1255196 4078844 4161535 
2274430 3630814 697029 
2348268 1172262 2505964 
3286262 432888 2705335 
3846034 167168 2998630 
1225774 3177680 3387887 
2711360 2308540 0 
3568012 628954 3182648 
3746560 510992 3246158 
2854206 1065104 2905211 
1727848 2794348 3509590 
3760316 1863232 4161535 
842632 3247044 3076021 
2458958 4136046 1385193 
3497122 2254896 542748 
2721072 1906462 3611965 
3652512 87550 2727126 
1434620 1922516 2064383 
261426 2528946 2097152 
3587116 3158268 1540631 
4152624 2626002 1571835 
1892858 3364960 4161535 
3021342 308714 2317064 
2582968 1978034 3547005 
3361088 214820 2563213 
3277312 3147682 1214912 
1171268 1322322 1480488 
163146 909604 57025 
1682158 1568774 2064383 
909546 2470448 2366604 
1015992 2795492 2795733 
3752998 3770358 2064383 
2603194 3499526 894459 
505068 321202 0 
2398770 677610 2097152 
1310072 2740724 3035104 
1944630 1163788 2064383 
3855172 1794578 4161535 
1545124 3115620 3645344 
1124364 1766076 1875798 
1573694 3126976 3685217 
4020256 84518 3091113 
3946124 4079936 2064383 
723460 3176454 2885047 
3037478 3111360 938968 
1072464 1207898 1265166 
2324366 2704894 0 
3205454 3090052 1087424 
1069292 3105564 3160408 
2561722 953562 2500060 
1383098 308714 678885 
835234 2690898 2512243 
2846918 700656 2532969 
3503968 1986044 4161535 
1673080 2339288 2997304 
2277536 634532 2097152 
1554892 4110802 4161535 
3053464 587300 2625985 
513846 455162 0 
2503834 4097654 1392055 
2026228 607082 1618777 
4045302 2012086 4161535 
1214454 3063992 3263668 
618752 2819582 2423880 
3741164 625096 3350880 
2034880 3346528 4161535 
177282 3888608 3053262 
1037032 1175756 1197665 
618448 2462472 2097152 
3186966 3734284 1711608 
3174802 3259230 1224910 
1165620 1640176 1791003 
1451416 2498072 2935942 
2010108 1756392 2064383 
812436 2377594 2175715 
147580 126572 0 
3133796 2379568 305527 
2320768 4149764 1261454 
652456 963298 600820 
2178338 3760572 730821 
470464 2064383 1519039 
2840820 87408 2097152 
3656212 4113852 2064383 
1414078 2432140 2831537 
3222208 1854012 4064995 
155004 1546860 689562 
801258 1458684 1248480 
1752572 2214674 2954932 
3855146 1129482 3971867 
1674768 2337794 2997991 
3059190 2588620 437714 
2395942 2971366 159828 
1710132 3787156 4161535 
2603820 3054196 451034 
3350360 3772722 1914047 
3462822 2199216 454471 
467010 1611500 1064180 
159186 1076826 220524 
3001234 3269154 1061841 
992396 605564 586646 
748610 2578580 2312160 
3024758 3295196 1114812 
4090638 3247794 2064383 
232422 1459002 677215 
2748476 3725424 1264411 
898376 1416978 1302856 
3869316 2270486 930469 
1842880 1497836 2064383 
1101360 3025648 3115437 
2182440 2177250 0 
2852508 429226 2266093 
3948668 1902786 4161535 
74166 1157108 218159 
1574610 2344228 2903973 
3599254 2478670 868744 
4161535 2041158 4161535 
4093732 3232704 2064383 
1462306 906392 1354967 
1944540 3837472 4161535 
2507236 3554638 855904 
1672692 538868 1196430 
1858412 547880 1391795 
3197174 1937188 4120763 
3010520 4111694 1913179 
1372652 1257012 1615007 
2897008 1527320 3412291 
2930136 3742632 1465634 
3567838 997820 3550913 
144062 2657992 2097152 
553698 370586 0 
3927904 3970908 2064383 
1842710 3191438 4021381 
2064192 2948454 3996839 
319094 360176 0 
317116 1751474 1055683 
267616 2293108 2097152 
2983644 4100342 1874106 
2025682 858950 1871158 
374134 2010504 1373698 
4013530 3520268 2064383 
3914348 333372 3234509 
1463172 3469372 3917437 
3616086 695886 3298911 
3700176 2431476 922579 
3454296 1997598 4161535 
1068096 1096208 1152115 
1546090 2811194 3344276 
3772812 3264162 1829621 
653744 2218324 2097152 
1353350 3710212 4049989 
3930420 3299654 2020225 
3886962 4125230 2064383 
3222824 3974944 1991189 
572932 1562836 1122544 
2425082 3574312 789301 
198442 3849834 3033362 
894776 3574424 3454222 
3660962 4026600 2064383 
3362262 4146070 2064383 
3252714 3673050 1716455 
2389656 1627462 3001711 
2680962 3031052 503404 
2064383 573916 1622491 
1912060 2246560 3147492 
148848 2272478 2097152 
791044 1044612 821551 
1617190 2555640 3157107 
3973312 3331098 2064383 
3370152 4008308 2064383 
1969286 759210 1713230 
815856 1747552 1548718 
1386258 4161535 4161535 
3719176 1541128 4161535 
2945396 2230538 0 
1109546 1739886 1835685 
1525920 1152352 1665568 
4052980 3707624 2064383 
4014188 1575050 4161535 
3957982 1708132 4161535 
3129014 2476800 399162 
818514 1097122 900005 
396934 2713152 2097152 
3093314 3931108 1814625 
1518986 3316526 3822179 
3143048 3603994 1536949 
2401996 792358 2180342 
3563974 982342 3530590 
3550108 3899208 2064383 
2970378 2412780 175162 
2192926 3228250 211673 
2697646 474856 2161937 
2167802 1927096 3081712 
2020252 1764420 2064383 
1044876 1626838 1656558 
1483210 1934748 2064383 
863384 2156398 2097152 
3674108 1750150 4161535 
3502358 461232 2949546 
59698 1999186 1043353 
2495720 3773136 1059530 
1684642 2573156 3246557 
1271956 2182034 2439410 
1222248 1191766 1401841 
1104450 3985742 4076146 
770418 4085530 3842698 
3248000 3839338 1877889 
2366206 3289398 448148 
1540056 617692 1141942 
1339888 1527304 1852086 
1310342 3169012 3463600 
4111754 1089224 4161535 
3577118 2842224 1212817 
2729382 1067448 2785926 
405458 696440 89195 
1682406 4028910 4161535 
3396996 4070148 2064383 
2476476 1274768 2736110 
339526 1952462 1280527 
476214 976784 438651 
1330796 816880 1132317 
2301666 3933684 1025605 
2372412 1752104 3113916 
3272736 2588810 651554 
1556150 163472 703907 
288450 2308328 2097152 
2045046 1497742 2064383 
983760 2636202 2604478 
3422312 2678168 892831 
3139330 3302586 1232485 
1703802 2253366 2941375 
3140276 583372 2708376 
3871366 3560770 2064383 
3017280 3835736 1643054 
622674 3206082 2813017 
2795012 3999280 1584650 
1288264 3890108 4161535 
1808066 3393670 4161535 
1885838 3128996 4002780 
89246 3183948 2261161 
1925012 2431506 3344014 
2805290 707140 2499299 
1072860 2205122 2265164 
180010 517152 0 
3495124 1196420 3678433 
3690682 2265726 749281 
1361522 4119810 4161535 
3995400 604740 3584957 
1989136 3203714 4161535 
1440814 2239162 2664493 
2402968 831782 2223128 
3062898 591872 2639929 
1507758 3244762 3736721 
769344 2591756 2346767 
2486176 925434 2397390 
1814074 1447488 2064383 
3327124 1318218 3633551 
3007822 1164764 3158330 
1995102 1940164 2064383 
139258 314238 0 
2177888 2599186 0 
1495722 2576342 3058439 
2875354 1555662 3417368 
3318886 181516 2489620 
3225734 2166452 183736 
1560068 3416684 3965621 
2500056 2267366 0 
1953948 787552 1726397 
2195640 168418 2097152 
3254758 641326 2884996 
3363124 1861100 4161535 
3835244 2481310 1107446 
2289872 466532 2097152 
3897480 2188772 876335 
3282018 3110712 1183563 
3609420 3325208 1726873 
381316 1689006 1057224 
4041104 1177710 4161535 
1436246 1414260 1837027 
1816418 796000 1600749 
3566242 2779128 1135771 
594302 1890116 1471662 
3178506 2860418 828814 
691608 971302 649335 
3262288 3114288 1167203 
1089020 2740890 2818551 
2305028 187704 2097152 
3197432 2812306 800837 
2315978 1084664 2387085 
1909996 3484538 4161535 
3336006 3014576 1140477 
1860914 3864332 4161535 
1149664 2195984 2329884 
481988 3766300 3232773 
1220400 3556490 3765357 
1680972 2172410 2840482 
3934906 2167490 892686 
3153540 492014 2629863 
1438452 494840 918984 
4128422 940852 4053515 
2064383 873228 1942471 
4129272 1195030 4161535 
1821570 3568948 4161535 
1051110 1947964 1984399 
3588116 3103976 1484223 
1824940 2026910 2064383 
3668166 3532920 1991144 
2028510 1238336 2064383 
1869446 173074 1027182 
266006 267172 0 
1716268 468112 1172094 
1662800 3259744 3908913 
2545204 3733382 1068828 
873412 2425290 2283193 
3789126 1841212 4161535 
191738 3955134 3131791 
83378 1603296 671398 
2324352 719626 2097152 
1434794 2011328 2064383 
265586 1753412 1004945 
3114670 503986 2603498 
842454 1258974 1088375 
1116176 4105526 4161535 
3886648 1244670 4115609 
4104894 537576 3630268 
116990 373936 0 
424518 1240872 649678 
3947552 1144656 4076989 
4155360 192632 3332558 
3250324 2950700 991215 
1266082 2247992 2500620 
2988918 3027602 809185 
539546 1308354 832724 
3897522 793172 3675628 
1736434 3014704 3735377 
4145592 768320 3902510 
422348 1127590 535200 
713644 3785468 3485032 
4048688 800754 3837727 
406204 1845572 1240155 
4146816 543264 3677369 
2231120 475402 2097152 
1582104 1176576 1743974 
1699540 2263164 2948776 
777950 1985086 1749009 
1864364 3731654 4161535 
2508342 2407852 0 
4019672 868770 3875263 
3911594 2244482 951145 
562386 621980 168814 
3495428 1788534 4161535 
3849450 1492546 4161535 
99164 1694930 778909 
2749640 664430 2399300 
1549608 2615064 3151126 
101034 143508 0 
1299948 435124 723147 
2449570 1773040 3209495 
3912736 2770384 1477422 
254316 2969224 2209244 
786896 4039008 3810216 
445272 2992606 2426605 
3971562 3290634 2054884 
1933400 2579162 3496816 
1046228 2526502 2557975 
1813252 3228868 4031345 
1657214 2887000 3530367 
108978 3348066 2443102 
3271862 217746 2474676 
649808 2955008 2591285 
3570494 2619556 979973 
2208480 3138246 138868 
1126598 1176454 1288232 
1896732 3366032 4161535 
1288836 2992256 3268727 
3009978 3379720 1181595 
2439588 190210 2097152 
3004350 284658 2274812 
1829028 2999062 3813704 
1216656 1020164 1221575 
672442 3694958 3353465 
1715776 274012 978268 
3176090 1371512 3531968 
3646732 1190438 3824484 
4080590 3221690 2064383 
645926 1502914 1133667 
2539322 1920360 3447151 
2267500 3128570 189058 
145098 2517186 2097152 
4003510 936706 3927814 
2061494 4019564 4161535 
211300 1479956 677867 
3212176 3903768 1905953 
540618 248662 0 
2937530 1500288 3423255 
3301248 3528750 1621180 
3205678 346724 2537763 
1776766 304212 1067240 
501692 2401762 2097152 
2327406 1484554 2796419 
3761586 3441096 1992932 
1698602 1255608 1940220 
1669444 2790144 3444514 
1889980 2934694 3811191 
3888984 1716466 4161535 
3719286 1452004 4160624 
1585576 1876514 2064383 
2267462 1841558 3094505 
3940438 4147394 2064383 
1428650 1260708 1677007 
2892116 1619212 3499055 
2236100 3182114 208971 
4161535 3574690 2064383 
448724 1899114 1332248 
2829012 702912 2521062 
3471246 2779468 1040793 
1380564 948480 1314014 
1272408 1116722 1375490 
3082056 560112 2626533 
464064 2255632 2097152 
2453962 1284272 2723894 
1898222 1088726 1972039 
1446690 501834 934257 
3736978 1667320 4161535 
3313642 3544944 1649219 
607020 770262 365316 
1576560 3404168 3966563 
2484568 1419170 2889932 
3888114 974460 3848242 
1302244 2051670 2064383 
1903642 3033040 3922612 
2502404 938110 2428553 
744376 3737986 3468298 
3954444 545568 3486041 
2064383 3977690 4161535 
656002 3759518 3400181 
3433826 1774302 4161535 
