FADD FE_TOWARDZERO 29
353341030 113576150 113575959 
367530504 417303786 417303786 
179853334 409163670 179853325 
322006200 376089400 376089400 
345315044 456574020 456574020 
376567456 40068452 376567455 
56509928 9510540 56509928 
296753098 534184312 534184312 
516599794 183385850 516599793 
379586742 317217134 379586742 
58370380 341159590 341129555 
264052320 87884902 264052320 
470296262 370499994 470296262 
298378486 102264674 102264673 
498667302 123762700 498667301 
249258166 209814198 249258174 
317263128 19321758 317262972 
122073238 180933106 180933106 
478664642 294394168 478664642 
242556658 118228266 242556658 
282828594 463209132 463209132 
63504602 318073760 63477250 
418933918 423646600 424108827 
409590340 41451356 409590339 
240739532 107677978 240739532 
351187502 370199184 370205161 
524973876 313267456 524973876 
54008154 501625706 501625705 
477261060 241090526 241090425 
15333186 193797574 193797574 
261873664 247751984 261910932 
175932604 179417242 180381924 
512128528 55309074 512128527 
44216830 158196536 158196536 
117526580 447438362 447438361 
452912458 485220384 485220446 
187320416 280307010 187320415 
207033310 295592196 207033309 
491847464 306615924 491847464 
76736212 228881544 228881544 
250606918 279222340 250606917 
107139946 274920952 107139945 
345742060 511264664 511264664 
63546222 476994538 476994537 
120239292 321830162 120239291 
163861600 41226622 163861600 
404415060 15019072 404415059 
51265124 472700958 472700957 
448029324 120944212 448029323 
498806050 523475030 523475976 
395545684 462268428 462268428 
73894912 225391422 225391422 
528572726 198314934 528572725 
506288188 144998418 506288187 
121746896 451891484 451891483 
216354172 405536178 216354171 
145713370 386859118 145712993 
118843092 385343652 116583684 
288154252 526273564 526273564 
316831222 34220212 316809636 
346047414 309057762 346047424 
252777628 534370818 534320559 
167998148 111483278 167998148 
404084734 198202364 198202363 
518593406 523723064 524342283 
162256140 498556806 498556805 
266338303 307190636 266338302 
39575978 262292382 262292382 
308723564 390519688 390519688 
464321600 266338303 266338302 
412004094 354371954 412004094 
7023706 476949912 476949911 
322794616 38951426 322768835 
425812370 401172928 425813032 
456656218 199006790 198892059 
249118872 413472832 249118871 
153714310 514371640 514371639 
33289240 111656176 111656176 
264278048 30515540 264278048 
458480968 291878516 458480968 
393453448 43996750 393453447 
155433478 452254180 452253894 
456801330 145558272 456801327 
29940740 367454138 367454137 
205079280 388355442 205079279 
220981370 65146840 220981370 
392299716 84444860 392299710 
155724016 209209646 209209646 
293762022 52175020 52174468 
229906294 93860468 229906294 
198393808 280032476 198393807 
308438500 162684808 162684807 
522512938 334336280 522512938 
130666238 483333050 483333049 
173220338 185045478 185097837 
63269686 470598642 470598641 
278623274 66890440 66890439 
205500850 233335290 233335544 
184738202 138053532 184738202 
520312596 431849774 520312596 
466678216 503857742 503857754 
399439676 212334852 212334851 
13024662 326599824 326599822 
191843618 447422164 191799462 
298875882 229382688 229382687 
292688120 94935064 94935063 
507362660 442191794 507362660 
178622772 52840764 178622772 
249142214 68730554 249142214 
333534710 238757996 238757995 
373652634 225885398 225885397 
355075026 43372652 355075024 
432822922 160183674 432098603 
521364616 259855722 259434713 
206547120 166684604 206547125 
188768748 155138256 188768779 
187761062 435247224 187757903 
124640816 87599886 124640830 
495527380 180890286 495527379 
348628586 9295900 348628585 
518038300 381633868 518038300 
105194588 76284910 105194764 
30841286 229736298 229736298 
293223118 512122516 512122516 
165607340 393867182 165607332 
291078106 153500890 153500889 
259361090 391168836 259361089 
461911660 32458794 461911659 
257017850 425816926 257017849 
86086832 171746314 171746314 
439817588 515586554 515586554 
382378780 184925560 184925559 
412592128 231264656 231264655 
80925120 135121910 135121910 
503563522 76230480 503563521 
116651932 313408082 116651931 
402235342 497058412 497058412 
344496842 251633596 251633595 
344648648 184730896 184730895 
453739520 527622592 527622592 
435406218 273661628 435406218 
313345988 318853954 319224890 
122000584 200616648 200616648 
302231438 47207316 47170773 
282950088 414940872 414940872 
182345640 242585838 242585838 
346255730 171584636 171584635 
399165774 301813880 399165774 
31550730 66723036 66723069 
440890952 94025666 440890951 
240605830 260001444 260008529 
491664622 191583370 491664535 
304102744 183062128 183062127 
71262048 322028512 71249308 
137261228 89622110 137261228 
87990074 530772236 530772235 
272808566 510215524 510215524 
239210020 96779076 239210020 
505774122 213883264 505773104 
14646878 422694754 422694753 
132306820 278436036 132306819 
70208692 258896886 258896886 
57440772 479573410 479573409 
514612174 396934684 514612174 
493099810 233373342 233225451 
427193188 147121710 427117618 
176102810 66381274 176102810 
183262948 82476554 183262948 
340191206 80465048 80305689 
427077060 122307668 427077038 
184316920 321659622 184316919 
200112254 157895144 200112256 
3448326 120214408 120214408 
473079368 521362726 521362726 
273159478 181101226 181101225 
442236650 222633564 222633563 
89341514 100054156 100159102 
218138458 534204686 534204685 
61020610 245131476 245131476 
11043076 284851562 284187945 
429975864 24192136 429975863 
80387812 250869268 250869268 
442530974 99647280 442530973 
100149686 351230758 100137562 
88763546 527077002 527077001 
130407734 122227970 130575878 
220047018 370507858 220047017 
239374430 183108782 239374430 
519588984 187663282 519588983 
413417462 85142764 413417461 
109084580 458168302 458168301 
69106792 474457800 474457799 
195336122 316826928 195336121 
374921060 330727406 374921061 
42234832 442357240 442357239 
295394624 499626538 499626538 
329583280 475552600 475552600 
266338303 523008108 266247227 
202822594 30612506 202822594 
9690960 522374694 522374693 
523500702 266338303 266231834 
421167900 19889298 421167899 
39233106 210123740 210123740 
69010334 72921674 73660824 
523811794 192557932 523811793 
361947894 38213784 361947893 
454286328 308914970 454286328 
421121960 434139700 434169299 
239882210 297386124 239882209 
236539110 415946410 236539109 
122451870 213501102 213501102 
202423654 73356572 202423654 
448923214 35935286 448923213 
184700232 96433358 184700232 
506214772 171494624 506214771 
282072092 456732320 456732320 
452464554 19402592 452464553 
450752680 61455130 450752679 
273991564 328760512 328760512 
210349978 246956430 246956450 
369612668 330720966 369612674 
348922104 393945860 393945861 
50101892 151949714 151949714 
245814036 44989556 245814036 
374746038 215352298 215352297 
261601790 202156440 261601790 
421532156 260572572 260572571 
64237006 127955832 127955832 
115405344 182530692 182530692 
119260652 451409002 451409001 
256880750 152032414 256880750 
74378722 238493134 238493134 
426376642 128016198 426376508 
241175280 412742586 241175279 
179276324 173852454 179774216 
69405160 102189106 102189176 
340240740 134401616 134401615 
153972882 422311054 143622272 
174181162 107944778 174181162 
168396726 38121976 168396726 
174519364 466710598 466709351 
296591966 341268030 341268031 
252282282 250220418 253660523 
63553560 235089558 235089558 
406272426 130973494 405891523 
280391008 221285810 221285809 
363863190 258402938 258402937 
91320854 197902866 197902866 
475355818 36791472 475355817 
399057134 465762578 465762578 
271095184 456132432 456132432 
257133896 302131576 257133895 
331367018 507203472 507203472 
413476126 289895336 413476126 
309978070 239534284 239534283 
443527526 355383342 443527526 
461527754 497522602 497522619 
510529890 159345206 510529889 
219810572 132271216 219810572 
211170922 307038592 211170921 
28322854 522233542 522233541 
139981512 428719238 428715657 
509440818 335967976 509440818 
82264432 223720302 223720302 
66546884 383192512 383192511 
93842452 183422036 183422036 
250291604 260428724 260517088 
524096542 150011132 524096541 
239917418 347518428 239917417 
121537642 171054878 171054878 
262389964 369595494 262389963 
168396888 481915350 481915348 
261035444 233936698 261035840 
207038246 327079356 207038245 
222678038 316757948 222678037 
488445684 251405014 251404891 
154241876 445073962 445072376 
424423820 26372066 424423819 
424951024 285576384 424951024 
393017050 185959350 185959349 
225165772 337609684 225165771 
193003732 62744482 193003732 
456441630 466432854 466540878 
260784646 200641706 260784646 
478978412 481468070 482637742 
299171748 90187362 90187361 
519116720 166993896 519116719 
334340314 283823266 334340314 
521139038 22176432 521139037 
202289320 450538650 202285564 
362175980 82310942 362094131 
128309930 197528412 197528412 
144675736 214104344 214104344 
475156506 254109504 254109503 
204473430 444445182 204473183 
214250702 412423532 214250701 
174104586 314147984 174104585 
196775370 277532534 196775369 
39686928 275651432 39686835 
530608870 478602612 530608870 
310172348 367706214 367706214 
132904678 422698220 422695406 
65296498 428166322 428166321 
261874862 409484586 261874861 
137786804 424803210 424796239 
439417782 450593840 450694157 
225849772 402563928 225849771 
343896348 17112640 343896347 
94744336 405096162 405096159 
342859718 525282660 525282660 
181956882 466546170 466531720 
73631990 488671376 488671375 
531804052 260853738 530124606 
28864436 302223304 301532067 
513659382 300591060 513659382 
205319324 26291476 205319324 
140120214 318317232 140120213 
461276780 150706454 461276776 
487517106 167496782 487517105 
291444170 397474890 397474890 
470750300 279172090 470750300 
39045244 493342602 493342601 
52277180 203981526 203981526 
128942318 220863854 220863854 
327172540 198109852 198109851 
274423010 442102898 442102898 
198985038 66671648 198985038 
369236354 497162716 497162716 
223025460 360454462 223025459 
372585406 390572702 390579511 
178865330 45157738 178865330 
58346490 351790556 351789623 
3370042 352050060 352050059 
273932736 183772688 183772687 
168774600 123015288 168774600 
21608598 377183362 377183361 
222714712 182764746 222714716 
237687618 185893026 237687618 
344104048 12227288 344104047 
198760302 483229956 483215404 
250634032 195292892 250634032 
354291026 488508322 488508322 
70982104 466448426 466448425 
172347342 233470742 233470742 
435795880 452007126 452021901 
326680888 21825582 326680865 
288192720 50293406 50293224 
303981206 274064590 303981421 
525769032 309625470 525769032 
227196416 522845576 522845234 
27359344 326419184 326419050 
54354822 383114070 383114069 
431494796 108807730 431494795 
212232490 440728766 212232485 
17637978 22430076 23119113 
80398072 528131386 528131385 
502270238 313742124 502270238 
12490542 281655242 277459148 
284643490 409404630 409404630 
110190246 225902678 225902678 
180089100 386414710 180089099 
331524736 302714032 331524908 
483672266 400050452 483672266 
451110116 478106106 478106672 
125091190 444265760 444265759 
131290556 117017078 131320015 
490065148 452714974 490065162 
453446850 308172430 453446850 
79799470 251527166 251527166 
133036432 437948916 437948893 
469542446 252560068 252560067 
296694782 486836774 486836774 
310150442 348848570 348848577 
6384734 411676234 411676233 
213956080 335797968 213956079 
307841552 485918504 485918504 
412907282 200594732 200594731 
169610124 207452750 207452765 
205220944 107119226 205220944 
488938512 97953938 488938511 
505433204 225714756 505346005 
447851524 129800526 447851523 
252191732 242599214 252301853 
34794704 247997472 247997472 
224276464 498736412 498226974 
454432288 373591072 454432288 
411993948 428722312 428734223 
262093434 464376016 262093433 
506782836 158866960 506782835 
187018038 464834130 464679838 
86313750 106320930 106325671 
81090604 397346908 397346907 
192583804 283640812 192583803 
97717428 503132824 503132823 
163680346 137920050 163680797 
511905610 449247792 511905610 
240462738 438683758 240462737 
456593186 134474004 456593185 
181994902 469679664 469672365 
202351632 46714310 202351632 
195801610 301656118 195801609 
366550398 254544398 254544397 
84221370 499067084 499067083 
16644224 256854196 256854196 
417723578 370271904 417723578 
135890610 431875652 431875191 
436784566 247855852 247855851 
216674980 227464250 227550671 
328571488 526521526 526521526 
116527030 122062222 122472324 
167457724 266338303 266338303 
468119944 290386634 468119944 
526196550 12402358 526196549 
248791290 296808384 248791289 
383598490 205486176 205486175 
160913070 61703976 160913070 
494155432 419813582 494155432 
330741902 119313212 119313211 
18717852 373719784 373719783 
65856172 364873558 364873378 
382452690 211034198 211034197 
488741068 37606718 488741067 
505551620 435386218 505551620 
359413472 437827792 437827792 
75807030 443586396 443586395 
4289368 487347234 487347233 
524811944 495463788 524812104 
512651310 448342770 512651310 
93945850 219122932 219122932 
477326546 324711918 477326546 
264059422 290390474 264059421 
509901326 302026952 509901326 
414039800 311325096 414039800 
189700724 249224604 249224604 
61697332 54835478 61998166 
3831044 63072236 63072236 
41956944 18323168 41957833 
12945344 155076770 155076770 
247879236 375399964 247879235 
481261454 305485100 481261454 
306220742 46844218 46710861 
183435150 524521048 524521047 
340169554 68629430 338791625 
478503912 258101758 258101757 
202062736 17524436 202062736 
242166046 84116498 242166046 
67239362 450695200 450695199 
220005242 458591990 220005027 
146501378 115274782 146501503 
224088936 172114902 224088936 
429523116 102042822 429523115 
221413582 483975224 220947655 
116104412 391976032 391618756 
102053638 285517748 102053637 
511497520 455213370 511497520 
524590202 392728976 524590202 
370135458 425481592 425481592 
408799408 352747664 408799408 
157495736 508239156 508239155 
271914292 252293440 252293439 
421670226 473144310 473144310 
320850900 156175924 156175923 
204053738 25626488 204053738 
246780642 301622722 246780641 
93080226 257294128 257294128 
420523360 201390636 201390635 
33614980 23256712 33686392 
250296826 405355852 250296825 
49949922 242216352 242216352 
434907124 512775494 512775494 
384050894 264546062 264546061 
100955338 247524102 247524102 
299878980 46873684 46857353 
300417036 426905584 426905584 
444644236 405663658 444644241 
7749556 66973774 66973774 
349563678 486633258 486633258 
186761358 6042786 186761358 
465468246 500704342 500704373 
282604368 27763838 27735063 
366330136 309705876 366330136 
338718498 295060434 338718499 
244985504 63918174 244985504 
68100848 69075888 70685520 
309263686 169168726 169168725 
432379622 328264774 432379622 
42128554 336865732 336865174 
233087080 395461648 233087079 
152337366 441296154 441292795 
87683952 463026424 463026423 
320078292 6969624 320078290 
211556804 19757692 211556804 
174946930 148495926 174947392 
45770636 398219662 398219661 
203217976 40585610 203217976 
237747170 465526710 237747166 
254091850 209702208 254091850 
531726916 63349190 531726915 
89130528 144931870 144931870 
299312342 16699026 299280184 
284002350 333154096 333154096 
14729776 197026904 197026904 
398548100 243487388 243487387 
63414790 206967104 206967104 
158327796 135892586 158329637 
480707598 190631946 480705651 
206283150 108068382 206283150 
264491640 319520426 264491639 
206764156 508050260 508050209 
477169268 489638762 489688963 
327690104 54543626 327161397 
292368084 496347914 496347914 
60848116 98465040 98465056 
493827772 472238832 493830190 
342413542 164535700 164535699 
280600154 17363978 16891966 
217117154 393612334 217117153 
369720806 338280034 369720889 
333058388 332102752 334677722 
103599080 438608930 438608929 
479087634 282437846 479087634 
460881190 70673328 460881189 
125655744 166357828 166357831 
247104120 183267328 247104120 
117879342 473956216 473956215 
285885964 482470470 482470470 
249967004 292037322 249967003 
366822746 163120264 163120263 
263098092 71267794 263098092 
230149200 532358584 532358528 
204834538 411898216 204834537 
10717806 330779978 330779977 
288613056 251335060 251335059 
89253248 192491386 192491386 
216493594 168778226 216493594 
150226438 2417684 150226438 
449556740 522027720 522027720 
91695696 164689812 164689812 
115407510 78340720 115407520 
505340074 445660104 505340074 
381031462 187781896 187781895 
472847108 134786388 472847107 
32003394 294081492 31681223 
117673112 89992284 117673356 
410725428 124210788 410715365 
334934636 442855138 442855138 
415283906 402573542 415316051 
234670642 226690648 234919294 
293439238 284985022 293644216 
35268888 464683212 464683211 
262404322 107766136 262404322 
144643096 409776310 143178685 
251983576 474462304 251983575 
453183326 493052396 493052400 
255299546 221864348 255299603 
77909078 386888648 386888643 
312282392 77070298 77070236 
148205338 432826624 432812944 
509634750 408527388 509634750 
237234538 203162172 237234568 
525258672 212228750 525258670 
115743748 516218334 516218333 
468481554 350134118 468481554 
93670430 488553702 488553701 
393368264 527432960 527432960 
8536076 418872568 418872567 
265815616 246606638 265822133 
146048922 21436540 146048922 
524923436 509128460 524937947 
237792378 295255674 237792377 
237889988 406839866 237889987 
426259128 437943986 438026311 
446334874 388644816 446334874 
447260892 415713002 447260970 
359799136 427760004 427760004 
411787038 481293964 481293964 
285231754 28316912 28250779 
522388592 29277706 522388591 
514776708 264064400 264052401 
387552052 340045572 387552052 
48708630 107198502 107198502 
219893094 488404836 476397504 
317241438 387971506 387971506 
364527166 200300444 200300443 
508094054 459713412 508094054 
359657618 79940500 359584309 
115307162 288266766 115307161 
94521626 74675118 94524918 
27153176 253129316 253129316 
283252950 84699796 84699795 
309755182 129677890 129677889 
252349848 474684282 252349847 
300262284 174888778 174888777 
519972846 331082338 519972846 
386899316 425815846 425815851 
516636492 412396304 516636492 
531339314 130549022 531339313 
174907708 139786336 174907734 
143820254 192251396 192251396 
285938956 72422618 72422617 
206870934 414529678 206870933 
161399718 412611358 161385394 
344186440 76253588 71129696 
100320762 168955450 168955450 
75477358 226174242 226174242 
24430644 79365448 79365448 
14720148 52501460 52501468 
505966004 240269042 238813232 
488433270 111664276 488433269 
526555146 38227494 526555145 
259038200 78248808 259038200 
29235554 222098596 222098596 
147516324 4351188 147516324 
385270086 357074648 385270410 
108712238 442643722 442643721 
135387308 93891400 135387311 
478897436 367414342 478897436 
257077328 322072662 257077327 
515891576 225605818 515888345 
275192338 36031776 36031619 
307928200 340866792 340866850 
426489330 421592426 427029836 
453409582 284698184 453409582 
445528864 335887222 445528864 
444586524 119541524 444586523 
236570926 391336662 236570925 
29080742 213293214 213293214 
399577178 398033178 401008755 
138002658 345083996 138002657 
295830284 10399364 295822260 
102008600 295988432 102008599 
345056218 318629804 345056713 
29068602 261739844 261739844 
247826506 17800996 247826506 
494509258 290438328 494509258 
31690954 10772696 31693282 
28999580 432038014 432038013 
405584582 179137360 179137357 
186430202 153865892 186430289 
171403580 415490164 171402431 
296050534 127457588 127457587 
136302144 154537802 154545969 
515909072 435272918 515909072 
388181820 110277264 388077991 
498375564 272516354 498375564 
314728806 177412836 177412835 
265742560 124960264 265742560 
532985972 266338303 263622422 
353436332 334926312 353443316 
371026200 443601144 443601144 
439249512 115320672 439249511 
321289506 73621008 73618544 
370479862 518129782 518129782 
383583846 36819078 383583845 
522131050 232050452 522127670 
420724720 241937460 241937459 
69703244 140890390 140890390 
136996532 526593168 526593167 
215961014 279103658 215961013 
84811436 157175222 157175222 
313512752 309562048 314357216 
524469622 310883154 524469622 
321580068 186314718 186314717 
61253216 382265740 382265739 
188583960 340609986 188583959 
153363922 183992208 183992352 
367737318 87568236 367679784 
534773759 122192098 534773758 
409019962 126481410 408998481 
324724676 199148238 199148237 
135265328 443505378 443505372 
228884200 390075644 228884199 
133139500 172358808 172358813 
122220564 13541518 122220564 
485197396 300904406 485197396 
378883620 123334354 123279769 
162370492 52855172 162370492 
90752716 102907636 102949391 
185045056 172305548 185083122 
181542460 371767644 181542459 
46440534 21957170 46441286 
441842712 378683490 441842712 
223557654 205003172 223564834 
160169008 133349786 160169414 
428323416 436968810 437131407 
65849398 76468384 76560097 
392351394 209943480 209943479 
526505188 368472788 526505188 
204970934 141271242 204970934 
452759904 413329536 452759912 
72812168 396708308 396708307 
404867102 360049182 404867102 
238707096 17288416 238707096 
511989604 259836578 259817971 
62184578 505371066 505371065 
487330874 130221194 487330873 
446390652 383788256 446390652 
187496942 179604762 187712191 
220724316 345039280 220724315 
15524566 145225748 145225748 
416451936 317739684 416451936 
119990404 214729854 214729854 
379414230 60322716 379414229 
247032430 107594858 247032430 
276292266 35827818 35827594 
523841828 459317668 523841828 
507633236 59354230 507633235 
197392134 110772810 197392134 
501333790 526288612 526289691 
464179190 47698434 464179189 
517653396 382711938 517653396 
424034632 375015670 424034632 
347600032 435656602 435656602 
117685430 307438534 117685429 
534773759 31867712 534773758 
458682606 38290612 458682605 
112552328 384258822 382988616 
508105670 70917702 508105669 
43850282 80913138 80913153 
102240554 75230950 102241033 
243537128 34809934 243537128 
249655014 280785190 249655013 
522368958 532475376 532617579 
466237208 384067710 466237208 
43862016 500496620 500496619 
200410914 114077714 200410914 
449317352 439612296 449423748 
309000860 333584656 333585343 
278597126 460802824 460802824 
72636482 509900018 509900017 
136735394 346874890 136735393 
448477684 87211094 448477683 
46358122 62500476 62518584 
326262052 4565618 326262051 
491920148 212855284 491822020 
513893120 132233372 513893119 
504473080 349560818 504473080 
242313972 495760606 242291082 
189171062 256958906 256958906 
54936320 221493972 221493972 
64596618 432445940 432445939 
133011030 450649526 450649525 
363768408 276379384 363768408 
447581740 402206334 447581740 
225079598 275782782 225079597 
394487258 127977506 125588692 
415724094 234737688 234737687 
421751722 43444480 421751721 
479531838 387860040 479531838 
438909168 94597412 438909167 
398960650 384058668 398979220 
334974858 333103802 336222323 
52521724 429796828 429796827 
8102806 141196198 141196198 
291246186 154030430 154030429 
167949846 297404516 167949845 
185144486 211022650 211023307 
99382166 433922022 433922021 
161393226 360914158 161393225 
154902108 251547224 251547224 
107409358 504174032 504174031 
460621224 176325598 460603552 
501937672 416861094 501937672 
210304432 487584560 487416661 
178570742 146925514 178570809 
12994922 507748844 507748843 
26144586 507860058 507860057 
477181802 62702148 477181801 
121459678 401368308 401305508 
296348872 186834212 186834211 
45113624 288251736 45112882 
332617094 461230632 461230632 
363018452 133021392 133021383 
30887672 98926222 98926222 
33771772 308134854 307556231 
481805210 386304922 481805210 
97284378 98956276 100412545 
294514256 240443742 240443741 
352032018 428649896 428649896 
57564882 28145188 57565063 
403465064 340988920 403465064 
12002376 330782998 330782997 
503427884 30962338 503427883 
101428538 198605670 198605670 
134640834 134101184 136497297 
118210602 359918320 118210186 
275239436 56724996 56724995 
73244766 345248576 344238888 
27799564 340575730 340575728 
450197212 516399770 516399770 
342798470 319936126 342800064 
416480900 24632824 416480899 
300197924 118684598 118684597 
272671816 212949102 212949101 
311113348 118353612 118353611 
410287922 353455720 410287922 
87544092 218335832 218335832 
296077544 290305590 296452014 
524154826 505646808 524163928 
131702640 430206996 430206880 
212787060 364686352 212787059 
474432294 516385656 516385658 
45306370 348610300 348610274 
35518546 449728454 449728453 
485296470 138042762 485296469 
118011692 129584370 129667755 
114095030 189986674 189986674 
258447428 121000844 258447428 
261530434 59123096 261530434 
53005786 318443740 51647302 
491519948 392628274 491519948 
478990340 84189740 478990339 
237754156 200071474 237754167 
165880310 534773759 534773758 
56863180 159291266 159291266 
180684808 469924004 469921633 
519315052 531504966 531558335 
123649130 516580332 516580331 
222702516 187259366 222702536 
279515606 14996584 13967333 
95971904 434672682 434672681 
455793004 167097070 455789567 
362333906 20394044 362333905 
360969976 148579118 148579117 
264448504 238196328 264448908 
436835338 31961612 436835337 
505482014 521713666 521730584 
83078632 169572760 169572760 
32003096 45731066 45772362 
520481402 101481354 520481401 
235485310 88807752 235485310 
245096820 338900612 245096819 
90766492 401855686 401855683 
27874524 60119054 60119136 
534773759 41043380 534773758 
406584266 120026884 406574162 
404931648 160392958 160391845 
5698726 392752102 392752101 
260326838 502409824 260326436 
498823420 441000304 498823420 
397588210 495012064 495012064 
346461214 76366288 343919832 
181207698 182168268 183785135 
516408862 439687252 516408862 
54558636 421928748 421928747 
464486642 88687524 464486641 
164078406 435616128 434317277 
301407592 116650876 116650875 
180217918 230513330 230513330 
131050594 148657370 148669574 
271373080 460054004 460054004 
117475662 266338303 266338303 
118178122 55448092 118178122 
144807086 397695716 144793683 
122477484 395872990 395138035 
353681492 339990556 353718196 
107832056 406967636 406967545 
163640728 407511204 163640053 
320769952 370771194 370771194 
165726698 339775692 165726697 
264731196 400057404 264731195 
532149160 23725898 532149159 
344738582 72356680 343950916 
4047454 464769136 464769135 
450756122 112344680 450756121 
234131804 531194626 531194415 
307764286 189175140 189175139 
373955804 423071214 423071214 
425619040 298797210 425619040 
428630898 165658284 164931023 
220746104 180488868 220746108 
506453428 522276246 522288499 
99786742 190102708 190102708 
48137356 132258042 132258042 
163949186 287075246 163949185 
125045572 502888940 502888939 
448040418 66926464 448040417 
112710980 368546794 112654068 
405906558 475566890 475566890 
233473638 106300382 233473638 
359224096 121715348 121715265 
