FMUL FE_TOWARDZERO 28
141938902 36550780 134217728 
144499152 40145768 134217728 
73874398 210318358 217629508 
172228466 73350626 179006946 
90351394 76682356 100494374 
101539540 187341962 222354964 
99343662 192507954 225312566 
53981254 15973142 3375265 
86311748 164991316 184748249 
51143864 31891028 16470724 
132859422 26378062 92719884 
155243278 245607424 65855468 
22736144 233921084 190105070 
151081256 36870280 134217728 
12584454 215176402 161176922 
11850002 220397912 165728463 
30702772 200373418 164545124 
231217682 101748412 266381983 
185619164 96196950 215241743 
171957054 209513110 46451945 
250472326 29345912 213235523 
112304694 188535782 234320508 
204350454 174662100 44044831 
220674746 168216306 53874879 
140949996 258133026 64090133 
104171496 208237298 245889870 
177193396 65342258 175954024 
216349972 12607444 162388904 
78250538 32608660 44300431 
138053144 120021732 191504065 
203623844 258683324 127367032 
141445938 45134192 134217728 
258838926 33839788 226130447 
200490546 219810422 85335154 
113488690 112961702 133693439 
158610558 62129520 154217348 
70938792 241151160 245512784 
255078086 183186596 103319613 
87285944 166974228 187746096 
53519036 62565430 49513808 
143153754 93113702 169696764 
82199424 214843490 230470773 
113054240 29248862 75738896 
201692486 120895738 256036093 
121785738 96709408 133693439 
2290028 140109802 134217728 
263115336 47774862 244339479 
128686732 250210348 267911167 
82155146 61489920 77117180 
90666486 59415426 83509246 
257939482 143472554 66393780 
80898382 116843694 131182834 
158950034 25607750 134217728 
33634140 28159948 0 
229490018 89408888 252348849 
143453808 81656800 158551372 
267222988 148867328 81075045 
54567686 128383444 116397440 
232646752 261222518 133693439 
251694688 105536038 267911167 
177176622 54835868 165434603 
19157562 238080316 190682234 
119367534 92766982 133693439 
67550440 30050696 31044799 
194984708 215938044 75906019 
265299660 204313092 133693439 
42880322 244349934 220670671 
238544774 96348326 267911167 
204749862 62755454 200958180 
91278238 37024720 61750650 
267254862 81774340 267911167 
42825778 114912934 91218308 
202655726 78413412 214537973 
31794136 108972328 74196112 
221593438 26059700 181095174 
98479074 158344260 190246500 
221241166 177447396 63670814 
164125786 195745682 24859835 
101391596 223984682 258835947 
236505630 99737196 267911167 
222757348 245262140 133005947 
128358800 57927126 119724876 
257460794 69241484 260120095 
30444594 192342038 156233040 
77442234 236370814 247240545 
164640060 83441718 181499279 
84005216 118214018 133693439 
31820814 1941380 0 
136774276 60800436 134217728 
167815330 252626238 85458071 
198705322 250264414 113949762 
230240650 78141940 241801449 
187435858 18509324 139441108 
177131936 93558122 204126848 
46065512 96297138 75789846 
174021288 121641616 229084579 
147707642 261287566 74020020 
149659754 67140934 150230650 
17439888 233780052 184654647 
26682186 200789104 160887425 
23962914 183122382 140556417 
69231564 16513900 19173604 
256289506 120012626 267911167 
6512586 58854178 0 
150025768 174188190 0 
55987816 56729414 46176900 
118722250 132668374 133693439 
131525648 250033154 267911167 
214971774 147339484 27291606 
191907256 180962556 37852612 
79819230 263681394 267911167 
76126136 181217628 190826530 
146167502 13179356 134217728 
102482158 211088102 247038753 
174986780 102354396 210805164 
159116622 213833822 37949677 
176399056 37257344 147086775 
88922066 44413142 66780492 
159633898 6315948 134217728 
35934404 131146222 100536088 
109246910 224400422 267064674 
156058928 119387670 208887612 
35825492 42540206 11805295 
208070396 107535856 249053748 
225376172 50287992 209082405 
237209928 245790054 133693439 
195801056 41039442 170322738 
172158818 27852728 134217728 
10491142 142560628 134217728 
38904712 130568056 102892359 
267633668 7411184 208493768 
28145588 135187182 134217728 
119189576 77481856 130124290 
204674758 261512450 131200099 
12784496 122121996 68333336 
98370848 111490158 133693439 
5075102 55161952 0 
55570012 157374754 146362067 
30058886 88651670 52141619 
79450900 123003390 133693439 
245274744 128954974 267911167 
11488124 189232124 134217728 
69769070 113886172 117079219 
60754020 10941822 5115390 
177030544 170209662 12251538 
39775052 33871512 7075985 
63086026 165796564 162337768 
70720902 263176210 267313440 
36095094 221566612 191093092 
260638852 188766102 114387817 
32766070 70509454 36758800 
181547912 158453802 5014378 
77838132 103509274 114843094 
69657408 78609036 81684243 
232759456 183255878 81001004 
72379526 189019554 194829122 
241003754 48236820 222657574 
226314038 24718778 184499202 
264079234 144053284 73131929 
95453176 189814590 218684585 
151886094 80740116 166041669 
118031536 20389028 71861385 
32781682 47734536 13944440 
243869666 22829510 200155793 
80749074 121632234 133693439 
266037548 258491384 133693439 
250409264 117613726 267911167 
145776596 101243516 180438153 
20211966 120897292 74572525 
99322630 123283308 133693439 
143444994 46387256 134217728 
184320782 166399688 15771048 
9472600 248377888 191292234 
87521252 184850906 205794984 
53753662 63148824 50386504 
112948534 106998708 133693439 
263453054 264062134 133693439 
153821562 84135506 171456139 
22001978 178878898 134217728 
70500450 186685304 190619361 
88999668 71542270 93992526 
78202546 42316126 53993610 
84825390 7116354 25380476 
241358170 89206646 264007754 
221902054 11516042 166840429 
239592826 209286722 113862290 
84239440 230228806 247928404 
69951476 132578398 133693439 
267354730 221645692 133693439 
243797402 229394336 133693439 
59945926 61360732 54728511 
147548888 237903448 50467620 
176582758 227881480 69462137 
56957286 132645328 123018333 
41665426 169839730 144928411 
90374114 210482662 234360056 
196753938 70627568 200851526 
89424550 58445304 81345245 
182064182 157021084 4132532 
24106922 85750998 43275630 
34242470 224087894 191813537 
202068164 55379198 190919975 
220315734 136331214 21630491 
67243628 96381864 97073282 
31517698 192881300 157839497 
171659942 159969454 0 
251478794 166470022 82972176 
81090034 187612944 202132083 
160800074 110492628 204727827 
23683070 169619470 134217728 
164198830 161122602 0 
36359792 247173514 217030770 
168439734 14202212 134217728 
10287392 110730726 54499410 
158890286 8115960 134217728 
24006398 201347674 158786120 
206369016 256202060 127584455 
128467266 50428658 112314439 
188003528 98787298 220268654 
161445908 130024998 224887799 
151457334 3860968 134217728 
41287640 238858790 213588929 
255441244 62566174 251460750 
249670702 151584400 66248694 
219435588 187354792 71848591 
58384414 67357350 59245522 
211260464 104869570 249556797 
159646772 119153742 212286409 
99187864 267370570 267911167 
23868792 184883462 142212745 
142634894 81123226 157194399 
174690068 4260504 134217728 
143532138 29616550 134217728 
112791802 123662784 133693439 
228755114 240218526 133693439 
53408446 5270544 0 
180398934 53517188 167334876 
68980684 243566552 246011519 
98111226 187835904 219381183 
17564210 250646098 201643988 
3766860 124348566 61547901 
97878726 35672528 66981105 
162611550 162726610 0 
23363296 15590132 0 
105433708 59720468 98591391 
242136248 244931600 133693439 
249688660 121481380 267911167 
253695424 51169310 238292220 
108133004 152243150 193840953 
109174842 221673940 264302437 
124568570 21480826 79467848 
99712296 167072616 200265294 
47690934 245739132 226848282 
132902414 116144022 133693439 
45316920 176358844 155177383 
218956228 124875694 267911167 
25634386 56038348 15091371 
116435078 25767876 75624776 
33871590 11778338 0 
177530358 115318340 226268972 
245459822 31882960 210798760 
253360208 165390912 83790234 
176713862 1763510 134217728 
46686454 43229570 23342713 
20340470 61050906 14836407 
215396216 238105618 118518398 
44384226 250903902 228743098 
191705846 230717252 87422908 
46060722 202016992 181519310 
180324468 59766092 173506063 
166708064 166266400 0 
155218716 63596120 152239099 
169320396 265223052 99524982 
109489204 241832070 267911167 
17715086 157520212 134217728 
102320794 39174018 74971046 
241906642 114078332 267911167 
85486338 25031974 43954136 
62561174 10273448 6321598 
212267904 98472578 244162039 
133443522 2147468 69032745 
191535928 154672940 11191435 
105662198 197752984 236882150 
80578038 124331822 133693439 
161831970 128946478 224198553 
79008516 187247384 199724675 
183528008 131774396 248727070 
83335798 262353064 267911167 
156763316 148021660 0 
123960284 113885352 133693439 
173837404 62856286 170121685 
32947098 42773338 9153147 
190967552 34610394 158995155 
222325584 47509900 203267884 
62762606 254685642 250880819 
23487156 210983676 167916969 
67394892 144184962 144998421 
218953062 258952774 133693439 
219815742 212704360 97557588 
227536170 40583884 201536906 
126874294 57466666 117757049 
66520664 2999626 2944619 
126871998 133342718 133693439 
195750668 21125052 150347147 
17779682 87217160 38427170 
219550716 17638096 170626782 
192028770 259260844 116339376 
208092228 51777980 193291678 
28022198 165252738 134217728 
200045304 69113036 202594399 
48670372 128630910 110745705 
209385218 32399858 175233857 
155656510 223692084 44338290 
172407914 31378930 137208457 
37813406 160218338 134217728 
79002960 71941240 84424034 
90689810 241259826 265370066 
258928812 46535416 238888012 
177347076 202289242 44647962 
188555204 250037032 103580893 
1749344 87354582 22586191 
140924038 95047350 169425746 
197407080 162011870 24402522 
223824788 209022208 97834395 
126646464 247063610 267911167 
240371496 139026370 44420359 
227831588 203959522 96777446 
162290498 248958920 76247120 
99929482 140789740 174183348 
219362106 95915644 248701891 
241521468 198206338 104724730 
34813558 150692022 134217728 
15995512 5652614 0 
252477940 7512798 193482889 
98901274 51713740 84064852 
54319856 55465398 43222127 
121425046 194841894 249721022 
18718822 254433380 206622599 
80357062 155059426 168879366 
92411402 252499156 267911167 
217174460 109925770 260583143 
72587814 137659756 143725660 
22002458 38952080 0 
20040468 195190620 148681365 
169231048 15057726 134217728 
62119602 24130464 19671883 
195862674 110902644 240232685 
116298364 184885616 234616184 
241760292 232253056 133693439 
128149040 15527022 77149461 
