FSUB FE_TOWARDZERO 19
224840 494502 233884 
82588 512402 250258 
352012 285742 352011 
34832 407702 145558 
376258 315382 376257 
354582 68606 354693 
451264 309250 451263 
448158 94446 448158 
340942 463404 201259 
209774 285328 209774 
82178 323434 82303 
60038 116918 379061 
325068 38132 325151 
293410 10254 293602 
142436 99326 142431 
312580 327402 64585 
149454 50888 149453 
510004 227882 510213 
170990 343548 170990 
181500 45284 181499 
172612 434290 176475 
258047 89386 258046 
221148 456276 221210 
121300 359556 121414 
311374 81302 343478 
377142 499334 237189 
69104 161770 423913 
186678 123094 186677 
191644 407546 191646 
99206 109400 370294 
145570 232716 494859 
44250 64336 326249 
274120 21986 285115 
30592 401214 139070 
450552 412758 450537 
51138 504682 242538 
389820 87918 389825 
228098 88924 228097 
338660 271878 338659 
308330 77932 340096 
388790 119788 390230 
410814 284322 410813 
251654 142270 251653 
79458 213124 475267 
202408 436708 202459 
287214 195392 457536 
353174 217036 479180 
310942 173262 435406 
494696 175312 494696 
23512 230894 493037 
37424 179296 441439 
332508 43320 332558 
494762 323022 494761 
141182 132662 139760 
109988 65452 109984 
413454 185806 447965 
389782 369800 389617 
286752 230056 492200 
101496 428114 165970 
405274 315012 405273 
35850 254676 516819 
203186 43174 203185 
104206 138846 400966 
303912 441370 179225 
42292 104974 367117 
210614 502266 240167 
60760 320208 63508 
452816 325868 452815 
302754 154616 416760 
401670 33044 401670 
435204 483626 221480 
443850 49216 443850 
185652 111980 185651 
486162 431644 486161 
481448 416576 481447 
407008 34080 407008 
100718 258047 520190
160982 406708 161313 
141978 156406 418124 
365118 401728 139574 
247506 184224 247505 
26944 14886 26107 
167506 66510 167505 
273410 11770 277758 
245818 190400 245817 
17984 247868 510011 
377248 203410 465554 
319828 520191 258046 
416166 400120 415734 
99922 173192 435335 
309090 289822 308865 
433376 365448 433375 
161178 449000 186942 
199676 271690 199676 
451988 86470 451988 
198022 421854 198029 
96178 377544 115589 
142540 151892 412533 
191036 221224 483341 
325574 203676 465820 
184862 252984 515127 
42872 275368 42911 
232052 398176 232052 
340966 450424 188279 
10228 327966 65822 
452536 151342 452543 
65794 293162 65806 
343322 377862 115703 
275070 30714 293153 
347768 226214 488358 
43414 324342 62402 
185920 519752 257608 
293766 397408 135263 
80138 351076 90323 
377442 394918 132479 
86346 489904 227760 
94284 467936 205792 
354016 37974 354016 
103708 45882 103707 
398670 36022 398670 
126432 367788 126661 
114496 413242 151113 
407486 37638 407486 
186622 226582 488719 
193264 258047 520190 
254990 425930 254990 
57224 389476 127332 
348996 398630 136484 
68594 270782 68594 
248378 196480 248377 
331378 110628 372775 
169620 281834 169620 
40474 138772 400915 
243580 59512 243579 
204082 347396 204082 
191482 90824 191481 
473858 344698 473857 
253550 518050 258047 
476768 183774 476797 
311906 499414 237269 
64568 392546 130402 
378152 290026 378151 
476996 510106 247938 
456630 151648 456634 
418886 325820 418885 
9064 350360 88216 
385856 361146 385781 
446800 416508 446773 
252536 26850 252535 
139450 416654 155045 
493648 414024 493647 
51362 193424 455567 
292566 114682 376826 
77504 496272 234128 
15394 500634 238490 
206244 324754 206244 
457364 190186 459524 
395022 224796 486940 
77822 332450 79015 
283452 112738 374882 
312638 298944 312130 
116014 183046 445189 
231854 228378 227138 
269960 352430 90285 
464290 128150 464290 
407986 255200 517344 
172748 229770 491913 
290130 331968 69820 
294074 195472 457616 
108814 138018 400111 
256306 228734 256247 
218686 495936 234147 
177698 182224 440702 
175538 280118 175538 
444568 67150 444568 
396076 176068 438218 
504256 452448 504255 
182880 54850 182879 
109310 398520 136429 
472012 434740 472002 
284592 305220 42886 
61904 327810 67946 
26882 134460 396603 
315104 115460 377604 
232900 294756 232900 
70728 284462 70729 
223094 130946 223093 
334950 234206 496350 
281660 182898 445042 
489234 450050 489226 
108808 216192 478335 
294796 132460 394604 
432052 239998 502142 
503968 275836 503967 
516382 98678 516382 
373668 207498 469642 
302098 123652 385796 
209228 288814 209228 
393468 351706 393464 
98610 514538 252394 
43424 68232 330273 
273068 445468 183323 
439020 374128 439019 
177336 69072 177335 
472564 517628 255481 
271058 414406 152261 
180342 304728 180342 
183406 488312 226171 
196644 143858 196643 
362018 452444 190299 
35866 102092 364235 
25806 133934 396077 
519816 397802 519815 
19998 413540 151396 
77608 465684 203540 
418490 400436 418264 
172010 335844 172010 
127632 366142 127720 
129830 453902 191758 
340892 373842 111678 
403458 376578 403395 
107340 89840 107092 
133244 160488 422583 
519414 230102 519489 
56658 189232 451375 
306396 497710 235565 
163890 422714 166351 
46136 177446 439589 
506000 405050 505999 
487740 379462 487739 
242900 292578 242900 
78804 243364 505507 
75416 493848 231704 
474818 354450 474817 
404474 415612 152572 
439430 429544 438473 
306796 257928 520072 
170472 187700 449429 
114934 23576 114933 
489190 317582 489189 
340424 386966 124819 
248966 497560 249721 
25302 302698 41058 
54790 316182 58510 
323406 511626 249481 
202780 365346 202780 
70886 197830 459973 
282968 442976 180831 
325030 275262 325028 
22834 219314 481457 
409568 327958 409567 
394396 142850 405908 
85048 472736 210592 
250410 331354 250410 
147784 474780 212636 
346302 150980 413124 
90668 427342 165198 
383866 486762 224617 
14296 417968 155824 
407994 105656 408001 
180250 149572 180225 
386382 176476 438620 
395054 217640 479784 
133614 217550 479693 
432596 90564 432596 
387166 432372 170224 
226866 79180 226865 
195776 483534 221447 
241168 189590 241166 
298454 191810 453954 
368170 333114 368148 
127436 296704 127436 
347724 417880 155735 
135744 317548 135744 
172950 103966 172949 
37654 160814 422957 
419888 252430 514574 
104452 277398 104452 
285486 200274 462418 
214302 325328 214302 
401086 467698 205553 
275874 56978 319127 
131878 508948 246804 
73044 24698 73041 
15156 14194 0 
238454 411956 238454 
195872 34200 195871 
86470 303720 86472 
477736 464888 476969 
518224 91080 518224 
294316 315016 52634 
471740 317450 471739 
321458 338090 75566 
258047 326908 258047 
496360 191188 496363 
107848 354002 108213 
420642 56170 420642 
277004 357318 95173 
518178 425550 518177 
413194 279168 413193 
426770 372772 426769 
205552 108172 205551 
112090 199366 461509 
215420 155496 215419 
130132 472842 210698 
204974 381584 204974 
252530 214072 252519 
49448 174720 436863 
274758 253308 515452 
8864 458358 196214 
142590 166088 428116 
487758 512976 250762 
69218 340010 78838 
146990 433052 171028 
289216 157770 419914 
492528 24086 492528 
153720 473096 210952 
272296 195088 457232 
312048 226118 488262 
244038 492376 244657 
368024 364138 363718 
312496 157082 419226 
81736 517918 255774 
321786 190266 452410 
211540 250032 512169 
469474 126384 469474 
255380 189456 255379 
210994 449814 211110 
478314 147220 478314 
420660 124828 420683 
406672 483194 221049 
22596 406082 143938 
316870 507374 245229 
326310 199932 462076 
9820 388328 126184 
155194 277230 155194 
249038 219652 248985 
254224 388954 254224 
68910 471468 209324 
80696 229880 492023 
70684 64366 68225 
463062 428406 463049 
489664 368284 489663 
201782 124230 201781 
285858 387140 124995 
477990 89894 477990 
303116 230354 492498 
219390 407928 219390 
420388 97014 420388 
355532 108042 370646 
311150 503660 241515 
110480 328208 110484 
312580 27884 312695 
97774 12800 97773 
319464 388532 126387 
452182 336792 452181 
486326 476792 484888 
148194 91024 148193 
199054 127634 199053 
193386 244144 506286 
26226 61100 323221 
5268 307344 45205 
475308 59164 475308 
64606 403268 141124 
241436 512068 250919 
141404 216226 478369 
227754 412440 227754 
218278 157834 218277 
274476 82538 344682 
60350 120960 383103 
186316 26422 186315 
432070 423688 430596 
253468 280432 253468 
105186 55808 105184 
87562 366158 104366 
161154 165696 424190 
149314 439840 177742 
213624 141888 213623 
89022 147960 410103 
29210 348024 85880 
36174 75906 338042 
256054 119458 256053 
468978 454330 468486 
22546 25618 282642 
334880 350070 87476 
403320 268630 403319 
110528 401458 139345 
161536 292426 161536 
421400 336614 421399 
350966 28000 350966 
270210 308560 46408 
202532 290376 202532 
91486 292754 91486 
98728 384744 122741 
132842 291668 132842 
225360 459670 225399 
53710 363856 101714 
199886 299126 199886 
452492 209152 471484 
249712 173680 249711 
467944 303208 467943 
456070 293234 456069 
327366 66130 331994 
143876 99598 143873 
166370 479202 217059 
183950 172350 182846 
412476 269576 412475 
111744 413634 151500 
117076 211656 473799 
291318 366010 103865 
116080 198572 460715 
415938 88580 415938 
109104 349292 109267 
388460 279244 388459 
175328 227856 489999 
78320 353080 91510 
53414 243966 506109 
294656 210178 472322 
302894 171626 433770 
74552 155656 417799 
194074 409358 194075 
519770 403190 519769 
187406 296276 187406 
198918 359046 198918 
228884 474162 229335 
112688 404180 142084 
462304 437036 462195 
400966 101154 400979 
110602 423594 161451 
239268 378186 239268 
284612 463090 200945 
519804 459962 519803 
391098 482164 220019 
78508 409972 147828 
144666 243830 505973 
254562 402204 254562 
463234 355478 463233 
204626 401488 204626 
183976 394108 183977 
412060 240388 502532 
78174 323332 78422 
76496 102004 364040 
314574 277866 314559 
280498 317136 54980 
320908 300142 320744 
141478 198250 460393 
55256 67274 328655 
163542 289786 163542 
58156 474474 212330 
466740 450032 466261 
76562 414452 152308 
22284 314956 52858 
258047 193156 258046 
400242 72296 400242 
174404 40162 174403 
348560 209070 471214 
212536 279654 212536 
185570 315954 185570 
23594 155624 417767 
207694 469628 211685 
192348 482420 220338 
520191 78082 520191 
294658 86006 348150 
317118 205798 467942 
156352 507436 245292 
326230 489940 227795 
150412 375380 150425 
331754 494242 232097 
363668 43336 363668 
519520 478264 519512 
110704 162988 425130 
13396 12746 0 
359754 153690 415834 
123022 510932 248788 
424802 356886 424801 
50806 355098 92959 
461010 309940 461009 
386086 160876 423030 
323850 12734 323851 
305824 397558 135413 
113990 436808 174664 
46784 77056 339154 
359560 404012 141864 
504920 374216 504919 
87584 137598 399740 
299628 251758 513902 
428762 398800 428718 
197430 447420 198061 
409704 493426 231281 
395816 196550 458694 
306996 213448 475592 
492048 55324 492048 
460684 270430 460683 
105446 461904 199760 
186696 491078 228940 
107246 468990 206846 
345476 376196 114008 
475606 411432 475605 
210126 462812 211145 
317506 362312 100164 
507858 347452 507857 
159184 335904 159184 
479996 207348 480826 
444114 138336 444117 
112740 20742 112739 
518182 151910 518182 
169696 302856 169696 
276086 217452 479596 
492416 206018 492499 
500474 289724 500473 
326172 249386 511530 
438136 142606 438165 
239692 45466 239691 
471012 468208 464360 
102778 162320 424463 
269810 82348 344492 
189874 256806 518949 
418538 315994 418537 
78996 296730 78998 
499398 401204 499397 
438206 118106 438206 
398110 370412 398064 
341754 510640 248495 
314684 519826 257681 
504056 212188 504084 
194040 69530 194039 
49060 190774 452917 
254390 106190 254389 
241082 510498 250056 
76994 249758 511901 
246880 296744 246880 
501244 106366 501244 
196968 258047 520190
435396 395580 435389 
457832 297408 457831 
119748 131154 392115 
90030 436848 174704 
188480 437560 188947 
411018 43960 411018 
196160 152616 196154 
293416 10412 293613 
188712 291406 188712 
71926 56680 71455 
249558 130550 249557 
361198 313372 361196 
476568 51742 476568 
424580 407408 424205 
142482 218906 481049 
366802 159144 421288 
106644 224136 486279 
88090 518918 256774 
457170 374972 457169 
389010 112670 389450 
448222 35658 448222 
372030 480658 218513 
418216 434958 172531 
157700 181748 443795 
302814 405942 143797 
196374 486082 224000 
520191 78912 520191 
210074 507178 245054 
267812 335794 73649 
463126 113556 463126 
462070 101328 462070 
317636 189570 451714 
185112 150488 185098 
104426 424314 162170 
309634 313876 47782 
51408 52934 305112 
477684 240594 502841 
205406 197578 203479 
36022 66826 328941 
80886 242840 504983 
69676 448318 186174 
56172 355342 93211 
393222 452584 190439 
347646 313858 347619 
335304 173074 435218 
184928 427622 185107 
394570 179866 442012 
304592 430170 168025 
58064 317858 61345 
42318 9820 42295 
366932 320802 366929 
256918 89588 256917 
383408 472180 210035 
403750 125444 404166 
282368 310636 48430 
278774 322544 60395 
457446 64236 457446 
487750 455042 487732 
475806 341136 475805 
281118 134988 397132 
332708 217202 479346 
155332 516508 254364 
339008 372332 110159 
64324 406482 144338 
98852 211696 473839 
491642 36110 491642 
160182 238528 500671 
231816 429222 231816 
178028 58450 178027 
189236 349802 189236 
509668 226258 509826 
357350 450264 188119 
309286 321038 58121 
296548 150742 412886 
423594 52568 423594 
299942 327806 65622 
344472 146588 408732 
68122 356594 94502 
336768 258047 520191 
156192 354896 156192 
425990 239988 502132 
130108 509238 247094 
109294 258047 520190
498220 374438 498219 
98788 25808 98787 
40334 236262 498405 
191128 455842 196855 
213424 268980 213424 
279814 229630 491774 
487976 163390 487976 
125370 80080 125366 
446186 511990 249845 
248308 403776 248308 
127900 65672 127899 
432918 99122 432918 
136514 212384 474527 
188010 405368 188013 
49148 475794 213650 
301392 444610 182465 
337084 159766 421910 
132790 324372 132790 
18198 275414 20608 
185320 175664 184354 
228412 118972 228411 
387414 123518 390634 
327224 520148 258003 
498036 337990 498035 
220120 195934 220002 
200854 332564 200854 
324014 128730 390874 
502540 341198 502539 
33130 236434 498577 
189364 496392 234250 
26120 415118 152974 
348870 72964 349334 
348990 419620 157475 
335904 304954 335880 
72022 421196 159052 
52658 323340 62268 
392758 131502 397412 
448380 170078 448769 
472832 289862 472831 
368468 373576 108262 
12664 17646 276580 
203622 64850 203621 
54090 190026 452169 
16064 33878 295776 
254310 156978 254309 
386500 336610 386498 
41234 411928 149784 
137270 176462 438599 
378788 47362 378788 
79516 54826 79427 
322144 46236 322803 
349736 133408 395554 
345404 474634 212489 
442292 14402 442292 
327044 114334 376479 
365724 400988 138823 
314554 487784 225639 
