FSUB FE_TOWARDZERO 22
811694 4076178 1979026 
1840782 846402 1840781 
1625060 2645884 1625060 
3786584 1657264 3806744 
1914226 3312592 1914226 
474226 757386 2854443 
197218 534568 2631687 
3457272 4112280 2015127 
2339362 3145028 1047875 
692808 2251016 692808 
1852264 1533762 1852206 
2917634 1882458 3979610 
1170930 1758048 3855199 
821834 121672 821833 
325782 1977730 4074881 
4123314 2890080 4123313 
3030686 1522170 3619322 
608662 2064383 4161534
1636874 344746 1636873 
3130780 2906232 3130347 
4103202 261462 4103202 
3938972 952342 3938972 
1220668 1458502 3555333 
2451158 3208566 1111413 
1502924 2808770 1502924 
404140 3218554 1121402 
1701930 4009686 1913030 
3364476 1832586 3929738 
3004184 1675926 3773078 
1191310 2614952 1191310 
436616 521110 2607412 
607274 3765044 1667892 
3624450 1920378 4017542 
3829950 1893380 3992457 
524492 2026882 4124033 
633856 2687856 650680 
3394454 3155412 3394122 
3427982 670180 3427982 
1648158 3133872 1648158 
1460568 1389076 1449171 
2226082 1035158 3132310 
3093306 2697064 3093295 
3622558 69756 3622558 
3125602 2658708 3125599 
912756 3962306 1865154 
2585944 1050284 3147436 
2263286 629360 2726514 
1201692 3895120 1797968 
158158 1701446 3798597 
3132922 2743856 3132908 
2889438 336502 2889440 
79922 2628008 530858 
104954 2040776 4137927 
4028446 922386 4028446 
370354 3806592 1709440 
4067942 1290334 4067942 
594868 3170512 1073362 
2481484 180104 2482250 
1593948 2187954 1593948 
1438954 2387144 1438954 
1551658 3521326 1554652 
3548384 687526 3548384 
3740494 1172654 3740495 
3580612 963648 3580612 
3770266 1974330 4071549 
885920 3829718 1732566 
3062366 3142014 1032934 
1402562 4161535 2064383 
1150988 3143408 1154939 
1265934 118774 1265933 
4027818 3626220 4027804 
824146 2140798 824146 
2491758 1571936 3669088 
892314 2976720 920001 
2009622 2513954 2009622 
3750926 3733462 3702854 
3196478 1785422 3882574 
2051348 2971012 2051348 
1586474 1731900 3826153 
194456 250928 2332234 
926578 3275640 1178814 
3513928 219110 3513928 
2739914 3016822 919566 
2291156 1807132 3904284 
407320 1787314 3884465 
3139146 3315358 1217284 
338152 2840946 743804 
1727154 1491164 1726768 
4021724 365774 4021724 
770612 3336752 1239603 
3490764 2282776 3490763 
40570 1852218 3949369 
306280 4086006 1988854 
2333722 606260 2703431 
3339712 3188028 3337068 
936758 714146 936298 
2699928 1197206 3294358 
1565864 1408140 1563843 
1180756 1871682 3968833 
1229672 407884 1229671 
513868 2546028 526035 
2327884 2277070 2304817 
3785918 1948324 4045672 
470766 3521254 1424102 
2378394 3624364 1527211 
1284698 62796 1284697 
3465298 2721960 3465297 
1984646 2860122 1984646 
1131478 2325984 1131478 
807372 3279934 1182795 
2210232 2796288 699135 
3631114 1151398 3631132 
265524 1334296 3431447 
2757216 1009058 3106246 
702056 1760930 3858081 
636822 1483826 3580977 
2064383 3116544 2064383 
3441502 3435310 3333232 
1157526 2999658 1157723 
3457442 1957732 4054884 
2620706 4072546 1975393 
787700 2841702 801805 
1645222 280360 1645221 
971046 3464606 1367467 
3150814 749756 3150874 
2472504 2844874 747698 
3911182 2996538 3911181 
2002088 1535860 2002086 
2917014 3629886 1532733 
1478982 3537096 1494904 
389204 448364 2530135 
1204976 1800140 3897291 
545290 544062 366976 
4108708 2615536 4108707 
2588226 3771392 1674239 
3910802 3771828 3908534 
3315914 3161416 3314399 
3909322 3715862 3908605 
3735194 667750 3735194 
1511292 590642 1511291 
2712324 1443744 3540896 
484228 835488 2932611 
800580 977850 3073535 
3513280 3661366 1561722 
3706984 54410 3706984 
357522 2847060 749923 
501596 3495750 1398598 
3958674 3784842 3957133 
4051288 2963818 4051287 
602238 1673720 3770871 
1468864 3660744 1571072 
2267858 2565784 468554 
1498060 1790070 3887112 
2915790 994662 3092829 
232988 4056288 1959136 
987922 4085506 1988354 
3242226 3874728 1777575 
1934172 2060386 4153334 
1660388 1408756 1660133 
4010926 3167092 4010925 
336000 2494636 407756 
3303492 3456086 1357075 
150946 484890 2581990 
3375092 2273768 3375091 
3076364 2435466 3076363 
58380 1960948 4058099 
2049480 2426362 2049480 
3494192 3529044 1401208 
3570778 2255112 3570777 
1567196 427982 1567195 
2416704 3829392 1732239 
3150114 1952336 4049488 
3636986 3456168 3635476 
2041820 1843996 2041167 
859258 863944 2855536 
1976670 4123370 2039756 
730424 2894350 807772 
3723794 3403976 3723733 
3616836 2739094 3616835 
2064383 1731794 2064323 
2749220 2184148 2749219 
3473368 2052722 4149874 
3517108 858248 3517108 
3846332 2306340 3846331 
1340716 106044 1340715 
3199950 2489358 3199949 
2007278 2758716 2007278 
2449244 868170 2965322 
2402740 593082 2690318 
2411316 1820500 3917652 
1366822 1482564 3576209 
3292878 3887814 1790661 
1137728 1206270 3289326 
3639188 320060 3639188 
3315978 1798356 3895508 
3359730 3080724 3359599 
2877472 655878 2881632 
1835272 274438 1835271 
3385314 787382 3385315 
1297734 507076 1297733 
2614052 2509570 2607555 
3618960 1394542 3622150 
4129320 405408 4129320 
2621530 1579748 3676900 
2316466 3306988 1209835 
1869182 137474 1869181 
1127468 3039090 1128361 
1930202 3059570 1930202 
2781970 3206542 1109382 
3507922 1827616 3924776 
1451190 3192230 1451212 
4158622 3621444 4158621 
2168010 70648 2200673 
982972 354472 982971 
2592022 3861040 1763887 
3266962 3629828 1532648 
1240692 2511068 1240692 
3898186 2580498 3898185 
843830 3488834 1391682 
1751576 3124902 1751576 
223854 3685520 1588368 
1162906 2905924 1162932 
2337636 1391046 3488198 
1149072 351656 1149071 
2943528 1724172 3821324 
3865036 3471114 3865020 
3214988 3629536 1532375 
1333424 556718 1333423 
286956 3466498 1369346 
1899726 1533748 1899697 
3659758 2639726 3659757 
2581538 3857622 1760469 
2376016 583472 2680720 
3486772 4030920 1933767 
3010670 2191030 3010669 
1168642 540454 1168641 
734626 166630 734625 
504204 4068908 1971756 
3011778 799152 3016060 
2397244 1324682 3421834 
4159422 2628012 4159421 
2741424 654270 2779191 
4081048 2228826 4081047 
3399352 3376878 3354516 
2690560 4067298 1970145 
1903320 3288790 1903320 
1697508 1757456 3839831 
300104 1189682 3286833 
2667408 3870452 1773299 
1740564 213952 1740563 
2649606 2542602 2643076 
4043734 3970402 4034173 
3733020 553328 3733020 
2906200 3672020 1574867 
1202962 1655094 3752242 
3252882 1181744 3299705 
2177562 3510216 1413063 
1340014 3385744 1352603 
2251028 1804126 3901278 
3439160 1147638 3440207 
2733536 1644210 3741362 
3507868 1305592 3511643 
4089418 3900056 4088373 
2975878 992618 3093490 
1578000 1348168 1577707 
2438778 2443638 235488 
2004070 2424716 2004070 
1714628 3244652 1714628 
2300150 1005396 3102548 
474200 2172670 474210 
2310646 3481380 1384227 
937148 873512 923570 
2331046 3102234 1005081 
1627766 76874 1627765 
3168632 1084244 3209232 
2873300 681530 2880667 
2984442 1148328 3245617 
90126 3550048 1452896 
2449390 188370 2451180 
3904350 499294 3904350 
3511564 2653774 3511563 
3472530 2761638 3472529 
1212160 312950 1212159 
3139110 3960958 1863805 
1602358 3396946 1602464 
961902 3612008 1514856 
4140980 1413662 4140980 
3181342 2022412 4119564 
2510406 343592 2522576 
816572 1311454 3408605 
415932 1742082 3839233 
1110298 652708 1110294 
58382 1131052 3228203 
1902452 96230 1902451 
1642632 338982 1642631 
489910 2888132 791042 
3699030 2305624 3699029 
1457264 748498 1457263 
3218216 674234 3218219 
3508394 1777102 3874271 
2064383 1622280 2064376 
3023852 310988 3023852 
2630142 1380752 3477904 
886042 4099476 2002324 
447026 3989496 1892344 
4161284 3050970 4161283 
289960 2260676 294036 
2995560 2033514 4130666 
2843630 1823918 3921070 
2000460 1191466 2000459 
532456 2993644 896511 
3694494 1831854 3929453 
2829294 2852080 703460 
187632 2263866 209941 
3167380 1796850 3894002 
4061802 2392926 4061801 
2546572 167308 2546713 
2443246 3405034 1307881 
385914 312146 373413 
2264376 4006100 1908947 
2535576 3228176 1131023 
1642134 515042 1642133 
2552518 3986842 1889689 
1236846 3146810 1237903 
1010968 1001984 920672 
3362598 3388278 1251270 
2760174 2467586 2760090 
3150808 3533744 1436573 
2308812 1974062 4071214 
730976 3266380 1169233 
642394 4099340 2002188 
3650394 1184294 3650412 
970412 1053434 3142217 
901338 1908106 4005257 
2336430 147934 2342633 
2897080 2844794 2880819 
3881672 2822202 3881671 
3243390 449522 3243390 
1338944 2402452 1338944 
3197876 3976666 1879513 
3438506 2742678 3438505 
3994574 545938 3994574 
2887242 2568098 2887198 
1562216 3099174 1562216 
1114224 2644210 1114224 
3959550 3615344 3959507 
274122 2252308 277675 
750958 2588508 751213 
2671868 722840 2821567 
3575688 2319938 3575687 
3203198 723040 3203215 
3614066 1221354 3614147 
2778986 4064384 1967231 
1288394 2383810 1288394 
3819686 518964 3819686 
976622 1952692 4049843 
1504726 1360924 1501588 
624728 1227054 3324205 
4126142 1229044 4126142 
3644428 2759926 3644427 
1385610 1934212 4031363 
3306768 2762778 3306767 
1748312 1061996 1748311 
3763682 4137474 2040307 
1339428 648534 1339427 
62124 949552 3046703 
3337932 2318624 3337931 
504904 1614380 3711531 
2664774 2660508 2557264 
1270660 2183896 1270660 
238702 1920116 4017267 
3203426 1773150 3870302 
1232510 2801454 1232510 
3773314 837738 3773314 
2907218 1391968 3489120 
1218530 4064228 1967076 
2335062 3555264 1458111 
3879960 1629528 3881730 
2630218 2666092 539278 
2787920 1791478 3888630 
2313350 3328376 1231223 
2360866 3211128 1113975 
3909314 3776954 3906726 
2828548 4082590 1985437 
2254404 3292908 1195755 
3348502 2832864 3348501 
2336906 2258462 2329030 
430782 1760594 3857745 
2674800 110218 2674802 
2180764 2741068 643915 
2838532 1454298 3551450 
3005330 318988 3005330 
2462376 1504140 3601292 
1254528 1097856 1252988 
1316914 2715800 1316914 
721952 3387858 1290706 
2980014 1007478 3108608 
4105742 3245966 4105741 
3254128 2041862 4139014 
585250 3885688 1788536 
508630 227062 508506 
1058240 1254956 3351445 
3863830 1913078 4012190 
2263884 645366 2742520 
2916632 924810 3026093 
2360154 366868 2468223 
255830 2609268 512347 
2510560 3417820 1320667 
1209806 256286 1209805 
203526 796284 2893435 
2271690 2807636 710483 
3064788 87800 3064788 
1070680 2530118 1070680 
1874432 3615910 1874453 
512674 3182318 1085166 
2743220 1293778 3390930 
705874 702630 576192 
944312 2242136 944312 
1391364 3390056 1397329 
672200 1016200 3113327 
3064838 2792068 3064683 
3613624 2505396 3613623 
2941732 316710 2941732 
3562024 2312240 3562023 
1152974 3706570 1609420 
3723848 3252140 3723845 
2538850 1902546 3999698 
261260 1975622 4072773 
2300822 3845998 1748845 
2610458 1093124 3190276 
2472586 3512900 1415747 
1616742 2625632 1616742 
2426122 3210918 1113765 
3973416 914924 3973416 
864508 1873606 3970757 
1758490 2749568 1758490 
3993342 391108 3993342 
2807390 957540 3054906 
3197786 1765072 3862224 
859960 3916404 1819252 
2350106 2501474 402561 
1118762 1689160 3786311 
643042 692270 2766955 
1788456 3652472 1788830 
1351794 2024308 4121459 
2575264 4126862 2029709 
3111930 3564874 1467718 
355062 1847420 3944571 
549284 4161535 2064383 
391036 1085452 3182603 
2216428 1084644 3181796 
3768380 164022 3768380 
2577566 3164996 1067843 
2853352 2676608 2852490 
2729896 3919308 1822155 
674916 3077322 980272 
3347398 1366378 3468258 
688278 3699252 1602100 
212494 3571294 1474142 
205256 1745276 3842427 
3131184 1435080 3532244 
891314 2852930 893494 
3085610 2549278 3085609 
876826 280386 876825 
752764 4155060 2057908 
1251598 3916410 1819258 
2803348 3205468 1108303 
2915214 3738890 1641737 
2338968 3774806 1677653 
1407292 3014134 1407293 
3172160 1339802 3437185 
1641380 4009918 1912905 
589408 1579318 3676469 
2586804 681656 2779802 
1278810 354988 1278809 
2566072 2306968 2565892 
818654 3486198 1389046 
2185336 2440530 343161 
3268936 502314 3268936 
304734 3450198 1353046 
1088394 2772520 1088400 
1407414 3678570 1582416 
1767456 2709914 1767456 
2385052 1470804 3567956 
2636522 1775932 3873084 
3071784 891752 3080961 
3318366 2936666 3318353 
3999928 1678376 4000240 
1532378 3072444 1532378 
1257076 1578520 3675628 
2483924 3772004 1674851 
1702418 3390130 1702429 
1548868 764974 1548867 
1728332 3922914 1832907 
985462 1433322 3530469 
56986 74078 2122786 
3662764 2974376 3662763 
2285392 2956758 859605 
538602 4114540 2017388 
202218 495418 2592495 
634218 4109958 2012806 
4138904 2720030 4138903 
276194 2733460 636330 
2042304 84372 2042303 
956988 3396842 1299728 
1302522 2162082 1302522 
2185878 2064383 4161535 
1597124 2462210 1597124 
3503446 637344 3503446 
2417128 3347050 1249897 
3950350 2024724 4123468 
1418860 431048 1418859 
2265474 1643914 3741066 
471496 1498848 3595999 
3502770 74062 3502770 
1630352 3583290 1633123 
1788328 577428 1788327 
1446224 3642214 1549712 
600600 1171324 3268475 
2039874 2133852 2039874 
2553744 411858 2567676 
3757158 4070804 1973598 
782852 1241940 3339088 
3011920 630902 3012080 
3313984 3311980 3177088 
555476 1809076 3906227 
942450 638876 942354 
3310148 1191718 3332567 
186536 1617034 3714185 
2050068 3604762 2050068 
3710192 1101280 3710192 
68088 215868 2310812 
2994946 399988 2994947 
2206472 333170 2430664 
823516 3711614 1614462 
2652416 3924822 1827669 
1347950 1051552 1347880 
2492938 3244950 1147797 
684022 1912246 4009397 
407752 3094858 997706 
2489264 2494630 300656 
3084024 4117462 2020309 
1574958 1434494 1573138 
617960 4091086 1993934 
921992 4044948 1947796 
2960208 370164 2960209 
1350344 2559130 1350344 
3055722 3916902 1819749 
1072968 868066 1072204 
2888488 1490192 3587344 
1587838 3331424 1587864 
3524826 974738 3524829 
4019248 354234 4019248 
2273024 3565638 1468485 
3747872 282878 3747872 
2966256 3896166 1799013 
219080 2400176 309929 
2789858 3980226 1883073 
3759956 3637708 3755802 
3656938 844724 3656938 
2700370 3509932 1412779 
3138368 3195614 1083918 
3100910 247466 3100910 
927408 731978 926722 
2541992 1256080 3353232 
3950850 1019422 3950850 
178886 3774086 1676934 
3648664 3230056 3648657 
1204526 200588 1204525 
622238 1659288 3756439 
3812826 797364 3812826 
257300 199012 239714 
2674812 1451942 3549094 
416448 1660588 3757739 
3761548 3181884 3761547 
2064383 1309034 2064382 
1985970 1955380 1951024 
2425568 2501670 396142 
3284966 2947402 3284934 
3451962 180486 3451962 
1343524 2244000 1343524 
2267874 3075824 978671 
255942 3257300 1160148 
2222630 1351522 3448674 
2397374 1299870 3397022 
3577686 2665416 3577685 
1907030 877452 1907029 
4161535 537056 4161535 
3416308 4141644 2044491 
2530678 1202836 3299988 
1353758 257754 1353757 
3551742 2847424 3551741 
1681060 3444578 1681095 
3076972 2247874 3076971 
3944464 1944108 4046894 
3035380 1113172 3211629 
87438 641660 2738811 
1524144 2874136 1524144 
3484272 1968578 4065730 
3335204 2540286 3335203 
3374900 137670 3374900 
798134 2270404 798134 
3034114 2194616 3034113 
530664 3446328 1349176 
3123576 3628150 1530996 
2676060 2826404 727545 
3322494 3464140 1364132 
381792 1810974 3908125 
1390536 109358 1390535 
3036290 1292616 3389794 
2756430 3125316 1028146 
2444708 2061596 4158748 
2552194 587710 2687851 
2959546 2437380 2959545 
162844 1105890 3203041 
1406508 3936220 1839071 
1742390 647728 1742389 
2916620 1925974 4023126 
2777390 2345554 2777383 
1139562 1388560 3485484 
1867382 1497608 1867354 
589636 1605894 3703045 
641824 1598586 3695737 
1810246 2596026 1810246 
4149546 687386 4149546 
616134 1623624 3720775 
2265008 2800002 702849 
3788198 43772 3788198 
4052732 442030 4052732 
2485060 2411870 2471916 
3376178 1328860 3441786 
4120970 2448140 4120969 
2282370 2517368 419792 
3796074 3267374 3796073 
2780268 606524 2788957 
3429606 3962778 1865625 
532180 3600310 1503158 
2991134 1224630 3321823 
3661712 1895280 3992487 
306068 2431740 356550 
2237724 4138510 2041357 
1231778 4032062 1934910 
1485894 3460536 1489185 
3215014 4084934 1987781 
233628 1656178 3753329 
954532 613792 954504 
2232672 2482316 384873 
2615562 209810 2615651 
2684102 3412632 1315479 
922338 1248796 3345911 
3417082 424032 3417082 
3468246 1711144 3808325 
1467808 3663874 1573467 
3050880 2932514 3047821 
3189754 4055778 1958625 
2728388 4120770 2023617 
3584382 1622118 3722109 
220480 3379466 1282314 
337984 3631226 1534074 
4122636 2716886 4122635 
3867706 1987696 4085376 
2802850 2337730 2802847 
2541362 3453986 1356833 
3852440 796688 3852440 
588812 3266366 1169214 
2824840 2665838 2823452 
3188092 945534 3189991 
1726350 3940594 1846890 
1813098 2057630 4154441 
3431210 122630 3431210 
3317682 2595302 3317681 
3734840 69800 3734840 
1991724 1959866 1958046 
2209338 2289872 181057 
3822624 736120 3822624 
533148 3225188 1128036 
2064383 3335764 2064383 
1979398 499502 1979397 
2729692 2380444 2729665 
79692 3477796 1380644 
3334302 1544798 3642006 
1560536 3451210 1561213 
732076 2204618 732076 
45168 495556 2592705 
3909076 457912 3909076 
950518 3652304 1555152 
4112658 3523060 4112657 
2252232 640186 2737339 
1120336 2639136 1120336 
3818714 2807274 3818713 
1527536 2391674 1527536 
2514376 3116370 1019217 
1996968 4040260 2008549 
3853062 586724 3853062 
2411304 3695780 1598627 
2862284 2869632 681376 
281872 668502 2765641 
3208374 934698 3209935 
1821162 4147416 2050667 
3014130 3572270 1475117 
3028342 2598714 3028336 
1060954 2687248 1060956 
181396 3461862 1364710 
3617366 142036 3617366 
848662 1017856 3114035 
895202 1403118 3500268 
3704140 3482630 3703811 
1537134 821088 1537133 
387744 1620436 3717587 
224502 3387034 1289882 
3638472 2190318 3638471 
877088 1459072 3556223 
3301104 3808522 1711369 
65140 1598378 3695529 
795280 3481382 1384230 
3355930 3844080 1746926 
2956930 865244 2992431 
3974152 684332 3974152 
2488154 1262928 3360080 
1069902 929086 1067130 
1861088 2894242 1861088 
593716 1661066 3758217 
85694 1203926 3301077 
1382762 1252578 1380251 
3414456 3899682 1802528 
2578902 2034430 4131582 
2426326 907488 3004640 
2269644 250358 2357865 
714774 3586036 1488884 
1834494 1458660 1834469 
3031166 1839276 3936428 
3114672 2364558 3114671 
3674610 1688540 3790362 
296058 697236 2794379 
540836 2546926 547905 
2487834 2912380 815220 
2303116 2048838 4145990 
1635380 1584080 1613388 
2174308 1415392 3512544 
507870 3304552 1207400 
2523624 3082956 985803 
178082 569428 2666568 
3288650 3689226 1592063 
348238 731820 2828958 
4108636 2483422 4108635 
463622 652148 2748123 
2530742 682194 2779661 
2665500 1319414 3416566 
807024 1613828 3710979 
3866470 3579212 3866312 
496446 1116048 3213199 
3725684 620108 3725684 
2599196 122174 2599209 
1890376 1265152 1890375 
1220046 344854 1220045 
2259174 297070 2396213 
937334 239762 937333 
2512576 2580062 469166 
1044066 1747638 3844789 
1030854 2860834 1031021 
1140918 261096 1140917 
1648950 3338636 1648957 
2638676 774160 2871702 
3246208 1095850 3258026 
1035566 377474 1035565 
2638174 4145094 2047941 
2422990 794492 2891645 
557766 2912364 815473 
1948710 1294290 1948709 
1892132 3678930 1892213 
169072 1053716 3150867 
3407978 550474 3407978 
3337818 2171582 3337817 
2576482 1848430 3945582 
2789758 1787032 3884184 
452196 2688914 593605 
1212690 1433062 3529697 
3826122 2003592 4100856 
3644546 4024776 1927604 
3754154 197332 3754154 
1425740 2356196 1425740 
343410 126288 342935 
2736518 1713706 3810858 
1229620 2250030 1229620 
859476 2960916 894388 
4156318 884136 4156318 
3532134 147788 3532134 
3416178 2649594 3416177 
2817010 1596062 3693214 
480584 500428 2547872 
4094290 1087644 4094290 
129494 3730268 1633116 
2658982 238862 2659023 
1301662 2374750 1301662 
3968750 826606 3968750 
414226 3367956 1270804 
3772756 333352 3772756 
2169332 3612058 1514905 
693856 390148 693794 
2792096 204890 2792097 
885948 365214 885947 
916526 2908230 920603 
2374112 1554414 3651566 
3831190 429464 3831190 
2202350 3415906 1318753 
1819606 3864936 1835288 
158542 1656314 3753465 
906672 3369464 1272338 
3451768 3034470 3451761 
4161535 3123160 4161534 
3801292 546564 3801292 
4055128 3303222 4055127 
2361532 184620 2368225 
996776 188552 996775 
2006194 1996036 1935552 
3182250 3734328 1637175 
1055974 885308 1054932 
1059144 754210 1059078 
550670 3745594 1648442 
736642 2354614 736643 
2241514 1691584 3788736 
1384002 2176686 1384002 
881564 1638364 3735515 
38812 414414 2511547 
3828134 947264 3828134 
3036808 2608910 3036801 
1569608 2348886 1569608 
1013670 1227872 3324528 
1679994 2008292 4105403 
1376002 779326 1376001 
2192926 3892566 1795413 
980136 1578326 3675477 
4120316 2460720 4120315 
3553552 2612286 3553551 
1934322 368136 1934321 
1998976 1641804 1998958 
1412058 1681100 3778112 
2245610 246090 2349511 
3962406 219764 3962406 
2861588 1697304 3794456 
653900 3907226 1810074 
3541866 3880884 1783697 
1930396 1901866 1892068 
1908392 1725744 1907539 
851376 970156 3063249 
664426 2897474 802936 
1468566 1709544 3806463 
3340694 95148 3340694 
1894604 4036566 1954313 
2769066 656282 2794018 
1470572 2131434 1470572 
2202076 1956592 4053744 
3050570 1394524 3491680 
1253228 1293694 3365776 
2878452 3285602 1188442 
3248450 1537282 3634452 
1500806 2401304 1500806 
1778872 2718816 1778872 
1045446 312304 1045445 
2736596 2648658 2729097 
675862 61518 675861 
1352552 1983826 4080977 
82036 3611858 1514706 
302058 650586 2747699 
850928 3810444 1713292 
4161535 3322616 4161534
1261984 1481478 3578242 
83662 3045532 948380 
2385298 3593690 1496537 
3386920 2365490 3386919 
1222618 2999088 1222666 
2360936 3089136 991983 
1931188 3663218 1931216 
811712 2790788 816496 
834288 464430 834269 
516610 3965418 1868266 
3793932 697466 3793932 
809810 4031618 1934466 
2588916 1112630 3209782 
2258998 2507856 410455 
2782836 3010040 912395 
1163078 1561770 3658910 
3693096 1937134 4034313 
1334226 3585412 1490018 
548340 3233536 1136384 
2616830 1804366 3901518 
1614046 1983500 4080631 
3665960 4005888 1908705 
2839186 1625980 3723132 
763120 771232 2784640 
574920 2497156 576156 
131890 722012 2819163 
2257382 3552368 1455215 
3131680 899090 3134625 
3597538 2969560 3597537 
2792522 2526046 2792382 
2961654 434278 2961659 
944422 772626 942805 
1570224 1153256 1570214 
794478 2416432 794479 
3113102 3941628 1844475 
3020322 2813048 3019849 
3955274 401932 3955274 
2795262 1137248 3234405 
4141798 582230 4141798 
2281514 2199814 2272232 
1306744 540028 1306743 
3876510 1381518 3876519 
4161535 3820122 4161484 
