FMUL FE_TOWARDZERO 19
246150 221532 258047 
81462 46010 0 
300518 431392 81129 
489592 376404 214832 
14966 343710 262144 
247724 185356 258047 
469138 505860 258047 
367342 207536 448117 
258047 100730 231801 
53314 361156 287505 
82610 29218 0 
290120 327476 0 
76454 287872 262144 
301870 459178 110081 
456922 105372 435569 
415658 173876 463144 
227018 57414 157485 
304486 203080 381159 
458412 392794 199959 
503768 52442 429237 
256086 426484 520191 
125268 232658 231119 
83818 458136 415143 
365792 203572 442814 
87828 118052 79108 
288606 336542 0 
195386 222312 258047 
502456 233054 520191 
126484 448916 448522 
228216 252296 258047 
473474 192930 520191 
142374 211320 226919 
433074 304238 86446 
444638 318252 111901 
457604 450004 256421 
134298 174238 181760 
379494 115978 368987 
334170 37674 262144 
425030 340344 114398 
248730 359308 481218 
199770 267838 340916 
402622 207422 483586 
510148 332378 191591 
82574 16030 0 
281444 63058 262144 
310680 377744 37399 
425738 55512 354329 
72034 390718 336292 
270842 315112 0 
240358 230554 258047 
11142 227992 112351 
323598 518062 190402 
311274 117684 301984 
44754 158930 76738 
388328 15686 277105 
141812 294960 309825 
315370 101622 290018 
503480 338822 191083 
369646 25824 268800 
291728 182284 347494 
455920 404868 209743 
300396 437054 86588 
489438 307346 145591 
465228 491558 258047 
176122 134472 183618 
49964 78462 0 
302088 515962 166802 
408736 357646 115413 
184726 91464 149348 
251046 406032 520191 
244540 48992 166579 
127094 337486 337650 
129504 52974 55554 
286034 178738 337920 
69982 58818 0 
494710 444714 258047 
183952 202056 258047 
36160 167802 76997 
495404 450124 258047 
289350 85032 262144 
86040 210930 170005 
50066 170824 94383 
19238 383518 276008 
479038 89950 442015 
236446 401194 510693 
98556 342354 314080 
242448 70040 185590 
129264 484588 487501 
382784 473400 205394 
65386 60966 0 
280566 302232 0 
499610 37376 410054 
158156 35076 66602 
194810 490284 520191 
409242 145514 427864 
441928 173050 488167 
390512 288758 28685 
429456 291528 69977 
333202 339780 21779 
470750 170664 514486 
214402 112418 200472 
177710 93376 144365 
139056 358802 370923 
360126 70094 303386 
192952 20858 86874 
459674 504652 258047 
258047 278470 409541 
478292 500658 258047 
161450 236066 258047 
68818 323046 262144 
17148 371446 262144 
372370 211998 457436 
520191 244480 520191 
257310 499538 520191 
418958 180524 472591 
164052 16208 53367 
182164 144218 199812 
348576 499610 196967 
495258 98110 466400 
10076 49600 0 
215688 347874 436634 
282150 312532 0 
228786 90864 192914 
319056 23586 262144 
21128 185916 80320 
156474 62576 92303 
257822 347846 478700 
182248 349706 405622 
473320 514174 258047 
484030 348024 180846 
36072 463532 372957 
429678 481192 258047 
387726 310202 46850 
485834 281620 116384 
95304 157406 126204 
331780 431678 112195 
52238 195582 120970 
276952 110338 262144 
20686 352562 262144 
370574 97124 341033 
167604 321552 362262 
277630 230862 381802 
210086 20112 103352 
141682 192956 207924 
481114 477142 258047 
349084 23768 262144 
230346 286022 389658 
106764 204834 184624 
256506 446472 520191 
72490 500588 446588 
180768 171240 225375 
83470 329342 286464 
402834 441268 193196 
189842 505058 520191 
372502 407654 128947 
27444 50542 0 
429336 447638 225975 
340914 311012 0 
41114 11472 0 
142544 31856 47514 
361700 418102 128632 
244368 223098 258047 
41326 475454 389832 
23420 458382 354878 
272020 21888 262144 
270510 32198 262144 
489764 287950 127064 
107898 187892 168986 
213708 275600 362536 
372324 288584 9756 
459022 387332 195242 
425470 143038 441552 
442484 494812 258047 
390336 360390 99482 
100512 464288 438436 
444788 190510 508731 
200846 376332 450326 
510196 212592 520191 
39898 373516 286867 
424294 150190 447788 
321060 299488 0 
380372 195790 449241 
241490 334648 449187 
509974 435766 258047 
258047 413684 520191 
431610 372134 152668 
407754 156558 437835 
283680 136518 293570 
168924 474180 516490 
206526 378712 458903 
99386 401710 374199 
165460 271800 310863 
248690 140100 258047 
179338 64714 117164 
418278 29244 320613 
162836 232176 258047 
102382 163764 139170 
252532 400140 520191 
477790 209474 520191 
173948 19002 66367 
8218 43638 0 
109876 518344 501405 
197876 45780 116904 
291436 90646 262144 
249770 173058 258047 
243968 129396 246754 
459484 56744 389498 
154630 394906 422858 
468758 8078 349891 
491286 238814 520191 
290912 393910 33574 
493380 83462 450563 
186258 252738 258047 
293902 287796 0 
391870 340684 81770 
488116 440658 258047 
518068 218646 520191 
273682 113056 262144 
76516 305636 262144 
163286 108008 144492 
487786 483224 258047 
408186 126478 407773 
179680 98956 151888 
112584 374894 360999 
179178 163746 215960 
421132 244794 520191 
289174 455514 93938 
93252 511624 477943 
190578 425222 489003 
67014 153494 94220 
519312 407426 258047 
507538 180322 520191 
498082 148844 520191 
277438 279008 0 
453560 117472 444231 
172536 29126 74741 
269152 42426 262144 
270914 442982 62718 
114062 41314 28685 
159262 490148 520191 
19956 89762 0 
215732 510536 520191 
30644 417812 321489 
367146 102180 342390 
216378 462084 520191 
255874 67824 197201 
382844 328624 60645 
472722 462506 258047 
94700 147532 115265 
413130 100432 386721 
243830 71834 189134 
340016 415300 104070 
306842 227546 407491 
332044 187390 392658 
216346 46644 136241 
508430 232008 520191 
5858 233364 112276 
235894 372752 481679 
293502 319224 0 
356050 213626 442827 
492474 324994 166532 
128480 149094 151199 
319922 414220 82933 
147160 29456 49759 
480992 454502 258047 
135694 215038 224018 
79716 297416 262144 
207590 99636 180690 
349062 227328 449865 
502676 233312 520191 
184096 74936 132134 
235292 347034 455662 
126922 156460 156427 
106708 466134 446036 
24690 342776 262144 
407068 329020 85335 
63596 456002 393273 
365394 133128 371972 
112980 160386 146764 
194480 506820 520191 
330012 49248 262144 
338660 382064 69932 
457248 408066 214331 
296792 25206 262144 
392850 395584 137247 
376008 293216 18130 
440626 189286 503435 
110810 243628 227566 
202148 382594 458353 
512648 414862 258047 
424068 368672 141493 
478038 164194 515506 
211840 106892 192040 
373698 42432 289499 
479826 247722 520191 
191156 39580 103988 
337132 124108 334641 
102036 461882 436984 
84750 346594 304610 
378438 21904 273924 
190368 159814 223239 
8196 167600 48823 
441998 78716 393882 
453134 58850 385489 
77652 192318 142998 
363658 120176 357150 
299716 444278 93060 
22270 22328 0 
318364 490284 157553 
161998 133330 168765 
175578 230438 258047 
480660 333894 163934 
62010 102206 37323 
252570 307176 432774 
8928 399282 281587 
58058 382610 313985 
219806 500644 520191 
45706 361996 280971 
75188 75702 24596 
386330 18698 278658 
8726 36118 0 
508426 110460 491967 
178840 332900 385266 
305806 474438 129098 
437496 104692 415382 
379184 340196 68246 
132076 176820 182089 
69574 341192 283810 
472634 412774 234425 
400794 108038 382047 
162218 346508 382077 
255794 10210 139599 
485404 223256 520191 
465994 42022 381391 
211334 514938 520191 
329926 96076 299529 
476634 160946 511043 
184726 392928 450807 
431704 239628 520191 
228528 54886 156692 
425702 386544 161070 
519578 309630 178068 
343122 83210 299678 
18816 50868 0 
112000 161678 147366 
220918 130134 224106 
288214 371266 8682 
141358 332232 346847 
268832 504122 121888 
441496 110698 425301 
321870 395418 66420 
491142 274194 114082 
116288 19200 8902 
67678 204402 145198 
396770 102340 372137 
163154 141726 178040 
303912 248918 426230 
206814 21488 101821 
254882 139084 258047 
430992 503740 258047 
444100 347464 140500 
425178 125918 424224 
272790 490432 112176 
463634 77636 414369 
178254 252164 258047 
446424 324704 119878 
120386 423260 417206 
96178 518612 488224 
428546 258047 520191 
76206 16200 0 
72448 476082 422046 
10592 103972 0 
81898 300590 262144 
109214 53620 36104 
298636 218608 390384 
497138 68446 438980 
32122 83340 0 
474168 63738 411142 
410848 489972 250094 
350600 514052 213801 
13240 495708 381993 
98982 437738 409966 
39424 383052 295869 
102534 427222 402820 
91742 61412 26186 
279364 55454 262144 
230190 440034 520191 
49700 311888 262144 
243610 204958 258047 
127834 283596 284657 
460946 379926 189840 
426674 299902 75462 
434006 11550 318595 
516008 465156 258047 
442504 18068 333651 
107178 327644 307861 
179826 475344 520191 
348322 326800 23985 
450106 378966 177916 
59754 255764 189012 
171274 71170 115704 
376380 11534 262144 
357814 330680 37582 
41094 272776 262144 
228582 514404 520191 
117536 112626 103500 
117152 365426 356132 
168248 105768 147296 
137120 426448 436813 
19232 471390 363889 
345264 104294 323136 
69872 461226 404266 
272664 195064 341085 
483504 316602 148893 
47564 106648 27329 
257964 175364 258047 
52220 23234 0 
271594 435908 56769 
356866 428984 134962 
148818 61582 83471 
50110 189188 112502 
176002 295730 344806 
195162 378660 447246 
490776 199108 520191 
272392 190416 336353 
191448 321024 385828 
40342 288826 262144 
387898 281674 18449 
382294 386952 118624 
385838 170030 429308 
138674 70154 82109 
401258 171618 445907 
459678 206570 520191 
24330 349310 262144 
411510 337654 98517 
119228 136860 129295 
186530 312440 372611 
472042 432066 253329 
189628 486616 520191 
253032 176672 258047 
180864 434150 488048 
110962 153282 137424 
133960 409584 416570 
381628 206964 461985 
120344 368378 361827 
495488 30242 398793 
104564 111122 88990 
486708 284194 119858 
55108 162074 90688 
334542 109512 317253 
99642 33832 6845 
327790 153362 354224 
25336 288526 262144 
363694 209580 446652 
24416 300238 262144 
136010 459350 468506 
164330 303904 341353 
408376 115716 397574 
477120 219864 520191 
336912 416142 102405 
252192 28280 153580 
91574 375974 340847 
300276 38578 262144 
366134 339002 54167 
100280 120810 94649 
283532 111484 268237 
497162 379716 225991 
34978 146842 54985 
173404 270724 317281 
228462 306774 408307 
110804 358006 341919 
9174 193134 75481 
153444 172962 199859 
71756 81550 26419 
326022 253486 452626 
386338 160544 420162 
137152 249752 258047 
162320 107796 143658 
403508 161148 438335 
250400 9390 132973 
381638 44562 299428 
356142 88518 317724 
332364 334864 16395 
272366 57148 262144 
156440 148730 178440 
315668 343846 8351 
102518 156128 131683 
175826 427086 476046 
257006 429640 520191 
139812 218258 231250 
306758 127098 306988 
197020 167292 237625 
358546 111862 344088 
140532 441576 455405 
200030 88338 161537 
492806 307734 149443 
435650 27078 336262 
244022 325214 442783 
503280 240376 520191 
512378 305056 166350 
347222 154226 374634 
285104 142074 300455 
382670 24548 280250 
480634 250144 520191 
175176 235332 258047 
390138 464514 203802 
441428 517514 258047 
303428 210970 387586 
213068 399694 485830 
255336 84322 213242 
97780 462928 433801 
24060 304610 262144 
392272 171146 436544 
288530 449004 86704 
34730 487000 394864 
389244 326150 64207 
182426 441280 496981 
19160 378458 271039 
436500 37406 347237 
491010 511602 258047 
267334 483664 99823 
363666 131090 367794 
501194 311688 161759 
369902 452878 172131 
250742 401344 520191 
169030 134464 176775 
14402 381640 269433 
108172 24356 5616 
122856 478800 474681 
425288 36448 334795 
133966 509134 516544 
402462 186798 462884 
101480 235378 210127 
91504 414180 378872 
378756 492222 220043 
325070 343906 17762 
31992 145460 50665 
235494 205128 258047 
325514 468032 142794 
519678 134134 520191 
441548 327998 118536 
468314 239634 520191 
489958 344050 182746 
375934 159042 408076 
175948 218750 258047 
141276 520191 520191 
327296 71784 272195 
143300 371356 387690 
449852 149178 472259 
178452 454826 506398 
54254 438040 365405 
228410 336778 438588 
201476 118300 192996 
253548 237822 258047 
499658 85940 458622 
285424 250310 409068 
480482 112224 466228 
510678 107276 491506 
148842 400964 422976 
317234 370042 36642 
180516 89256 143026 
131200 399786 404087 
455248 27988 356552 
233686 462006 520191 
112288 501876 487754 
129256 5338 8250 
498568 258047 520191 
65994 372016 311353 
384362 307744 41129 
90642 216858 180624 
14028 175254 62557 
316584 345490 11224 
496286 358672 204073 
243608 438718 520191 
126916 399636 399588 
342424 53050 268537 
40740 444430 358248 
46684 386908 307282 
152212 285046 310672 
105436 436620 415293 
396254 337196 82544 
334726 438230 121697 
364182 432878 145853 
357868 513344 220445 
296812 249504 419434 
341908 233696 448734 
356544 32836 262144 
497984 59064 430573 
268454 67362 262144 
359698 360874 69643 
399704 200826 473625 
181280 160818 215398 
28200 443590 344979 
378018 332118 58971 
433632 216556 520191 
253080 85122 211321 
104448 223182 201178 
244026 128426 246036 
297822 517552 164492 
344632 44818 262144 
380094 394144 123296 
346792 398734 94708 
161278 11548 46081 
281270 237874 392372 
11506 254102 138753 
312634 362824 24773 
22616 16472 0 
161130 520191 520191 
281010 6154 262144 
76304 399812 349436 
211888 42452 127714 
411324 487102 247255 
218484 245454 258047 
461680 432562 243208 
43582 514152 431107 
173070 338210 384896 
13012 513232 399485 
192824 198674 258047 
440534 307120 96407 
349936 312912 12284 
161396 130714 165240 
4808 375468 262144 
49174 242088 164288 
517862 282016 148786 
361844 471094 181692 
192218 292742 358061 
458744 355978 163458 
439662 196472 509202 
219582 11444 104215 
125820 144300 143589 
137812 428294 439446 
307108 186084 366242 
182130 104748 160369 
299346 38104 262144 
24662 96258 0 
457098 296438 102790 
427742 111166 412178 
122420 104770 100310 
487422 236958 520191 
115998 479386 468457 
415810 354450 119456 
251972 142624 258047 
269368 94100 262144 
453170 511628 258047 
497772 468090 258047 
473864 380588 203240 
303412 134236 310909 
444042 357828 151209 
250974 291010 415060 
417334 30488 320973 
231094 352588 456845 
407352 87934 368907 
137724 72912 83813 
309806 469564 128374 
99992 129362 102880 
414642 66290 354130 
445426 61896 380686 
329724 334432 13252 
26074 220738 119977 
320920 136940 331503 
192978 181080 247179 
352806 413294 115010 
347434 337914 34266 
125358 154636 153217 
391496 316758 57563 
395460 39894 308618 
406780 92426 372843 
32022 320166 262144 
151506 418858 443405 
47402 216522 137068 
148020 140530 161748 
301456 334460 0 
205760 346438 425778 
223138 425938 520191 
112610 84070 70197 
487228 238792 520191 
326562 288108 0 
322950 488912 160799 
30212 330402 262144 
5396 256678 135565 
513882 209364 520191 
425308 384372 158469 
479002 320218 148050 
314600 491828 155412 
396742 266462 12131 
497608 94250 464902 
231936 153800 258047 
452006 111998 437524 
157324 295960 326736 
132084 197532 202868 
487714 519964 258047 
315988 389390 54153 
389048 476922 214726 
381024 371654 101484 
395788 142160 411195 
107218 26828 7466 
504006 327438 180295 
230436 357366 461088 
66110 208850 148003 
309892 397080 55747 
16786 389478 279323 
31272 502812 407289 
280102 408176 37452 
152426 271812 297576 
289578 227666 390526 
90024 304746 267820 
129710 409984 412974 
233632 504276 520191 
392452 220138 485711 
149670 233194 255951 
140516 485766 499881 
501432 323950 174271 
196432 329776 399274 
56148 266934 262144 
346766 405544 101072 
303758 201484 378390 
285348 367728 0 
289208 424552 62777 
327066 201792 402107 
205368 469190 520191 
319510 68060 262144 
275906 489560 114829 
6630 447424 327671 
240198 227986 258047 
338318 477668 165037 
234966 438138 520191 
289366 180580 343199 
398552 453044 200893 
348020 415394 112190 
75982 33604 0 
445926 430878 225756 
379000 486258 214268 
164508 81318 119101 
74344 338714 286509 
207142 276230 356888 
468640 154688 496633 
437704 34056 344978 
502396 347636 198858 
453100 390624 192952 
65694 466256 405105 
169852 414260 457399 
144246 20718 38039 
368398 144266 385782 
384756 117692 375507 
213092 402116 488249 
297064 27842 262144 
370944 200582 444576 
469692 245102 520191 
399740 233106 505944 
513116 124762 511414 
445070 197766 516359 
162662 96000 132017 
189400 115334 177913 
402054 368486 119340 
120200 353942 347748 
434400 336510 119680 
227428 420574 520191 
284044 123420 280675 
48760 306014 262144 
161380 292290 327282 
437050 154152 464449 
401684 485116 235656 
377348 86088 336469 
471718 138280 483432 
159764 111428 144220 
294264 356076 0 
361658 436566 147561 
476340 427822 253438 
373748 431616 154479 
248858 212894 258047 
403836 184844 462014 
418162 515628 258047 
337998 445072 132140 
477312 129528 480225 
294558 156542 324262 
284524 322850 0 
108100 425482 406758 
280218 503310 132410 
421546 517402 258047 
513596 131502 518289 
296548 328798 0 
174812 40752 88621 
43122 217934 134526 
240614 125330 239178 
336408 353822 39170 
133816 23266 30322 
336584 79106 288936 
113904 366292 353444 
147688 450242 471103 
367596 292066 8760 
477874 216168 520191 
84512 335286 292929 
339830 241642 454496 
25270 444676 343361 
107112 479620 459814 
241596 72156 186789 
247022 220556 258047 
355602 188970 417920 
231756 12140 116951 
451120 57108 381353 
414806 361770 125670 
143284 82984 99320 
482800 330598 162209 
76612 333562 283539 
211446 320982 405943 
363122 218450 455070 
241990 14846 130063 
59772 32488 0 
485558 59848 418792 
296056 366970 12363 
300380 407576 57365 
512776 432624 258047 
386512 149336 409554 
94796 110242 78211 
136056 506000 515555 
95876 120498 90095 
339768 423568 112130 
368304 204280 445629 
410440 19656 303447 
326988 225138 425161 
92428 276556 262144 
190864 54424 118899 
422706 23212 319487 
362460 32146 267788 
115346 384172 372899 
168146 145680 186968 
101426 299236 273859 
238354 245712 258047 
63856 458070 395089 
9228 330630 262144 
9734 41916 0 
109238 409190 391519 
44002 154280 71482 
348822 185736 407810 
289992 122238 285318 
151692 485486 510275 
154832 199004 227029 
225260 488264 520191 
445418 277192 71516 
114228 440012 427396 
429630 479918 258047 
157034 119168 149355 
24756 514768 412669 
247056 221052 258047 
